,DistanceIsolated,DistanceTotal,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency,Keyboard
n&,0.0,,True,False,True,True,False,,CRULP
n!,0.0,0.0,False,False,False,True,False,40.0,CRULP
n^,0.0,0.0,True,False,True,True,False,2.0,CRULP
n',0.0,0.0,True,False,False,True,False,7.0,CRULP
n8,0.0,,True,False,False,True,False,,CRULP
ng,0.0,0.0,False,False,False,True,False,1242.0,CRULP
ni,0.0,0.0,True,False,False,True,False,3155.0,CRULP
nt,0.0,0.0,False,False,False,True,False,973.0,CRULP
nj,0.0,0.0,True,False,True,True,False,460.0,CRULP
nS,0.0,0.0,False,False,False,True,False,201.0,CRULP
n},0.0,0.0,True,False,False,True,False,1.0,CRULP
np,0.0,0.0,True,False,False,True,False,283.0,CRULP
nG,0.0,0.0,False,False,False,True,False,25.0,CRULP
nC,0.0,0.0,False,False,False,False,False,12.0,CRULP
n*,0.0,0.0,True,False,False,True,False,2.0,CRULP
n],0.0,,True,False,False,True,False,,CRULP
nu,0.0,,True,False,True,True,False,,CRULP
nA,0.0,0.0,False,False,False,True,False,69.0,CRULP
nk,0.0,0.0,True,False,False,True,False,2784.0,CRULP
n3,0.0,,False,False,False,True,False,,CRULP
nq,0.0,0.0,False,False,False,True,False,250.0,CRULP
n|,0.0,,True,False,False,True,False,,CRULP
nz,0.0,0.0,False,False,False,False,False,182.0,CRULP
n~,0.0,,False,False,False,True,False,,CRULP
nl,0.0,0.0,True,False,False,True,False,215.0,CRULP
n/,0.0,0.0,True,False,False,False,False,4.0,CRULP
nP,0.0,,True,False,False,True,False,,CRULP
n$,0.0,0.0,False,False,False,True,False,1.0,CRULP
nJ,0.0,0.0,True,False,True,True,False,15.0,CRULP
nU,0.0,0.0,True,False,True,True,False,80.0,CRULP
ny,0.0,0.0,True,False,True,True,False,3914.0,CRULP
nv,0.0,0.0,False,False,False,False,False,36.0,CRULP
n9,0.0,,True,False,False,True,False,,CRULP
nZ,0.0,0.0,False,False,False,False,False,20.0,CRULP
n2,0.0,,False,False,False,True,False,,CRULP
nL,0.0,,True,False,False,True,False,,CRULP
nW,0.0,,False,False,False,True,False,,CRULP
n%,0.0,,False,False,False,True,False,,CRULP
n>,0.0,,True,False,False,False,False,,CRULP
"n""",0.0,0.0,True,False,False,True,False,54.0,CRULP
nT,0.0,0.0,False,False,False,True,False,423.0,CRULP
nn,0.0,0.0,True,True,True,False,False,405.0,CRULP
nV,0.0,0.0,False,False,False,False,False,430.0,CRULP
n7,0.0,,True,False,True,True,False,,CRULP
n@,0.0,0.0,False,False,False,True,False,13.0,CRULP
nE,0.0,,False,False,False,True,False,,CRULP
nD,0.0,0.0,False,False,False,True,False,460.0,CRULP
nM,0.0,,True,False,True,False,False,,CRULP
n`,0.0,,False,False,False,True,False,,CRULP
n.,0.0,0.0,True,False,False,False,False,32.0,CRULP
nI,0.0,,True,False,False,True,False,,CRULP
nf,0.0,0.0,False,False,False,True,False,259.0,CRULP
nN,0.0,,True,True,True,False,False,,CRULP
nK,0.0,0.0,True,False,False,True,False,116.0,CRULP
n0,0.0,,True,False,False,True,False,,CRULP
nr,0.0,0.0,False,False,False,True,False,237.0,CRULP
"n,",0.0,0.0,True,False,False,False,False,180.0,CRULP
nb,0.0,0.0,False,False,False,False,False,553.0,CRULP
n;,0.0,,True,False,False,True,False,,CRULP
nh,0.0,0.0,True,False,True,True,False,139.0,CRULP
nY,0.0,,True,False,True,True,False,,CRULP
Vd,0.0,0.0,True,False,False,True,False,9.0,CRULP
V),0.0,,False,False,False,True,False,,CRULP
V5,0.0,,True,False,True,True,False,,CRULP
V{,0.0,,False,False,False,True,False,,CRULP
V4,0.0,,True,False,True,True,False,,CRULP
Vs,0.0,0.0,True,False,False,True,False,51.0,CRULP
V6,0.0,,False,False,False,True,False,,CRULP
V1,0.0,,True,False,False,True,False,,CRULP
VX,0.0,,True,False,False,False,False,,CRULP
V(,0.0,,False,False,False,True,False,,CRULP
Ve,0.0,0.0,True,False,False,True,False,5.0,CRULP
V<,0.0,,False,False,False,False,False,,CRULP
Vw,0.0,0.0,True,False,False,True,False,42.0,CRULP
Vx,0.0,0.0,True,False,False,False,False,1.0,CRULP
V+,0.0,,False,False,False,True,False,,CRULP
VH,0.0,,False,False,False,True,False,,CRULP
V#,0.0,,True,False,False,True,False,,CRULP
Vm,0.0,0.0,False,False,False,False,False,178.0,CRULP
V?,0.0,,False,False,False,False,False,,CRULP
V=,0.0,,False,False,False,True,False,,CRULP
VR,0.0,,True,False,True,True,False,,CRULP
VO,0.0,0.0,False,False,False,True,False,1.0,CRULP
V:,0.0,,False,False,False,True,False,,CRULP
V\,0.0,,False,False,False,True,False,,CRULP
VF,0.0,,True,False,True,True,False,,CRULP
V_,0.0,,False,False,False,True,False,,CRULP
VQ,0.0,,True,False,False,True,False,,CRULP
VB,0.0,,True,False,True,False,False,,CRULP
Va,0.0,0.0,True,False,False,True,False,311.0,CRULP
V[,0.0,,False,False,False,True,False,,CRULP
V-,0.0,,False,False,False,True,False,,CRULP
Vc,0.0,0.0,True,False,False,False,False,1.0,CRULP
Vo,0.0,0.0,False,False,False,True,False,90.0,CRULP
V&,0.0,,False,False,False,True,False,,CRULP
V!,0.0,,True,False,False,True,False,,CRULP
V^,0.0,,False,False,False,True,False,,CRULP
V',0.0,0.0,False,False,False,True,False,1.0,CRULP
V8,0.0,,False,False,False,True,False,,CRULP
Vg,0.0,,True,False,True,True,False,,CRULP
Vi,0.0,0.0,False,False,False,True,False,143.0,CRULP
Vt,0.0,0.0,True,False,True,True,False,22.0,CRULP
Vj,0.0,0.0,False,False,False,True,False,7.0,CRULP
VS,0.0,0.0,True,False,False,True,False,1.0,CRULP
V},0.0,,False,False,False,True,False,,CRULP
Vp,0.0,0.0,False,False,False,True,False,4.0,CRULP
VG,0.0,,True,False,True,True,False,,CRULP
VC,0.0,,True,False,False,False,False,,CRULP
V*,0.0,,False,False,False,True,False,,CRULP
V],0.0,,False,False,False,True,False,,CRULP
Vu,0.0,,False,False,False,True,False,,CRULP
VA,0.0,0.0,True,False,False,True,False,3.0,CRULP
Vk,0.0,0.0,False,False,False,True,False,37.0,CRULP
V3,0.0,,True,False,False,True,False,,CRULP
Vq,0.0,0.0,True,False,False,True,False,4.0,CRULP
V|,0.0,,False,False,False,True,False,,CRULP
Vz,0.0,,True,False,False,False,False,,CRULP
V~,0.0,,True,False,False,True,False,,CRULP
Vl,0.0,0.0,False,False,False,True,False,20.0,CRULP
V/,0.0,,False,False,False,False,False,,CRULP
VP,0.0,,False,False,False,True,False,,CRULP
V$,0.0,,True,False,True,True,False,,CRULP
VJ,0.0,,False,False,False,True,False,,CRULP
VU,0.0,,False,False,False,True,False,,CRULP
Vy,0.0,0.0,False,False,False,True,False,1.0,CRULP
Vv,0.0,0.0,True,True,True,False,False,1.0,CRULP
V9,0.0,,False,False,False,True,False,,CRULP
VZ,0.0,0.0,True,False,False,False,False,1.0,CRULP
V2,0.0,,True,False,False,True,False,,CRULP
VL,0.0,,False,False,False,True,False,,CRULP
VW,0.0,,True,False,False,True,False,,CRULP
V%,0.0,,True,False,True,True,False,,CRULP
V>,0.0,,False,False,False,False,False,,CRULP
"V""",0.0,0.0,False,False,False,True,False,3.0,CRULP
VT,0.0,,True,False,True,True,False,,CRULP
Vn,0.0,0.0,False,False,False,False,False,9.0,CRULP
VV,0.0,,True,True,True,False,False,,CRULP
V7,0.0,,False,False,False,True,False,,CRULP
V@,0.0,,True,False,False,True,False,,CRULP
VE,0.0,,True,False,False,True,False,,CRULP
VD,0.0,,True,False,False,True,False,,CRULP
VM,0.0,,False,False,False,False,False,,CRULP
V`,0.0,,True,False,False,True,False,,CRULP
V.,0.0,,False,False,False,False,False,,CRULP
VI,0.0,,False,False,False,True,False,,CRULP
Vf,0.0,0.0,True,False,True,True,False,24.0,CRULP
VN,0.0,,False,False,False,False,False,,CRULP
VK,0.0,,False,False,False,True,False,,CRULP
V0,0.0,,False,False,False,True,False,,CRULP
Vr,0.0,0.0,True,False,True,True,False,169.0,CRULP
"V,",0.0,0.0,False,False,False,False,False,2.0,CRULP
Vb,0.0,0.0,True,False,True,False,False,7.0,CRULP
V;,0.0,,False,False,False,True,False,,CRULP
Vh,0.0,0.0,False,False,False,True,False,4.0,CRULP
VY,0.0,,False,False,False,True,False,,CRULP
7d,0.0,,False,False,False,True,True,,CRULP
7),0.0,,True,False,False,True,False,,CRULP
75,0.0,,False,False,False,True,False,,CRULP
7{,0.0,,True,False,False,True,True,,CRULP
74,0.0,,False,False,False,True,False,,CRULP
7s,0.0,,False,False,False,True,True,,CRULP
76,0.0,,True,False,True,True,False,,CRULP
71,0.0,,False,False,False,True,False,,CRULP
7X,0.0,,False,False,False,True,False,,CRULP
7(,0.0,,True,False,False,True,False,,CRULP
7e,0.0,,False,False,False,True,True,,CRULP
7<,0.0,,True,False,False,True,False,,CRULP
7w,0.0,,False,False,False,True,True,,CRULP
7x,0.0,,False,False,False,True,False,,CRULP
7+,0.0,,True,False,False,True,False,,CRULP
7H,0.0,,True,False,True,True,True,,CRULP
7#,0.0,,False,False,False,True,False,,CRULP
7m,0.0,,True,False,True,True,False,,CRULP
7?,0.0,,True,False,False,True,False,,CRULP
7=,0.0,,True,False,False,True,False,,CRULP
7R,0.0,,False,False,False,True,True,,CRULP
7O,0.0,,True,False,False,True,True,,CRULP
7:,0.0,,True,False,False,True,True,,CRULP
7\,0.0,,True,False,False,True,True,,CRULP
7F,0.0,,False,False,False,True,True,,CRULP
7_,0.0,,True,False,False,True,False,,CRULP
7Q,0.0,,False,False,False,True,True,,CRULP
7B,0.0,,False,False,False,True,False,,CRULP
7a,0.0,,False,False,False,True,True,,CRULP
7[,0.0,,True,False,False,True,True,,CRULP
7-,0.0,,True,False,False,True,False,,CRULP
7c,0.0,,False,False,False,True,False,,CRULP
7o,0.0,,True,False,False,True,True,,CRULP
7&,0.0,,True,True,True,True,False,,CRULP
7!,0.0,,False,False,False,True,False,,CRULP
7^,0.0,,True,False,True,True,False,,CRULP
7',0.0,,True,False,False,True,True,,CRULP
78,0.0,,True,False,False,True,False,,CRULP
7g,0.0,,False,False,False,True,True,,CRULP
7i,0.0,,True,False,False,True,True,,CRULP
7t,0.0,,False,False,False,True,True,,CRULP
7j,0.0,,True,False,True,True,True,,CRULP
7S,0.0,,False,False,False,True,True,,CRULP
7},0.0,,True,False,False,True,True,,CRULP
7p,0.0,,True,False,False,True,True,,CRULP
7G,0.0,,False,False,False,True,True,,CRULP
7C,0.0,,False,False,False,True,False,,CRULP
7*,0.0,,True,False,False,True,False,,CRULP
7],0.0,,True,False,False,True,True,,CRULP
7u,0.0,,True,False,True,True,True,,CRULP
7A,0.0,,False,False,False,True,True,,CRULP
7k,0.0,,True,False,False,True,True,,CRULP
73,0.0,,False,False,False,True,False,,CRULP
7q,0.0,,False,False,False,True,True,,CRULP
7|,0.0,,True,False,False,True,True,,CRULP
7z,0.0,,False,False,False,True,False,,CRULP
7~,0.0,,False,False,False,True,False,,CRULP
7l,0.0,,True,False,False,True,True,,CRULP
7/,0.0,,True,False,False,True,False,,CRULP
7P,0.0,,True,False,False,True,True,,CRULP
7$,0.0,,False,False,False,True,False,,CRULP
7J,0.0,,True,False,True,True,True,,CRULP
7U,0.0,,True,False,True,True,True,,CRULP
7y,0.0,,True,False,True,True,True,,CRULP
7v,0.0,,False,False,False,True,False,,CRULP
79,0.0,,True,False,False,True,False,,CRULP
7Z,0.0,,False,False,False,True,False,,CRULP
72,0.0,,False,False,False,True,False,,CRULP
7L,0.0,,True,False,False,True,True,,CRULP
7W,0.0,,False,False,False,True,True,,CRULP
7%,0.0,,False,False,False,True,False,,CRULP
7>,0.0,,True,False,False,True,False,,CRULP
"7""",0.0,,True,False,False,True,True,,CRULP
7T,0.0,,False,False,False,True,True,,CRULP
7n,0.0,,True,False,True,True,False,,CRULP
7V,0.0,,False,False,False,True,False,,CRULP
77,0.0,,True,True,True,True,False,,CRULP
7@,0.0,,False,False,False,True,False,,CRULP
7E,0.0,,False,False,False,True,True,,CRULP
7D,0.0,,False,False,False,True,True,,CRULP
7M,0.0,,True,False,True,True,False,,CRULP
7`,0.0,,False,False,False,True,False,,CRULP
7.,0.0,,True,False,False,True,False,,CRULP
7I,0.0,,True,False,False,True,True,,CRULP
7f,0.0,,False,False,False,True,True,,CRULP
7N,0.0,,True,False,True,True,False,,CRULP
7K,0.0,,True,False,False,True,True,,CRULP
70,0.0,,True,False,False,True,False,,CRULP
7r,0.0,,False,False,False,True,True,,CRULP
"7,",0.0,,True,False,False,True,False,,CRULP
7b,0.0,,False,False,False,True,False,,CRULP
7;,0.0,,True,False,False,True,True,,CRULP
7h,0.0,,True,False,True,True,True,,CRULP
7Y,0.0,,True,False,True,True,True,,CRULP
@d,0.0,0.0,True,False,False,True,True,1.0,CRULP
@),0.0,0.0,False,False,False,True,False,259.0,CRULP
@5,0.0,,True,False,False,True,False,,CRULP
@{,0.0,,False,False,False,True,True,,CRULP
@4,0.0,,True,False,False,True,False,,CRULP
@s,0.0,0.0,True,False,True,True,True,19.0,CRULP
@6,0.0,,False,False,False,True,False,,CRULP
@1,0.0,,True,False,False,True,False,,CRULP
@X,0.0,,True,False,True,True,False,,CRULP
@(,0.0,0.0,False,False,False,True,False,25.0,CRULP
@e,0.0,0.0,True,False,False,True,True,3.0,CRULP
@<,0.0,,False,False,False,True,False,,CRULP
@w,0.0,0.0,True,False,True,True,True,1.0,CRULP
@x,0.0,,True,False,True,True,False,,CRULP
@+,0.0,,False,False,False,True,False,,CRULP
@H,0.0,0.0,False,False,False,True,True,14.0,CRULP
@#,0.0,0.0,True,False,False,True,False,25.0,CRULP
@m,0.0,0.0,False,False,False,True,False,17.0,CRULP
@?,0.0,,False,False,False,True,False,,CRULP
@=,0.0,,False,False,False,True,False,,CRULP
@R,0.0,,True,False,False,True,True,,CRULP
@O,0.0,,False,False,False,True,True,,CRULP
@:,0.0,0.0,False,False,False,True,True,2.0,CRULP
@\,0.0,,False,False,False,True,True,,CRULP
@F,0.0,,True,False,False,True,True,,CRULP
@_,0.0,,False,False,False,True,False,,CRULP
@Q,0.0,,True,False,False,True,True,,CRULP
@B,0.0,,True,False,False,True,False,,CRULP
@a,0.0,0.0,True,False,False,True,True,14.0,CRULP
@[,0.0,,False,False,False,True,True,,CRULP
@-,0.0,0.0,False,False,False,True,False,1.0,CRULP
@c,0.0,,True,False,False,True,False,,CRULP
@o,0.0,0.0,False,False,False,True,True,3.0,CRULP
@&,0.0,0.0,False,False,False,True,False,26.0,CRULP
@!,0.0,0.0,True,False,False,True,False,40.0,CRULP
@^,0.0,0.0,False,False,False,True,False,31.0,CRULP
@',0.0,,False,False,False,True,True,,CRULP
@8,0.0,,False,False,False,True,False,,CRULP
@g,0.0,0.0,True,False,False,True,True,1.0,CRULP
@i,0.0,0.0,False,False,False,True,True,1.0,CRULP
@t,0.0,0.0,True,False,False,True,True,2.0,CRULP
@j,0.0,0.0,False,False,False,True,True,7.0,CRULP
@S,0.0,0.0,True,False,True,True,True,3.0,CRULP
@},0.0,,False,False,False,True,True,,CRULP
@p,0.0,0.0,False,False,False,True,True,1.0,CRULP
@G,0.0,,True,False,False,True,True,,CRULP
@C,0.0,0.0,True,False,False,True,False,1.0,CRULP
@*,0.0,0.0,False,False,False,True,False,27.0,CRULP
@],0.0,,False,False,False,True,True,,CRULP
@u,0.0,0.0,False,False,False,True,True,69.0,CRULP
@A,0.0,0.0,True,False,False,True,True,4.0,CRULP
@k,0.0,0.0,False,False,False,True,True,9.0,CRULP
@3,0.0,,True,False,False,True,False,,CRULP
@q,0.0,0.0,True,False,False,True,True,2.0,CRULP
@|,0.0,,False,False,False,True,True,,CRULP
@z,0.0,,True,False,False,True,False,,CRULP
@~,0.0,,True,False,False,True,False,,CRULP
@l,0.0,,False,False,False,True,True,,CRULP
@/,0.0,0.0,False,False,False,True,False,1.0,CRULP
@P,0.0,,False,False,False,True,True,,CRULP
@$,0.0,0.0,True,False,False,True,False,31.0,CRULP
@J,0.0,,False,False,False,True,True,,CRULP
@U,0.0,,False,False,False,True,True,,CRULP
@y,0.0,,False,False,False,True,True,,CRULP
@v,0.0,0.0,True,False,False,True,False,2.0,CRULP
@9,0.0,,False,False,False,True,False,,CRULP
@Z,0.0,0.0,True,False,False,True,False,1.0,CRULP
@2,0.0,,True,True,True,True,False,,CRULP
@L,0.0,,False,False,False,True,True,,CRULP
@W,0.0,,True,False,True,True,True,,CRULP
@%,0.0,0.0,True,False,False,True,False,29.0,CRULP
@>,0.0,,False,False,False,True,False,,CRULP
"@""",0.0,0.0,False,False,False,True,True,1.0,CRULP
@T,0.0,,True,False,False,True,True,,CRULP
@n,0.0,0.0,False,False,False,True,False,1.0,CRULP
@V,0.0,,True,False,False,True,False,,CRULP
@7,0.0,,False,False,False,True,False,,CRULP
@@,0.0,0.0,True,True,True,True,False,39.0,CRULP
@E,0.0,,True,False,False,True,True,,CRULP
@D,0.0,,True,False,False,True,True,,CRULP
@M,0.0,,False,False,False,True,False,,CRULP
@`,0.0,,True,False,False,True,False,,CRULP
@.,0.0,0.0,False,False,False,True,False,6.0,CRULP
@I,0.0,,False,False,False,True,True,,CRULP
@f,0.0,0.0,True,False,False,True,True,5.0,CRULP
@N,0.0,,False,False,False,True,False,,CRULP
@K,0.0,,False,False,False,True,True,,CRULP
@0,0.0,,False,False,False,True,False,,CRULP
@r,0.0,0.0,True,False,False,True,True,3.0,CRULP
"@,",0.0,0.0,False,False,False,True,False,10.0,CRULP
@b,0.0,0.0,True,False,False,True,False,5.0,CRULP
@;,0.0,,False,False,False,True,True,,CRULP
@h,0.0,,False,False,False,True,True,,CRULP
@Y,0.0,,False,False,False,True,True,,CRULP
Ed,0.0,,True,False,True,True,True,,CRULP
E),0.0,,False,False,False,True,True,,CRULP
E5,0.0,,True,False,False,True,True,,CRULP
E{,0.0,,False,False,False,True,False,,CRULP
E4,0.0,,True,False,False,True,True,,CRULP
Es,0.0,,True,False,False,True,True,,CRULP
E6,0.0,,False,False,False,True,True,,CRULP
E1,0.0,,True,False,False,True,True,,CRULP
EX,0.0,,True,False,False,True,False,,CRULP
E(,0.0,,False,False,False,True,True,,CRULP
Ee,0.0,,True,True,True,True,False,,CRULP
E<,0.0,,False,False,False,True,False,,CRULP
Ew,0.0,,True,False,False,True,False,,CRULP
Ex,0.0,,True,False,False,True,False,,CRULP
E+,0.0,,False,False,False,True,True,,CRULP
EH,0.0,,False,False,False,True,True,,CRULP
E#,0.0,,True,False,True,True,True,,CRULP
Em,0.0,,False,False,False,True,False,,CRULP
E?,0.0,,False,False,False,True,False,,CRULP
E=,0.0,,False,False,False,True,True,,CRULP
ER,0.0,,True,False,False,True,False,,CRULP
EO,0.0,,False,False,False,True,False,,CRULP
E:,0.0,,False,False,False,True,True,,CRULP
E\,0.0,,False,False,False,True,False,,CRULP
EF,0.0,,True,False,False,True,True,,CRULP
E_,0.0,,False,False,False,True,True,,CRULP
EQ,0.0,,True,False,False,True,False,,CRULP
EB,0.0,,True,False,False,True,False,,CRULP
Ea,0.0,,True,False,False,True,True,,CRULP
E[,0.0,,False,False,False,True,False,,CRULP
E-,0.0,,False,False,False,True,True,,CRULP
Ec,0.0,,True,False,True,True,False,,CRULP
Eo,0.0,,False,False,False,True,False,,CRULP
E&,0.0,,False,False,False,True,True,,CRULP
E!,0.0,,True,False,False,True,True,,CRULP
E^,0.0,,False,False,False,True,True,,CRULP
E',0.0,,False,False,False,True,True,,CRULP
E8,0.0,,False,False,False,True,True,,CRULP
Eg,0.0,,True,False,False,True,True,,CRULP
Ei,0.0,,False,False,False,True,False,,CRULP
Et,0.0,,True,False,False,True,False,,CRULP
Ej,0.0,,False,False,False,True,True,,CRULP
ES,0.0,,True,False,False,True,True,,CRULP
E},0.0,,False,False,False,True,False,,CRULP
Ep,0.0,,False,False,False,True,False,,CRULP
EG,0.0,,True,False,False,True,True,,CRULP
EC,0.0,,True,False,True,True,False,,CRULP
E*,0.0,,False,False,False,True,True,,CRULP
E],0.0,,False,False,False,True,False,,CRULP
Eu,0.0,,False,False,False,True,False,,CRULP
EA,0.0,,True,False,False,True,True,,CRULP
Ek,0.0,,False,False,False,True,True,,CRULP
E3,0.0,,True,False,True,True,True,,CRULP
Eq,0.0,,True,False,False,True,False,,CRULP
E|,0.0,,False,False,False,True,False,,CRULP
Ez,0.0,,True,False,False,True,False,,CRULP
E~,0.0,,True,False,False,True,True,,CRULP
El,0.0,,False,False,False,True,True,,CRULP
E/,0.0,,False,False,False,True,False,,CRULP
EP,0.0,,False,False,False,True,False,,CRULP
E$,0.0,,True,False,False,True,True,,CRULP
EJ,0.0,,False,False,False,True,True,,CRULP
EU,0.0,,False,False,False,True,False,,CRULP
Ey,0.0,,False,False,False,True,False,,CRULP
Ev,0.0,,True,False,False,True,False,,CRULP
E9,0.0,,False,False,False,True,True,,CRULP
EZ,0.0,,True,False,False,True,False,,CRULP
E2,0.0,,True,False,False,True,True,,CRULP
EL,0.0,,False,False,False,True,True,,CRULP
EW,0.0,,True,False,False,True,False,,CRULP
E%,0.0,,True,False,False,True,True,,CRULP
E>,0.0,,False,False,False,True,False,,CRULP
"E""",0.0,,False,False,False,True,True,,CRULP
ET,0.0,,True,False,False,True,False,,CRULP
En,0.0,,False,False,False,True,False,,CRULP
EV,0.0,,True,False,False,True,False,,CRULP
E7,0.0,,False,False,False,True,True,,CRULP
E@,0.0,,True,False,False,True,True,,CRULP
EE,0.0,,True,True,True,True,False,,CRULP
ED,0.0,,True,False,True,True,True,,CRULP
EM,0.0,,False,False,False,True,False,,CRULP
E`,0.0,,True,False,False,True,True,,CRULP
E.,0.0,,False,False,False,True,False,,CRULP
EI,0.0,,False,False,False,True,False,,CRULP
Ef,0.0,,True,False,False,True,True,,CRULP
EN,0.0,,False,False,False,True,False,,CRULP
EK,0.0,,False,False,False,True,True,,CRULP
E0,0.0,,False,False,False,True,True,,CRULP
Er,0.0,,True,False,False,True,False,,CRULP
"E,",0.0,,False,False,False,True,False,,CRULP
Eb,0.0,,True,False,False,True,False,,CRULP
E;,0.0,,False,False,False,True,True,,CRULP
Eh,0.0,,False,False,False,True,True,,CRULP
EY,0.0,,False,False,False,True,False,,CRULP
Dd,0.0,0.0,True,True,True,True,False,2.0,CRULP
D),0.0,,False,False,False,True,True,,CRULP
D5,0.0,,True,False,False,True,True,,CRULP
D{,0.0,,False,False,False,True,True,,CRULP
D4,0.0,,True,False,False,True,True,,CRULP
Ds,0.0,0.0,True,False,False,True,False,48.0,CRULP
D6,0.0,,False,False,False,True,True,,CRULP
D1,0.0,,True,False,False,True,True,,CRULP
DX,0.0,,True,False,False,True,False,,CRULP
D(,0.0,,False,False,False,True,True,,CRULP
De,0.0,0.0,True,False,True,True,True,1.0,CRULP
D<,0.0,,False,False,False,True,False,,CRULP
Dw,0.0,0.0,True,False,False,True,True,103.0,CRULP
Dx,0.0,0.0,True,False,False,True,False,10.0,CRULP
D+,0.0,,False,False,False,True,True,,CRULP
DH,0.0,0.0,False,False,False,True,False,47.0,CRULP
D#,0.0,,True,False,True,True,True,,CRULP
Dm,0.0,0.0,False,False,False,True,False,81.0,CRULP
D?,0.0,,False,False,False,True,False,,CRULP
D=,0.0,,False,False,False,True,True,,CRULP
DR,0.0,,True,False,False,True,True,,CRULP
DO,0.0,,False,False,False,True,True,,CRULP
D:,0.0,0.0,False,False,False,True,False,1.0,CRULP
D\,0.0,,False,False,False,True,True,,CRULP
DF,0.0,,True,False,False,True,False,,CRULP
D_,0.0,,False,False,False,True,True,,CRULP
DQ,0.0,,True,False,False,True,True,,CRULP
DB,0.0,,True,False,False,True,False,,CRULP
Da,0.0,0.0,True,False,False,True,False,337.0,CRULP
D[,0.0,,False,False,False,True,True,,CRULP
D-,0.0,,False,False,False,True,True,,CRULP
Dc,0.0,0.0,True,False,True,True,False,8.0,CRULP
Do,0.0,0.0,False,False,False,True,True,35.0,CRULP
D&,0.0,,False,False,False,True,True,,CRULP
D!,0.0,0.0,True,False,False,True,True,2.0,CRULP
D^,0.0,,False,False,False,True,True,,CRULP
D',0.0,,False,False,False,True,False,,CRULP
D8,0.0,,False,False,False,True,True,,CRULP
Dg,0.0,0.0,True,False,False,True,False,37.0,CRULP
Di,0.0,0.0,False,False,False,True,True,429.0,CRULP
Dt,0.0,0.0,True,False,False,True,True,13.0,CRULP
Dj,0.0,0.0,False,False,False,True,False,11.0,CRULP
DS,0.0,0.0,True,False,False,True,False,1.0,CRULP
D},0.0,,False,False,False,True,True,,CRULP
Dp,0.0,0.0,False,False,False,True,True,25.0,CRULP
DG,0.0,0.0,True,False,False,True,False,2.0,CRULP
DC,0.0,,True,False,True,True,False,,CRULP
D*,0.0,,False,False,False,True,True,,CRULP
D],0.0,,False,False,False,True,True,,CRULP
Du,0.0,,False,False,False,True,True,,CRULP
DA,0.0,0.0,True,False,False,True,False,12.0,CRULP
Dk,0.0,0.0,False,False,False,True,False,123.0,CRULP
D3,0.0,,True,False,True,True,True,,CRULP
Dq,0.0,0.0,True,False,False,True,True,4.0,CRULP
D|,0.0,,False,False,False,True,True,,CRULP
Dz,0.0,0.0,True,False,False,True,False,29.0,CRULP
D~,0.0,,True,False,False,True,True,,CRULP
Dl,0.0,0.0,False,False,False,True,False,25.0,CRULP
D/,0.0,,False,False,False,True,False,,CRULP
DP,0.0,,False,False,False,True,True,,CRULP
D$,0.0,,True,False,False,True,True,,CRULP
DJ,0.0,,False,False,False,True,False,,CRULP
DU,0.0,,False,False,False,True,True,,CRULP
Dy,0.0,0.0,False,False,False,True,True,34.0,CRULP
Dv,0.0,,True,False,False,True,False,,CRULP
D9,0.0,,False,False,False,True,True,,CRULP
DZ,0.0,,True,False,False,True,False,,CRULP
D2,0.0,,True,False,False,True,True,,CRULP
DL,0.0,,False,False,False,True,False,,CRULP
DW,0.0,,True,False,False,True,True,,CRULP
D%,0.0,,True,False,False,True,True,,CRULP
D>,0.0,,False,False,False,True,False,,CRULP
"D""",0.0,0.0,False,False,False,True,False,4.0,CRULP
DT,0.0,0.0,True,False,False,True,True,12.0,CRULP
Dn,0.0,0.0,False,False,False,True,False,57.0,CRULP
DV,0.0,,True,False,False,True,False,,CRULP
D7,0.0,,False,False,False,True,True,,CRULP
D@,0.0,0.0,True,False,False,True,True,1.0,CRULP
DE,0.0,,True,False,True,True,True,,CRULP
DD,0.0,0.0,True,True,True,True,False,4.0,CRULP
DM,0.0,,False,False,False,True,False,,CRULP
D`,0.0,,True,False,False,True,True,,CRULP
D.,0.0,0.0,False,False,False,True,False,2.0,CRULP
DI,0.0,,False,False,False,True,True,,CRULP
Df,0.0,0.0,True,False,False,True,False,10.0,CRULP
DN,0.0,,False,False,False,True,False,,CRULP
DK,0.0,0.0,False,False,False,True,False,1.0,CRULP
D0,0.0,,False,False,False,True,True,,CRULP
Dr,0.0,0.0,True,False,False,True,True,161.0,CRULP
"D,",0.0,0.0,False,False,False,True,False,42.0,CRULP
Db,0.0,0.0,True,False,False,True,False,15.0,CRULP
D;,0.0,0.0,False,False,False,True,False,4.0,CRULP
Dh,0.0,,False,False,False,True,False,,CRULP
DY,0.0,,False,False,False,True,True,,CRULP
Md,0.0,,False,False,False,True,False,,CRULP
M),0.0,,True,False,False,True,False,,CRULP
M5,0.0,,False,False,False,True,False,,CRULP
M{,0.0,,True,False,False,True,False,,CRULP
M4,0.0,,False,False,False,True,False,,CRULP
Ms,0.0,,False,False,False,True,False,,CRULP
M6,0.0,,True,False,True,True,False,,CRULP
M1,0.0,,False,False,False,True,False,,CRULP
MX,0.0,,False,False,False,False,False,,CRULP
M(,0.0,,True,False,False,True,False,,CRULP
Me,0.0,,False,False,False,True,False,,CRULP
