,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
|l,1,0,0,0,0,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.038,0.0,0.0,1,CRULP
|f,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,0.038,6.05448776280647,0.0,0.0,0.0,6,CRULP
|;,1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.092487762806471,0.0,0.0,0.0,0,CRULP
|i,1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.0,1.9208170383762733,0.0,4,CRULP
|6,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.0,0.0,4.916332194510744,0,CRULP
|p,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.151000000000001,0.0,0.0,0.0,28,CRULP
|c,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,2.1287534527055074,0.0,6.05448776280647,0.0,0.0,0.0,3,CRULP
"|,",1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.0,2.1287534527055074,0.0,1,CRULP
|V,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,10.96748776280647,0.0,0.0,0.0,0,CRULP
|9,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,3.9833295172900325,0.0,0.0,0,CRULP
|J,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6.05448776280647,0.0,0.0,0.038,0,CRULP
|N,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6.05448776280647,0.0,0.0,2.139933633585989,0,CRULP
|3,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,6.05448776280647,0.0,0.0,0.0,0,CRULP
|e,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,6.05448776280647,0.0,0.0,0.0,7,CRULP
|(,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,6.05448776280647,3.9833295172900325,0.0,0.0,4,CRULP
|u,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.0,0.0,1.9208170383762733,0,CRULP
|\,1,1,1,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
|',1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.347416626834709,0.0,0.0,0.0,0,CRULP
|G,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,1.913,10.96748776280647,0.0,0.0,0.0,2,CRULP
|w,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,6.05448776280647,0.0,0.0,0.0,1,CRULP
|r,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.9208170383762733,6.05448776280647,0.0,0.0,0.0,9,CRULP
|x,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,6.05448776280647,0.0,0.0,0.0,6,CRULP
|H,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,6.05448776280647,0.0,0.0,1.913,0,CRULP
|F,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,0.038,10.96748776280647,0.0,0.0,0.0,0,CRULP
|#,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,10.96748776280647,0.0,0.0,0.0,10,CRULP
|?,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.151822989521667,0.0,0.0,0.0,0,CRULP
+b,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,4.265957544725349,0.0,0.0,0.0,16,CRULP
+],1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.416005341874244,0.0,0.0,0.0,0,CRULP
+a,0,0,0,0,0,1,0,0,0,0,0,0,0,2.85415136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.0,61,CRULP
+K,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.038,0.0,5,CRULP
+j,1,0,0,0,0,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.038,11,CRULP
+@,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,3.975162683964177,0.0,0.0,9.17895754472535,0.0,0.0,0.0,5,CRULP
+M,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.1287534527055074,0,CRULP
+{,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.01023111338847,0.0,0.0,0.0,0,CRULP
+~,0,0,0,1,0,1,0,0,0,1,0,0,0,7.732483558277664,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+y,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.9316352569043667,4,CRULP
+5,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,3.80711793394688,4.265957544725349,0.0,0.0,0.0,0,CRULP
+:,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.303957544725349,0.0,0.0,0.0,0,CRULP
+D,0,0,0,0,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,0.038,0.0,9.17895754472535,0.0,0.0,0.0,3,CRULP
+`,0,0,0,1,0,1,0,0,0,0,0,0,0,7.732483558277664,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.0,0,CRULP
+1,0,0,0,1,0,1,0,0,0,0,0,0,0,6.791314047731097,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.0,0,CRULP
+Y,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.9316352569043667,0,CRULP
+C,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,2.1287534527055074,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+},1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.416005341874244,0.0,0.0,0.0,0,CRULP
+),1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.351,0.0,0.0,0.0,3,CRULP
+<,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.265957544725349,0.0,2.1287534527055074,0.0,0,CRULP
+-,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.4760000000000002,0.0,0.0,0.0,0,CRULP
+W,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+%,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.80711793394688,9.17895754472535,0.0,0.0,0.0,4,CRULP
+>,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,4.265957544725349,2.1287534527055074,0.0,0.0,0,CRULP
+=,1,1,1,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
+^,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,4.916332194510744,2,CRULP
+k,1,0,0,0,0,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.038,0.0,20,CRULP
+0,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.351,0.0,0.0,0.0,0,CRULP
+R,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,1.9208170383762733,9.17895754472535,0.0,0.0,0.0,0,CRULP
+.,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,2.1287534527055074,0.0,0.0,0,CRULP
+d,0,0,0,0,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,0.038,0.0,4.265957544725349,0.0,0.0,0.0,14,CRULP
+A,0,0,0,0,0,1,0,0,0,1,0,0,0,2.85415136376692,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,12,CRULP
+$,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,9.17895754472535,0.0,0.0,0.0,3,CRULP
+L,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,4.265957544725349,0.038,0.0,0.0,0,CRULP
+X,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+/,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,5.778247363978522,0.0,0.0,0.0,0,CRULP
+m,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.1287534527055074,36,CRULP
+o,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,1.9208170383762733,0.0,0.0,27,CRULP
+U,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,1.9208170383762733,5,CRULP
+&,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,3.975162683964177,0,CRULP
+g,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.913,4.265957544725349,0.0,0.0,0.0,9,CRULP
+4,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,4.265957544725349,0.0,0.0,0.0,0,CRULP
+[,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.01023111338847,0.0,0.0,0.0,0,CRULP
+n,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.139933633585989,17,CRULP
+O,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,4.265957544725349,1.9208170383762733,0.0,0.0,0,CRULP
+8,1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,3.975162683964177,0.0,0,CRULP
+|,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.246281765060966,0.0,0.0,0.0,0,CRULP
++,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
+t,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,4.265957544725349,0.0,0.0,0.0,5,CRULP
+*,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.265957544725349,0.0,3.975162683964177,0.0,1,CRULP
+h,1,0,0,0,0,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,1.913,2,CRULP
+z,0,0,0,1,0,1,0,0,0,0,0,0,0,4.944904816472428,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.0,6,CRULP
+B,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,9.17895754472535,0.0,0.0,0.0,0,CRULP
+P,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.08234745164294,0.0,0.0,0.0,0,CRULP
+Z,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+v,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,4.265957544725349,0.0,0.0,0.0,1,CRULP
+E,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+s,0,0,0,0,0,0,1,0,0,0,0,0,0,2.81615136376692,0.038,0.0,0.0,4.265957544725349,0.0,0.0,0.0,24,CRULP
+S,0,0,0,0,0,0,1,0,0,1,0,0,0,2.81615136376692,0.038,0.0,0.0,9.17895754472535,0.0,0.0,0.0,4,CRULP
+!,0,0,0,1,0,1,0,0,0,1,0,0,0,6.791314047731097,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,4,CRULP
+Q,0,0,0,1,0,1,0,0,0,1,0,0,0,4.7369684021431935,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
+2,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,3.975162683964177,0.0,0.0,4.265957544725349,0.0,0.0,0.0,0,CRULP
+T,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,9.17895754472535,0.0,0.0,0.0,5,CRULP
+7,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,3.975162683964177,0,CRULP
+I,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4.265957544725349,0.0,1.9208170383762733,0.0,0,CRULP
"+""",1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.8030967253346133,0.0,0.0,0.0,3,CRULP
+_,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.4760000000000002,0.0,0.0,0.0,0,CRULP
+q,0,0,0,1,0,1,0,0,0,0,0,0,0,4.7369684021431935,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.0,6,CRULP
+l,1,0,0,0,0,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.038,0.0,0.0,20,CRULP
+f,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,0.038,4.265957544725349,0.0,0.0,0.0,19,CRULP
+;,1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.303957544725349,0.0,0.0,0.0,1,CRULP
+i,1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,1.9208170383762733,0.0,14,CRULP
+6,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,4.916332194510744,0,CRULP
+p,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.08234745164294,0.0,0.0,0.0,23,CRULP
+c,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,2.1287534527055074,0.0,4.265957544725349,0.0,0.0,0.0,11,CRULP
"+,",1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,2.1287534527055074,0.0,0,CRULP
+V,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,9.17895754472535,0.0,0.0,0.0,0,CRULP
+9,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,3.9833295172900325,0.0,0.0,0,CRULP
+J,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,0.038,0,CRULP
+N,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,2.139933633585989,0,CRULP
+3,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,4.265957544725349,0.0,0.0,0.0,0,CRULP
+e,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,4.265957544725349,0.0,0.0,0.0,31,CRULP
+(,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,4.265957544725349,3.9833295172900325,0.0,0.0,2,CRULP
+u,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,4.265957544725349,0.0,0.0,1.9208170383762733,0,CRULP
+\,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.246281765060966,0.0,0.0,0.0,0,CRULP
+',1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.8030967253346133,0.0,0.0,0.0,0,CRULP
+G,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,1.913,9.17895754472535,0.0,0.0,0.0,1,CRULP
+w,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,4.265957544725349,0.0,0.0,0.0,4,CRULP
+r,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.9208170383762733,4.265957544725349,0.0,0.0,0.0,17,CRULP
+x,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,4.265957544725349,0.0,0.0,0.0,9,CRULP
+H,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,1.913,2,CRULP
+F,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,0.038,9.17895754472535,0.0,0.0,0.0,0,CRULP
+#,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,9.17895754472535,0.0,0.0,0.0,2,CRULP
+?,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,5.778247363978522,0.0,0.0,0.0,0,CRULP
tb,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,0.0,34762,CRULP
t],0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,3.908723446592381,0.0,0.0,0.0,9,CRULP
ta,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.0,205456,CRULP
tK,0,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.038,0.0,16835,CRULP
tj,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.038,14399,CRULP
t@,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,2.435524765252697,4.913,0.0,0.0,0.0,1609,CRULP
tM,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.0,2.1287534527055074,0,CRULP
t{,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,2.435524765252697,0.0,0.0,0.0,0,CRULP
t~,1,0,0,1,1,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,2.435524765252697,4.913,0.0,0.0,0.0,0,CRULP
ty,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.0,2.9316352569043667,86546,CRULP
t5,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,0.0,0,CRULP
t:,0,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,0.038,0.0,0.0,0.0,999,CRULP
tD,1,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.038,2.435524765252697,4.913,0.0,0.0,0.0,477,CRULP
t`,1,0,0,1,1,1,0,0,0,0,0,0,0,4.916332194510744,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.0,0,CRULP
t1,1,0,0,1,1,1,0,0,0,0,0,0,0,3.975162683964177,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.0,0,CRULP
tY,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.0,2.9316352569043667,0,CRULP
tC,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,2.1287534527055074,2.435524765252697,4.913,0.0,0.0,0.0,296,CRULP
t},0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,3.908723446592381,0.0,0.0,0.0,0,CRULP
t),0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,3.975162683964177,0.0,0.0,0.0,14,CRULP
t<,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,2.1287534527055074,0.0,0,CRULP
t-,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,3.8110127219504575,0.0,0.0,0.0,713,CRULP
tW,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,2.435524765252697,4.913,0.0,0.0,0.0,0,CRULP
t%,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.177933633585989,4.913,0.0,0.0,0.0,714,CRULP
t>,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,2.1287534527055074,0.0,0.0,0,CRULP
t=,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,4.265957544725349,0.0,0.0,0.0,0,CRULP
t^,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.0,4.916332194510744,587,CRULP
tk,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.038,0.0,92919,CRULP
t0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,3.975162683964177,0.0,0.0,0.0,0,CRULP
tR,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.951,4.913,0.0,0.0,0.0,507,CRULP
t.,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.435524765252697,0.0,2.1287534527055074,0.0,0.0,474,CRULP
td,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038,2.435524765252697,0.0,0.0,0.0,0.0,12705,CRULP
tA,1,0,0,0,0,1,0,0,0,1,0,0,0,0.038,0.0,0.0,2.435524765252697,4.913,0.0,0.0,0.0,3679,CRULP
t$,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.445810825550894,4.913,0.0,0.0,0.0,694,CRULP
tL,0,0,0,0,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.038,0.0,0.0,4,CRULP
tX,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,2.435524765252697,4.913,0.0,0.0,0.0,1,CRULP
t/,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,2.1287534527055074,0.0,0.0,0.0,150,CRULP
tm,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.0,2.1287534527055074,74707,CRULP
to,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,2.435524765252697,0.0,1.9208170383762733,0.0,0.0,55703,CRULP
tU,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.0,1.9208170383762733,362,CRULP
t&,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,0.0,3.975162683964177,513,CRULP
tg,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.9588170383762733,0.0,0.0,0.0,0.0,6381,CRULP
t4,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0.0,0,CRULP
t[,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.435524765252697,2.435524765252697,0.0,0.0,0.0,14,CRULP
tn,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.0,2.139933633585989,44453,CRULP
tO,0,0,0,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,1.9208170383762733,0.0,0.0,1,CRULP
t8,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2.435524765252697,0.0,0.0,3.975162683964177,0.0,0,CRULP
t|,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,6.05448776280647,0.0,0.0,0.0,21,CRULP
t+,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,4.265957544725349,0.0,0.0,0.0,26,CRULP
tt,1,1,1,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,10282,CRULP
t*,0,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.435524765252697,0.0,0.0,3.975162683964177,0.0,445,CRULP
th,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.435524765252697,0.0,0.0,0.0,1.913,22843,CRULP
tz,1,0,0,1,1,1,0,0,0,0,0,0,0,2.1287534527055074,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.0,2568,CRULP
tB,1,1,0,1,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,4.013162683964177,4.913,0.0,0.0,0.0,0,CRULP
tP,0,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,1.9208170383762733,0.0,0.0,0.0,0,CRULP
tZ,1,0,0,1,1,1,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,2.435524765252697,4.913,0.0,0.0,0.0,1409,CRULP
tv,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.8490127219504573,0.0,0.0,0.0,0.0,780,CRULP
tE,1,0,0,1,1,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,2.435524765252697,4.913,0.0,0.0,0.0,0,CRULP
ts,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.038,0.0,2.435524765252697,0.0,0.0,0.0,0.0,21213,CRULP
tS,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.038,0.0,2.435524765252697,4.913,0.0,0.0,0.0,13503,CRULP
