,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
P},1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.8259999999999996,0.0,0.0,0.0,0,CRULP
P),1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,0,CRULP
P<,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.1287534527055074,0.0,0,CRULP
P-,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,0,CRULP
PW,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P%,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.80711793394688,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P>,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,0.0,0,CRULP
P=,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.08234745164294,0.0,0.0,0.0,0,CRULP
P^,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,4.916332194510744,0,CRULP
Pk,1,0,0,0,0,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.038,0.0,0,CRULP
P0,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,0,CRULP
PR,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,1.9208170383762733,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P.,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,0.0,0,CRULP
Pd,0,0,0,0,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,0.038,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PA,0,0,0,0,0,1,0,0,0,1,0,0,0,2.85415136376692,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P$,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,6.8338170383762735,0.0,0.0,0.0,0,CRULP
PL,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.9208170383762733,0.038,0.0,0.0,0,CRULP
PX,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P/,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,0,CRULP
Pm,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,2.1287534527055074,0,CRULP
Po,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0.0,0,CRULP
PU,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,1.9208170383762733,0,CRULP
P&,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,3.975162683964177,0,CRULP
Pg,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.913,1.9208170383762733,0.0,0.0,0.0,0,CRULP
P4,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,1.9208170383762733,0.0,0.0,0.0,0,CRULP
P[,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.951,0.0,0.0,0.0,0,CRULP
Pn,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,2.139933633585989,0,CRULP
PO,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0.0,0,CRULP
P8,1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,0.0,0,CRULP
P|,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.151000000000001,0.0,0.0,0.0,0,CRULP
P+,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.08234745164294,0.0,0.0,0.0,0,CRULP
Pt,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,1.9208170383762733,0.0,0.0,0.0,0,CRULP
P*,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,0.0,0,CRULP
Ph,1,0,0,0,0,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,1.913,0,CRULP
Pz,0,0,0,1,0,1,0,0,0,0,0,0,0,4.944904816472428,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PB,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.4078108255508943,6.8338170383762735,0.0,0.0,0.0,0,CRULP
PP,1,1,1,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
PZ,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
Pv,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PE,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
Ps,0,0,0,0,0,0,1,0,0,0,0,0,0,2.81615136376692,0.038,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PS,0,0,0,0,0,0,1,0,0,1,0,0,0,2.81615136376692,0.038,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P!,0,0,0,1,0,1,0,0,0,1,0,0,0,6.791314047731097,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
PQ,0,0,0,1,0,1,0,0,0,1,0,0,0,4.7369684021431935,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P2,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,3.975162683964177,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PT,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P7,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,3.975162683964177,0,CRULP
PI,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,1.9208170383762733,0.0,0,CRULP
"P""",1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.9696352569043665,0.0,0.0,0.0,0,CRULP
P_,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0.0,0,CRULP
Pq,0,0,0,1,0,1,0,0,0,0,0,0,0,4.7369684021431935,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
Pl,1,0,0,0,0,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.038,0.0,0.0,0,CRULP
Pf,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,0.038,1.9208170383762733,0.0,0.0,0.0,0,CRULP
P;,1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.9588170383762733,0.0,0.0,0.0,0,CRULP
Pi,1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,1.9208170383762733,0.0,0,CRULP
P6,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,4.916332194510744,0,CRULP
Pp,1,1,1,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
Pc,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
"P,",1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,2.1287534527055074,0.0,0,CRULP
PV,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P9,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,3.9833295172900325,0.0,0.0,0,CRULP
PJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0.038,0,CRULP
PN,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,2.139933633585989,0,CRULP
P3,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
Pe,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
P(,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.9208170383762733,3.9833295172900325,0.0,0.0,0,CRULP
Pu,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,1.9208170383762733,0,CRULP
P\,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.151000000000001,0.0,0.0,0.0,0,CRULP
P',1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.9696352569043665,0.0,0.0,0.0,0,CRULP
PG,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,1.913,6.8338170383762735,0.0,0.0,0.0,0,CRULP
Pw,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
Pr,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0.0,0.0,0,CRULP
Px,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0,CRULP
PH,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,1.913,0,CRULP
PF,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,0.038,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P#,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
P?,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,0,CRULP
Zb,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.4078108255508943,4.913,0.0,0.0,0.0,48,CRULP
Z],0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
Za,1,1,0,0,0,1,0,0,0,0,0,0,0,2.1667534527055072,0.0,0.0,0.0,4.913,0.0,0.0,0.0,106,CRULP
ZK,0,0,0,0,0,1,0,0,0,0,0,1,0,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.038,0.0,9,CRULP
Zj,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,0.038,3,CRULP
Z@,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,3.975162683964177,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
ZM,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,2.1287534527055074,0,CRULP
Z{,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,7.348524765252697,0.0,0.0,0.0,0,CRULP
Z~,1,1,0,1,1,1,0,0,0,0,0,0,0,7.001721984024482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Zy,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,2.9316352569043667,0,CRULP
Z5,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.80711793394688,4.913,0.0,0.0,0.0,0,CRULP
Z:,0,0,0,0,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,4.9510000000000005,0.0,0.0,0.0,0,CRULP
ZD,1,0,0,0,0,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z`,1,1,0,1,1,1,0,0,0,0,0,0,0,7.001721984024482,0.0,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
Z1,1,1,0,1,1,1,0,0,0,0,0,0,0,6.09264358259653,0.0,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
ZY,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,2.9316352569043667,0,CRULP
ZC,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z},0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,8.821723446592381,0.0,0.0,0.0,0,CRULP
Z),0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
Z<,0,0,0,1,0,1,0,0,0,0,0,1,0,4.944904816472428,0.0,0.0,0.0,4.913,0.0,2.1287534527055074,0.0,0,CRULP
Z-,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,8.724012721950459,0.0,0.0,0.0,0,CRULP
ZW,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,1.9208170383762733,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z%,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.80711793394688,0.0,0.0,0.0,0.0,0,CRULP
Z>,0,0,0,1,0,1,0,0,0,0,1,0,0,4.944904816472428,0.0,0.0,0.0,4.913,2.1287534527055074,0.0,0.0,0,CRULP
Z=,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
Z^,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,4.916332194510744,0,CRULP
Zk,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.038,0.0,124,CRULP
Z0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
ZR,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,0.0,0,CRULP
Z.,0,0,0,1,0,0,0,0,0,0,1,0,0,2.1287534527055074,0.0,0.0,0.0,4.913,2.1287534527055074,0.0,0.0,2,CRULP
Zd,1,0,0,0,0,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,0.038,0.0,4.913,0.0,0.0,0.0,0,CRULP
ZA,1,1,0,0,0,1,0,0,0,0,0,0,0,2.1667534527055072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z$,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.975162683964177,0.0,0.0,0.0,0.0,0,CRULP
ZL,0,0,0,0,0,1,0,0,0,0,1,0,0,4.944904816472428,0.0,0.0,0.0,4.913,0.038,0.0,0.0,0,CRULP
ZX,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,2.1287534527055074,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z/,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
Zm,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,2.1287534527055074,35,CRULP
Zo,0,0,0,1,0,0,0,0,0,0,1,0,0,2.1287534527055074,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,122,CRULP
ZU,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,1.9208170383762733,0,CRULP
Z&,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
Zg,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,1.913,4.913,0.0,0.0,0.0,0,CRULP
Z4,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.975162683964177,4.913,0.0,0.0,0.0,0,CRULP
Z[,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,7.348524765252697,0.0,0.0,0.0,0,CRULP
Zn,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,2.139933633585989,1,CRULP
ZO,0,0,0,1,0,1,0,0,0,0,1,0,0,4.944904816472428,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
Z8,0,0,0,1,0,0,0,0,0,0,0,1,0,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,3.975162683964177,0.0,0,CRULP
Z|,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,10.96748776280647,0.0,0.0,0.0,0,CRULP
Z+,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,9.17895754472535,0.0,0.0,0.0,0,CRULP
Zt,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,2.435524765252697,4.913,0.0,0.0,0.0,9,CRULP
Z*,0,0,0,1,0,1,0,0,0,0,0,1,0,4.944904816472428,0.0,0.0,0.0,4.913,0.0,3.975162683964177,0.0,0,CRULP
Zh,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,1.913,1,CRULP
Zz,1,1,1,1,1,1,0,0,0,0,0,0,0,0.076,0.0,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
ZB,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,0.0,0,CRULP
ZP,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,0,CRULP
ZZ,1,1,1,1,1,1,0,0,0,0,0,0,0,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRULP
Zv,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
ZE,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,0.0,0.0,0.0,0,CRULP
Zs,1,0,0,0,0,0,1,0,0,0,0,0,0,2.1287534527055074,0.038,0.0,0.0,4.913,0.0,0.0,0.0,7,CRULP
ZS,1,0,0,0,0,0,1,0,0,0,0,0,0,2.1287534527055074,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z!,1,1,0,1,1,1,0,0,0,0,0,0,0,6.09264358259653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
ZQ,1,1,0,1,1,1,0,0,0,0,0,0,0,4.013162683964177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z2,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,3.975162683964177,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
ZT,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,2.435524765252697,0.0,0.0,0.0,0.0,0,CRULP
Z7,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
ZI,0,0,0,1,0,1,0,0,0,0,0,1,0,4.944904816472428,0.0,0.0,0.0,4.913,0.0,1.9208170383762733,0.0,0,CRULP
"Z""",0,0,0,0,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,6.8260000000000005,0.0,0.0,0.0,0,CRULP
Z_,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,8.724012721950459,0.0,0.0,0.0,0,CRULP
Zq,1,1,0,1,1,1,0,0,0,0,0,0,0,4.013162683964177,0.0,0.0,0.0,4.913,0.0,0.0,0.0,0,CRULP
Zl,0,0,0,0,0,0,0,0,0,0,1,0,0,2.1287534527055074,0.0,0.0,0.0,4.913,0.038,0.0,0.0,5,CRULP
Zf,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,0.038,4.913,0.0,0.0,0.0,2,CRULP
Z;,0,0,0,0,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,4.9510000000000005,0.0,0.0,0.0,0,CRULP
Zi,0,0,0,1,0,0,0,0,0,0,0,1,0,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,1.9208170383762733,0.0,159,CRULP
Z6,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,4.916332194510744,0,CRULP
Zp,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,6.8338170383762735,0.0,0.0,0.0,1,CRULP
Zc,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,2.1287534527055074,0.0,4.913,0.0,0.0,0.0,1,CRULP
"Z,",0,0,0,1,0,0,0,0,0,0,0,1,0,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,2.1287534527055074,0.0,1,CRULP
ZV,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,0,CRULP
Z9,0,0,0,1,0,0,0,0,0,0,1,0,0,2.1287534527055074,0.0,0.0,0.0,4.913,3.9833295172900325,0.0,0.0,0,CRULP
ZJ,0,0,0,0,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,0.038,0,CRULP
ZN,0,0,0,1,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,2.139933633585989,0,CRULP
Z3,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,3.975162683964177,0.0,4.913,0.0,0.0,0.0,0,CRULP
Ze,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,1.9208170383762733,0.0,4.913,0.0,0.0,0.0,0,CRULP
Z(,0,0,0,1,0,1,0,0,0,0,1,0,0,4.944904816472428,0.0,0.0,0.0,4.913,3.9833295172900325,0.0,0.0,0,CRULP
Zu,0,0,0,1,0,0,0,0,0,0,0,0,1,2.1287534527055074,0.0,0.0,0.0,4.913,0.0,0.0,1.9208170383762733,0,CRULP
Z\,0,0,0,1,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,10.96748776280647,0.0,0.0,0.0,0,CRULP
Z',0,0,0,0,0,0,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,6.8260000000000005,0.0,0.0,0.0,0,CRULP
ZG,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,1.913,0.0,0.0,0.0,0.0,0,CRULP
Zw,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,1.9208170383762733,0.0,0.0,4.913,0.0,0.0,0.0,33,CRULP
Zr,1,0,0,1,1,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,1.9208170383762733,4.913,0.0,0.0,0.0,111,CRULP
Zx,1,0,0,1,1,0,1,0,0,0,0,0,0,2.1287534527055074,2.1287534527055074,0.0,0.0,4.913,0.0,0.0,0.0,5,CRULP
ZH,0,0,0,0,0,1,0,0,0,0,0,0,1,4.944904816472428,0.0,0.0,0.0,4.913,0.0,0.0,1.913,4,CRULP
ZF,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1287534527055074,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0,CRULP
Z#,1,0,0,1,1,0,0,1,0,0,0,0,0,2.1287534527055074,0.0,3.975162683964177,0.0,0.0,0.0,0.0,0.0,0,CRULP
Z?,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,7.041753452705508,0.0,0.0,0.0,0,CRULP
vb,1,1,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.951,0.0,0.0,0.0,0.0,192,CRULP
v],0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,3.908723446592381,0.0,0.0,0.0,0,CRULP
va,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.0,603,CRULP
vK,0,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.038,0.0,3,CRULP
vj,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,0.038,4,CRULP
v@,1,0,0,1,1,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,2.1287534527055074,4.913,0.0,0.0,0.0,0,CRULP
vM,0,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,2.1287534527055074,0.0,0.0,0.0,2.1287534527055074,0,CRULP
