,Distance,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency
nM,0.0,True,False,True,False,False,
nb,0.0,False,False,False,False,False,553.0
ny,0.0,True,False,True,True,False,3914.0
n_,0.0,True,False,False,True,False,
n<,0.0,True,False,False,False,False,
nO,0.0,True,False,False,True,False,1.0
n\,0.0,True,False,False,True,False,
ns,0.0,False,False,False,True,False,1339.0
n/,0.0,True,False,False,False,False,4.0
"n""",0.0,True,False,False,True,False,54.0
nC,0.0,False,False,False,False,False,12.0
n],0.0,True,False,False,True,False,
n+,0.0,True,False,False,True,False,
nm,0.0,True,False,True,False,False,1267.0
nP,0.0,True,False,False,True,False,
na,0.0,False,False,False,True,False,3499.0
nX,0.0,False,False,False,False,False,7.0
n$,0.0,False,False,False,True,False,1.0
n:,0.0,True,False,False,True,False,13.0
"n,",0.0,True,False,False,False,False,180.0
ng,0.0,False,False,False,True,False,1242.0
nx,0.0,False,False,False,False,False,254.0
nS,0.0,False,False,False,True,False,201.0
n~,0.0,False,False,False,True,False,
nB,0.0,False,False,False,False,False,
nj,0.0,True,False,True,True,False,460.0
n?,0.0,True,False,False,False,False,
n4,0.0,False,False,False,True,False,
n0,0.0,True,False,False,True,False,
nF,0.0,False,False,False,True,False,
np,0.0,True,False,False,True,False,283.0
n-,0.0,True,False,False,True,False,6.0
nJ,0.0,True,False,True,True,False,15.0
nf,0.0,False,False,False,True,False,259.0
nu,0.0,True,False,True,True,False,
nW,0.0,False,False,False,True,False,
nw,0.0,False,False,False,True,False,1609.0
nA,0.0,False,False,False,True,False,69.0
n2,0.0,False,False,False,True,False,
n1,0.0,False,False,False,True,False,
n&,0.0,True,False,True,True,False,
ni,0.0,True,False,False,True,False,3155.0
n.,0.0,True,False,False,False,False,32.0
nV,0.0,False,False,False,False,False,430.0
n>,0.0,True,False,False,False,False,
|K,0.0,True,False,False,True,True,
|',0.0,True,False,True,True,True,
|Y,0.0,True,False,False,True,False,
|z,0.0,False,False,False,True,False,
|H,0.0,True,False,False,True,True,
|t,0.0,False,False,False,True,False,
|`,0.0,False,False,False,True,True,
|9,0.0,True,False,False,True,True,
|o,0.0,True,False,False,True,False,
|Q,0.0,False,False,False,True,False,
|h,0.0,True,False,False,True,True,
|U,0.0,True,False,False,True,False,
|*,0.0,True,False,False,True,True,
|%,0.0,False,False,False,True,True,
|},0.0,True,False,True,True,False,
|3,0.0,False,False,False,True,True,
|v,0.0,False,False,False,True,False,
|=,0.0,True,False,True,True,True,
|#,0.0,False,False,False,True,True,
|R,0.0,False,False,False,True,False,
|{,0.0,True,False,True,True,False,
|n,0.0,True,False,False,True,False,
|5,0.0,False,False,False,True,True,
|[,0.0,True,False,True,True,False,
|G,0.0,False,False,False,True,True,
|k,0.0,True,False,False,True,True,
|E,0.0,False,False,False,True,False,
|r,0.0,False,False,False,True,False,
|;,0.0,True,False,True,True,True,
|(,0.0,True,False,False,True,True,
|7,0.0,True,False,False,True,True,
|^,0.0,True,False,False,True,True,
|L,0.0,True,False,False,True,True,
|N,0.0,True,False,False,True,False,
|q,0.0,False,False,False,True,False,
|l,0.0,True,False,False,True,True,
|6,0.0,True,False,False,True,True,
|d,0.0,False,False,False,True,True,
|),0.0,True,False,True,True,True,
|I,0.0,True,False,False,True,False,
|@,0.0,False,False,False,True,True,
|!,0.0,False,False,False,True,True,
|T,0.0,False,False,False,True,False,
|Z,0.0,False,False,False,True,False,
|D,0.0,False,False,False,True,True,
|8,0.0,True,False,False,True,True,
|e,0.0,False,False,False,True,False,
|c,0.0,False,False,False,True,False,
|M,0.0,True,False,False,True,False,
|b,0.0,False,False,False,True,False,1.0
|y,0.0,True,False,False,True,False,
|_,0.0,True,False,True,True,True,
|<,0.0,True,False,False,True,False,
|O,0.0,True,False,False,True,False,
|\,0.0,True,True,True,True,False,
|s,0.0,False,False,False,True,True,
|/,0.0,True,False,True,True,False,
"|""",0.0,True,False,True,True,True,
|C,0.0,False,False,False,True,False,
|],0.0,True,False,True,True,False,
|+,0.0,True,False,True,True,True,
|m,0.0,True,False,False,True,False,
|P,0.0,True,False,True,True,False,
|a,0.0,False,False,False,True,True,1.0
|X,0.0,False,False,False,True,False,
|$,0.0,False,False,False,True,True,
|:,0.0,True,False,True,True,True,
"|,",0.0,True,False,False,True,False,
|g,0.0,False,False,False,True,True,
|x,0.0,False,False,False,True,False,
|S,0.0,False,False,False,True,True,
|~,0.0,False,False,False,True,True,
|B,0.0,False,False,False,True,False,
|j,0.0,True,False,False,True,True,
|?,0.0,True,False,True,True,False,
|4,0.0,False,False,False,True,True,
|0,0.0,True,False,True,True,True,
|F,0.0,False,False,False,True,True,
|p,0.0,True,False,True,True,False,
|-,0.0,True,False,True,True,True,
|J,0.0,True,False,False,True,True,
|f,0.0,False,False,False,True,True,
|u,0.0,True,False,False,True,False,
|W,0.0,False,False,False,True,False,
|w,0.0,False,False,False,True,False,
|A,0.0,False,False,False,True,True,
|2,0.0,False,False,False,True,True,
|1,0.0,False,False,False,True,True,
|&,0.0,True,False,False,True,True,
|i,0.0,True,False,False,True,False,
|.,0.0,True,False,False,True,False,
|V,0.0,False,False,False,True,False,
|>,0.0,True,False,False,True,False,
5K,0.0,False,False,False,True,True,
5',0.0,False,False,False,True,True,
5Y,0.0,False,False,False,True,True,
5z,0.0,True,False,False,True,False,
5H,0.0,False,False,False,True,True,
5t,0.0,True,False,True,True,True,
5`,0.0,True,False,False,True,False,
59,0.0,False,False,False,True,False,
5o,0.0,False,False,False,True,True,
5Q,0.0,True,False,False,True,True,
5h,0.0,False,False,False,True,True,
5U,0.0,False,False,False,True,True,
5*,0.0,False,False,False,True,False,
5%,0.0,True,True,True,True,False,
5},0.0,False,False,False,True,True,
53,0.0,True,False,False,True,False,
5v,0.0,True,False,True,True,False,
5=,0.0,False,False,False,True,False,
5#,0.0,True,False,False,True,False,
5R,0.0,True,False,True,True,True,
5{,0.0,False,False,False,True,True,
5n,0.0,False,False,False,True,False,
5|,0.0,False,False,False,True,True,
5[,0.0,False,False,False,True,True,
5G,0.0,True,False,True,True,True,
5k,0.0,False,False,False,True,True,
5E,0.0,True,False,False,True,True,
5r,0.0,True,False,True,True,True,
5;,0.0,False,False,False,True,True,
5(,0.0,False,False,False,True,False,
57,0.0,False,False,False,True,False,
5^,0.0,False,False,False,True,False,
5L,0.0,False,False,False,True,True,
5N,0.0,False,False,False,True,False,
5q,0.0,True,False,False,True,True,
5l,0.0,False,False,False,True,True,
56,0.0,False,False,False,True,False,
5d,0.0,True,False,False,True,True,
5),0.0,False,False,False,True,False,
5I,0.0,False,False,False,True,True,
5@,0.0,True,False,False,True,False,
5!,0.0,True,False,False,True,False,
5T,0.0,True,False,True,True,True,
5Z,0.0,True,False,False,True,False,
5D,0.0,True,False,False,True,True,
58,0.0,False,False,False,True,False,
5e,0.0,True,False,False,True,True,
5c,0.0,True,False,False,True,False,
5M,0.0,False,False,False,True,False,
5b,0.0,True,False,True,True,False,
5y,0.0,False,False,False,True,True,
5_,0.0,False,False,False,True,False,
5<,0.0,False,False,False,True,False,
5O,0.0,False,False,False,True,True,
5\,0.0,False,False,False,True,True,
5s,0.0,True,False,False,True,True,
5/,0.0,False,False,False,True,False,
"5""",0.0,False,False,False,True,True,
5C,0.0,True,False,False,True,False,
5],0.0,False,False,False,True,True,
5+,0.0,False,False,False,True,False,
5m,0.0,False,False,False,True,False,
5P,0.0,False,False,False,True,True,
5a,0.0,True,False,False,True,True,
5X,0.0,True,False,False,True,False,
5$,0.0,True,False,True,True,False,
5:,0.0,False,False,False,True,True,
"5,",0.0,False,False,False,True,False,
5g,0.0,True,False,True,True,True,
5x,0.0,True,False,False,True,False,
5S,0.0,True,False,False,True,True,
5~,0.0,True,False,False,True,False,
5B,0.0,True,False,True,True,False,
5j,0.0,False,False,False,True,True,
5?,0.0,False,False,False,True,False,
54,0.0,True,False,True,True,False,
50,0.0,False,False,False,True,False,
5F,0.0,True,False,True,True,True,
5p,0.0,False,False,False,True,True,
5-,0.0,False,False,False,True,False,
5J,0.0,False,False,False,True,True,
5f,0.0,True,False,True,True,True,
5u,0.0,False,False,False,True,True,
5W,0.0,True,False,False,True,True,
5w,0.0,True,False,False,True,True,
5A,0.0,True,False,False,True,True,
52,0.0,True,False,False,True,False,
51,0.0,True,False,False,True,False,
5&,0.0,False,False,False,True,False,
5i,0.0,False,False,False,True,True,
5.,0.0,False,False,False,True,False,
5V,0.0,True,False,True,True,False,
5>,0.0,False,False,False,True,False,
[K,0.0,True,False,False,True,True,
[',0.0,True,False,True,True,True,
[Y,0.0,True,False,False,True,False,
[z,0.0,False,False,False,True,False,
[H,0.0,True,False,False,True,True,
[t,0.0,False,False,False,True,False,
[`,0.0,False,False,False,True,True,
[9,0.0,True,False,False,True,True,
[o,0.0,True,False,False,True,False,
[Q,0.0,False,False,False,True,False,
[h,0.0,True,False,False,True,True,
[U,0.0,True,False,False,True,False,
[*,0.0,True,False,False,True,True,
[%,0.0,False,False,False,True,True,
[},0.0,True,False,True,True,False,
[3,0.0,False,False,False,True,True,
[v,0.0,False,False,False,True,False,
[=,0.0,True,False,True,True,True,
[#,0.0,False,False,False,True,True,
[R,0.0,False,False,False,True,False,
[{,0.0,True,True,True,True,False,
[n,0.0,True,False,False,True,False,
[|,0.0,True,False,True,True,False,
[5,0.0,False,False,False,True,True,
[G,0.0,False,False,False,True,True,
[k,0.0,True,False,False,True,True,
[E,0.0,False,False,False,True,False,
[r,0.0,False,False,False,True,False,
[;,0.0,True,False,True,True,True,
[(,0.0,True,False,False,True,True,
[7,0.0,True,False,False,True,True,
[^,0.0,True,False,False,True,True,
[L,0.0,True,False,False,True,True,
[N,0.0,True,False,False,True,False,
[q,0.0,False,False,False,True,False,
[l,0.0,True,False,False,True,True,
[6,0.0,True,False,False,True,True,
[d,0.0,False,False,False,True,True,
[),0.0,True,False,True,True,True,
[I,0.0,True,False,False,True,False,
[@,0.0,False,False,False,True,True,
[!,0.0,False,False,False,True,True,
[T,0.0,False,False,False,True,False,
[Z,0.0,False,False,False,True,False,
[D,0.0,False,False,False,True,True,
[8,0.0,True,False,False,True,True,
[e,0.0,False,False,False,True,False,
[c,0.0,False,False,False,True,False,
[M,0.0,True,False,False,True,False,
[b,0.0,False,False,False,True,False,
[y,0.0,True,False,False,True,False,
[_,0.0,True,False,True,True,True,
[<,0.0,True,False,False,True,False,
[O,0.0,True,False,False,True,False,
[\,0.0,True,False,True,True,False,
[s,0.0,False,False,False,True,True,
[/,0.0,True,False,True,True,False,
"[""",0.0,True,False,True,True,True,
[C,0.0,False,False,False,True,False,
[],0.0,True,False,True,True,False,
[+,0.0,True,False,True,True,True,
[m,0.0,True,False,False,True,False,
[P,0.0,True,False,True,True,False,
[a,0.0,False,False,False,True,True,
[X,0.0,False,False,False,True,False,
[$,0.0,False,False,False,True,True,
[:,0.0,True,False,True,True,True,
"[,",0.0,True,False,False,True,False,
[g,0.0,False,False,False,True,True,
[x,0.0,False,False,False,True,False,
[S,0.0,False,False,False,True,True,
[~,0.0,False,False,False,True,True,
[B,0.0,False,False,False,True,False,
[j,0.0,True,False,False,True,True,
[?,0.0,True,False,True,True,False,
[4,0.0,False,False,False,True,True,
[0,0.0,True,False,True,True,True,
[F,0.0,False,False,False,True,True,
[p,0.0,True,False,True,True,False,
[-,0.0,True,False,True,True,True,
[J,0.0,True,False,False,True,True,
[f,0.0,False,False,False,True,True,
[u,0.0,True,False,False,True,False,
[W,0.0,False,False,False,True,False,
[w,0.0,False,False,False,True,False,
[A,0.0,False,False,False,True,True,
[2,0.0,False,False,False,True,True,
[1,0.0,False,False,False,True,True,
[&,0.0,True,False,False,True,True,
[i,0.0,True,False,False,True,False,
[.,0.0,True,False,False,True,False,1.0
[V,0.0,False,False,False,True,False,
[>,0.0,True,False,False,True,False,
GK,0.0,False,False,False,True,False,2.0
G',0.0,False,False,False,True,False,
GY,0.0,False,False,False,True,True,
Gz,0.0,True,False,False,True,False,82.0
GH,0.0,False,False,False,True,False,
Gt,0.0,True,False,True,True,True,20.0
G`,0.0,True,False,False,True,True,
G9,0.0,False,False,False,True,True,
Go,0.0,False,False,False,True,True,10.0
GQ,0.0,True,False,False,True,True,
Gh,0.0,False,False,False,True,False,3.0
GU,0.0,False,False,False,True,True,
G*,0.0,False,False,False,True,True,
G%,0.0,True,False,True,True,True,
G},0.0,False,False,False,True,True,
G3,0.0,True,False,False,True,True,
Gv,0.0,True,False,True,True,False,
G=,0.0,False,False,False,True,True,
G#,0.0,True,False,False,True,True,
GR,0.0,True,False,True,True,True,
G{,0.0,False,False,False,True,True,
Gn,0.0,False,False,False,True,False,19.0
G|,0.0,False,False,False,True,True,
G5,0.0,True,False,True,True,True,
G[,0.0,False,False,False,True,True,
Gk,0.0,False,False,False,True,False,27.0
GE,0.0,True,False,False,True,True,
Gr,0.0,True,False,True,True,True,180.0
G;,0.0,False,False,False,True,False,
G(,0.0,False,False,False,True,True,
G7,0.0,False,False,False,True,True,
G^,0.0,False,False,False,True,True,
GL,0.0,False,False,False,True,False,
GN,0.0,False,False,False,True,False,
Gq,0.0,True,False,False,True,True,2.0
Gl,0.0,False,False,False,True,False,102.0
G6,0.0,False,False,False,True,True,
Gd,0.0,True,False,False,True,False,24.0
G),0.0,False,False,False,True,True,
GI,0.0,False,False,False,True,True,
G@,0.0,True,False,False,True,True,
G!,0.0,True,False,False,True,True,
GT,0.0,True,False,True,True,True,1.0
GZ,0.0,True,False,False,True,False,25.0
GD,0.0,True,False,False,True,False,
G8,0.0,False,False,False,True,True,
Ge,0.0,True,False,False,True,True,
Gc,0.0,True,False,False,True,False,
GM,0.0,False,False,False,True,False,
Gb,0.0,True,False,True,True,False,16.0
Gy,0.0,False,False,False,True,True,1.0
G_,0.0,False,False,False,True,True,
G<,0.0,False,False,False,True,False,
GO,0.0,False,False,False,True,True,
G\,0.0,False,False,False,True,True,
Gs,0.0,True,False,False,True,False,5.0
G/,0.0,False,False,False,True,False,
"G""",0.0,False,False,False,True,False,
GC,0.0,True,False,False,True,False,
G],0.0,False,False,False,True,True,
G+,0.0,False,False,False,True,True,
Gm,0.0,False,False,False,True,False,30.0
GP,0.0,False,False,False,True,True,
Ga,0.0,True,False,False,True,False,276.0
GX,0.0,True,False,False,True,False,
G$,0.0,True,False,True,True,True,
G:,0.0,False,False,False,True,False,
"G,",0.0,False,False,False,True,False,2.0
Gg,0.0,True,True,True,True,False,
Gx,0.0,True,False,False,True,False,
GS,0.0,True,False,False,True,False,8.0
G~,0.0,True,False,False,True,True,
GB,0.0,True,False,True,True,False,
Gj,0.0,False,False,False,True,False,1.0
G?,0.0,False,False,False,True,False,
G4,0.0,True,False,True,True,True,
G0,0.0,False,False,False,True,True,
GF,0.0,True,False,True,True,False,
Gp,0.0,False,False,False,True,True,6.0
G-,0.0,False,False,False,True,True,
GJ,0.0,False,False,False,True,False,5.0
Gf,0.0,True,False,True,True,False,10.0
Gu,0.0,False,False,False,True,True,
GW,0.0,True,False,False,True,True,
Gw,0.0,True,False,False,True,True,56.0
GA,0.0,True,False,False,True,False,1.0
G2,0.0,True,False,False,True,True,
G1,0.0,True,False,False,True,True,
G&,0.0,False,False,False,True,True,
Gi,0.0,False,False,False,True,True,250.0
G.,0.0,False,False,False,True,False,1.0
GV,0.0,True,False,True,True,False,
G>,0.0,False,False,False,True,False,
kK,0.0,True,True,True,True,False,44.0
k',0.0,True,False,False,True,False,1.0
kY,0.0,True,False,False,True,True,
kz,0.0,False,False,False,True,False,102.0
kH,0.0,True,False,False,True,False,1135.0
kt,0.0,False,False,False,True,True,819.0
k`,0.0,False,False,False,True,True,
k9,0.0,True,False,False,True,True,
ko,0.0,True,False,False,True,True,2199.0
kQ,0.0,False,False,False,True,True,
kh,0.0,True,False,False,True,False,46.0
kU,0.0,True,False,False,True,True,147.0
k*,0.0,True,False,True,True,True,1.0
k%,0.0,False,False,False,True,True,1.0
k},0.0,True,False,False,True,True,
k3,0.0,False,False,False,True,True,
kv,0.0,False,False,False,True,False,32.0
k=,0.0,True,False,False,True,True,
k#,0.0,False,False,False,True,True,
kR,0.0,False,False,False,True,True,58.0
k{,0.0,True,False,False,True,True,
kn,0.0,True,False,False,True,False,709.0
k|,0.0,True,False,False,True,True,
k5,0.0,False,False,False,True,True,
k[,0.0,True,False,False,True,True,
kG,0.0,False,False,False,True,False,15.0
kE,0.0,False,False,False,True,True,
kr,0.0,False,False,False,True,True,3099.0
k;,0.0,True,False,False,True,False,
k(,0.0,True,False,False,True,True,
k7,0.0,True,False,False,True,True,
k^,0.0,True,False,False,True,True,2.0
kL,0.0,True,False,False,True,False,
kN,0.0,True,False,False,True,False,
kq,0.0,False,False,False,True,True,51.0
kl,0.0,True,False,False,True,False,556.0
k6,0.0,True,False,False,True,True,
kd,0.0,False,False,False,True,False,124.0
k),0.0,True,False,False,True,True,
kI,0.0,True,False,True,True,True,
k@,0.0,False,False,False,True,True,2.0
k!,0.0,False,False,False,True,True,6.0
kT,0.0,False,False,False,True,True,265.0
kZ,0.0,False,False,False,True,False,9.0
kD,0.0,False,False,False,True,False,12.0
k8,0.0,True,False,True,True,True,
ke,0.0,False,False,False,True,True,60.0
kc,0.0,False,False,False,True,False,303.0
kM,0.0,True,False,False,True,False,
kb,0.0,False,False,False,True,False,330.0
ky,0.0,True,False,False,True,True,6998.0
k_,0.0,True,False,False,True,True,
k<,0.0,True,False,True,True,False,
kO,0.0,True,False,False,True,True,
k\,0.0,True,False,False,True,True,
ks,0.0,False,False,False,True,False,1106.0
k/,0.0,True,False,False,True,False,
"k""",0.0,True,False,False,True,False,16.0
kC,0.0,False,False,False,True,False,120.0
k],0.0,True,False,False,True,True,
k+,0.0,True,False,False,True,True,
km,0.0,True,False,False,True,False,890.0
kP,0.0,True,False,False,True,True,
ka,0.0,False,False,False,True,False,4761.0
kX,0.0,False,False,False,True,False,
k$,0.0,False,False,False,True,True,
k:,0.0,True,False,False,True,False,
"k,",0.0,True,False,True,True,False,29.0
kg,0.0,False,False,False,True,False,45.0
kx,0.0,False,False,False,True,False,263.0
kS,0.0,False,False,False,True,False,17.0
k~,0.0,False,False,False,True,True,
kB,0.0,False,False,False,True,False,
kj,0.0,True,False,False,True,False,95.0
k?,0.0,True,False,False,True,False,
k4,0.0,False,False,False,True,True,
k0,0.0,True,False,False,True,True,
kF,0.0,False,False,False,True,False,
kp,0.0,True,False,False,True,True,167.0
k-,0.0,True,False,False,True,True,4.0
kJ,0.0,True,False,False,True,False,6.0
kf,0.0,False,False,False,True,False,70.0
ku,0.0,True,False,False,True,True,
kW,0.0,False,False,False,True,True,
kw,0.0,False,False,False,True,True,3127.0
kA,0.0,False,False,False,True,False,41.0
k2,0.0,False,False,False,True,True,
k1,0.0,False,False,False,True,True,
k&,0.0,True,False,False,True,True,
ki,0.0,True,False,True,True,True,6975.0
k.,0.0,True,False,False,True,False,12.0
kV,0.0,False,False,False,True,False,
k>,0.0,True,False,False,True,False,
EK,0.0,False,False,False,True,True,
E',0.0,False,False,False,True,True,
EY,0.0,False,False,False,True,False,
Ez,0.0,True,False,False,True,False,
EH,0.0,False,False,False,True,True,
Et,0.0,True,False,False,True,False,
E`,0.0,True,False,False,True,True,
E9,0.0,False,False,False,True,True,
Eo,0.0,False,False,False,True,False,
EQ,0.0,True,False,False,True,False,
Eh,0.0,False,False,False,True,True,
EU,0.0,False,False,False,True,False,
E*,0.0,False,False,False,True,True,
E%,0.0,True,False,False,True,True,
E},0.0,False,False,False,True,False,
E3,0.0,True,False,True,True,True,
Ev,0.0,True,False,False,True,False,
E=,0.0,False,False,False,True,True,
E#,0.0,True,False,True,True,True,
ER,0.0,True,False,False,True,False,
E{,0.0,False,False,False,True,False,
En,0.0,False,False,False,True,False,
E|,0.0,False,False,False,True,False,
E5,0.0,True,False,False,True,True,
E[,0.0,False,False,False,True,False,
EG,0.0,True,False,False,True,True,
Ek,0.0,False,False,False,True,True,
Er,0.0,True,False,False,True,False,
E;,0.0,False,False,False,True,True,
E(,0.0,False,False,False,True,True,
E7,0.0,False,False,False,True,True,
E^,0.0,False,False,False,True,True,
EL,0.0,False,False,False,True,True,
EN,0.0,False,False,False,True,False,
Eq,0.0,True,False,False,True,False,
El,0.0,False,False,False,True,True,
E6,0.0,False,False,False,True,True,
Ed,0.0,True,False,True,True,True,
E),0.0,False,False,False,True,True,
EI,0.0,False,False,False,True,False,
E@,0.0,True,False,False,True,True,
E!,0.0,True,False,False,True,True,
ET,0.0,True,False,False,True,False,
EZ,0.0,True,False,False,True,False,
ED,0.0,True,False,True,True,True,
E8,0.0,False,False,False,True,True,
Ee,0.0,True,True,True,True,False,
Ec,0.0,True,False,True,True,False,
EM,0.0,False,False,False,True,False,
Eb,0.0,True,False,False,True,False,
Ey,0.0,False,False,False,True,False,
E_,0.0,False,False,False,True,True,
E<,0.0,False,False,False,True,False,
EO,0.0,False,False,False,True,False,
E\,0.0,False,False,False,True,False,
Es,0.0,True,False,False,True,True,
E/,0.0,False,False,False,True,False,
"E""",0.0,False,False,False,True,True,
EC,0.0,True,False,True,True,False,
E],0.0,False,False,False,True,False,
E+,0.0,False,False,False,True,True,
Em,0.0,False,False,False,True,False,
EP,0.0,False,False,False,True,False,
Ea,0.0,True,False,False,True,True,
EX,0.0,True,False,False,True,False,
E$,0.0,True,False,False,True,True,
E:,0.0,False,False,False,True,True,
"E,",0.0,False,False,False,True,False,
Eg,0.0,True,False,False,True,True,
Ex,0.0,True,False,False,True,False,
ES,0.0,True,False,False,True,True,
E~,0.0,True,False,False,True,True,
EB,0.0,True,False,False,True,False,
Ej,0.0,False,False,False,True,True,
E?,0.0,False,False,False,True,False,
E4,0.0,True,False,False,True,True,
E0,0.0,False,False,False,True,True,
EF,0.0,True,False,False,True,True,
Ep,0.0,False,False,False,True,False,
E-,0.0,False,False,False,True,True,
EJ,0.0,False,False,False,True,True,
Ef,0.0,True,False,False,True,True,
Eu,0.0,False,False,False,True,False,
EW,0.0,True,False,False,True,False,
Ew,0.0,True,False,False,True,False,
EA,0.0,True,False,False,True,True,
E2,0.0,True,False,False,True,True,
E1,0.0,True,False,False,True,True,
E&,0.0,False,False,False,True,True,
Ei,0.0,False,False,False,True,False,
E.,0.0,False,False,False,True,False,
EV,0.0,True,False,False,True,False,
E>,0.0,False,False,False,True,False,
rK,0.0,False,False,False,True,True,336.0
r',0.0,False,False,False,True,True,5.0
rY,0.0,False,False,False,True,False,
rz,0.0,True,False,False,True,False,251.0
rH,0.0,False,False,False,True,True,14.0
rt,0.0,True,False,True,True,False,2053.0
r`,0.0,True,False,False,True,True,
r9,0.0,False,False,False,True,True,
ro,0.0,False,False,False,True,False,2220.0
rQ,0.0,True,False,False,True,False,
rh,0.0,False,False,False,True,True,545.0
rU,0.0,False,False,False,True,False,26.0
r*,0.0,False,False,False,True,True,7.0
r%,0.0,True,False,True,True,True,6.0
r},0.0,False,False,False,True,False,
r3,0.0,True,False,False,True,True,
rv,0.0,True,False,True,True,False,177.0
r=,0.0,False,False,False,True,True,
r#,0.0,True,False,False,True,True,20.0
rR,0.0,True,True,True,True,False,
r{,0.0,False,False,False,True,False,
rn,0.0,False,False,False,True,False,1411.0
r|,0.0,False,False,False,True,False,
r5,0.0,True,False,True,True,True,
r[,0.0,False,False,False,True,False,
rG,0.0,True,False,True,True,True,92.0
rk,0.0,False,False,False,True,True,2806.0
rE,0.0,True,False,False,True,False,
r;,0.0,False,False,False,True,True,4.0
r(,0.0,False,False,False,True,True,7.0
r7,0.0,False,False,False,True,True,
r^,0.0,False,False,False,True,True,10.0
rL,0.0,False,False,False,True,True,
rN,0.0,False,False,False,True,False,1.0
rq,0.0,True,False,False,True,False,516.0
rl,0.0,False,False,False,True,True,453.0
r6,0.0,False,False,False,True,True,
rd,0.0,True,False,False,True,True,1434.0
r),0.0,False,False,False,True,True,
rI,0.0,False,False,False,True,False,
r@,0.0,True,False,False,True,True,71.0
r!,0.0,True,False,False,True,True,143.0
rT,0.0,True,False,True,True,False,235.0
rZ,0.0,True,False,False,True,False,25.0
rD,0.0,True,False,False,True,True,162.0
r8,0.0,False,False,False,True,True,
re,0.0,True,False,False,True,False,317.0
rc,0.0,True,False,False,True,False,382.0
rM,0.0,False,False,False,True,False,
rb,0.0,True,False,True,True,False,1273.0
ry,0.0,False,False,False,True,False,719.0
r_,0.0,False,False,False,True,True,
r<,0.0,False,False,False,True,False,
rO,0.0,False,False,False,True,False,14.0
r\,0.0,False,False,False,True,False,
rs,0.0,True,False,False,True,True,1607.0
r/,0.0,False,False,False,True,False,3.0
"r""",0.0,False,False,False,True,True,62.0
rC,0.0,True,False,False,True,False,67.0
r],0.0,False,False,False,True,False,
r+,0.0,False,False,False,True,True,
rm,0.0,False,False,False,True,False,2011.0
rP,0.0,False,False,False,True,False,
ra,0.0,True,False,False,True,True,5049.0
rX,0.0,True,False,False,True,False,1.0
r$,0.0,True,False,True,True,True,13.0
r:,0.0,False,False,False,True,True,11.0
"r,",0.0,False,False,False,True,False,209.0
rg,0.0,True,False,True,True,True,303.0
rx,0.0,True,False,False,True,False,442.0
rS,0.0,True,False,False,True,True,198.0
r~,0.0,True,False,False,True,True,
rB,0.0,True,False,True,True,False,
rj,0.0,False,False,False,True,True,780.0
r?,0.0,False,False,False,True,False,
r4,0.0,True,False,True,True,True,
r0,0.0,False,False,False,True,True,
rF,0.0,True,False,True,True,True,
rp,0.0,False,False,False,True,False,856.0
r-,0.0,False,False,False,True,True,9.0
rJ,0.0,False,False,False,True,True,203.0
rf,0.0,True,False,True,True,True,749.0
ru,0.0,False,False,False,True,False,1.0
rW,0.0,True,False,False,True,False,
rw,0.0,True,False,False,True,False,2567.0
rA,0.0,True,False,False,True,True,364.0
r2,0.0,True,False,False,True,True,
r1,0.0,True,False,False,True,True,
r&,0.0,False,False,False,True,True,7.0
ri,0.0,False,False,False,True,False,4689.0
r.,0.0,False,False,False,True,False,27.0
rV,0.0,True,False,True,True,False,11.0
r>,0.0,False,False,False,True,False,
;K,0.0,True,False,False,True,False,
;',0.0,True,False,True,True,False,
;Y,0.0,True,False,False,True,True,
;z,0.0,False,False,False,True,False,1.0
;H,0.0,True,False,False,True,False,
;t,0.0,False,False,False,True,True,2.0
;`,0.0,False,False,False,True,True,
;9,0.0,True,False,False,True,True,
;o,0.0,True,False,False,True,True,3.0
;Q,0.0,False,False,False,True,True,
;h,0.0,True,False,False,True,False,
;U,0.0,True,False,False,True,True,
;*,0.0,True,False,False,True,True,
;%,0.0,False,False,False,True,True,
;},0.0,True,False,True,True,True,
;3,0.0,False,False,False,True,True,
;v,0.0,False,False,False,True,False,
;=,0.0,True,False,True,True,True,
;#,0.0,False,False,False,True,True,
;R,0.0,False,False,False,True,True,
;{,0.0,True,False,True,True,True,
;n,0.0,True,False,False,True,False,2.0
;|,0.0,True,False,True,True,True,
;5,0.0,False,False,False,True,True,
;[,0.0,True,False,True,True,True,
;G,0.0,False,False,False,True,False,1.0
;k,0.0,True,False,False,True,False,6.0
;E,0.0,False,False,False,True,True,
;r,0.0,False,False,False,True,True,3.0
;(,0.0,True,False,False,True,True,
;7,0.0,True,False,False,True,True,
;^,0.0,True,False,False,True,True,
;L,0.0,True,False,False,True,False,
;N,0.0,True,False,False,True,False,
;q,0.0,False,False,False,True,True,
;l,0.0,True,False,False,True,False,4.0
;6,0.0,True,False,False,True,True,
;d,0.0,False,False,False,True,False,
;),0.0,True,False,True,True,True,
;I,0.0,True,False,False,True,True,
;@,0.0,False,False,False,True,True,
;!,0.0,False,False,False,True,True,1.0
;T,0.0,False,False,False,True,True,
;Z,0.0,False,False,False,True,False,
;D,0.0,False,False,False,True,False,1.0
;8,0.0,True,False,False,True,True,
;e,0.0,False,False,False,True,True,
