,Distance,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency
-f,0.0,False,False,False,True,True,278.0
-X,0.0,False,False,False,True,False,
-o,0.0,True,False,False,True,True,291.0
-Y,0.0,True,False,False,True,True,
-H,0.0,True,False,False,True,True,3.0
-$,0.0,False,False,False,True,False,316.0
-^,0.0,True,False,False,True,False,144.0
-{,0.0,True,False,True,True,True,
-x,0.0,False,False,False,True,False,383.0
-*,0.0,True,False,False,True,False,77.0
-J,0.0,True,False,False,True,True,24.0
-[,0.0,True,False,True,True,True,2.0
-6,0.0,True,False,False,True,False,
-P,0.0,True,False,True,True,True,
-|,0.0,True,False,True,True,True,3.0
-z,0.0,False,False,False,True,False,87.0
-V,0.0,False,False,False,True,False,22.0
-_,0.0,True,True,True,True,False,
-T,0.0,False,False,False,True,True,117.0
-R,0.0,False,False,False,True,True,1.0
-%,0.0,False,False,False,True,False,257.0
-?,0.0,True,False,True,True,False,
-u,0.0,True,False,False,True,True,
-n,0.0,True,False,False,True,False,425.0
-G,0.0,False,False,False,True,True,90.0
-},0.0,True,False,True,True,True,
-&,0.0,True,False,False,True,False,89.0
-I,0.0,True,False,False,True,True,
-C,0.0,False,False,False,True,False,7.0
-B,0.0,False,False,False,True,False,
-2,0.0,False,False,False,True,False,
-8,0.0,True,False,False,True,False,
-A,0.0,False,False,False,True,True,387.0
-j,0.0,True,False,False,True,True,452.0
-y,0.0,True,False,False,True,True,
-i,0.0,True,False,False,True,True,233.0
-c,0.0,False,False,False,True,False,127.0
-d,0.0,False,False,False,True,True,308.0
-h,0.0,True,False,False,True,True,226.0
-#,0.0,False,False,False,True,False,878.0
-Z,0.0,False,False,False,True,False,36.0
-9,0.0,True,False,False,True,False,
-@,0.0,False,False,False,True,False,2296.0
-v,0.0,False,False,False,True,False,41.0
-<,0.0,True,False,False,True,False,
-q,0.0,False,False,False,True,True,164.0
-k,0.0,True,False,False,True,True,671.0
-S,0.0,False,False,False,True,True,190.0
-',0.0,True,False,True,True,True,5.0
-b,0.0,False,False,False,True,False,801.0
-N,0.0,True,False,False,True,False,1.0
-g,0.0,False,False,False,True,True,200.0
"-""",0.0,True,False,True,True,True,242.0
-M,0.0,True,False,False,True,False,
-=,0.0,True,False,True,True,False,
aK,0.0,False,False,False,True,False,24049.0
a(,0.0,False,False,False,True,True,140.0
a\,0.0,False,False,False,True,True,2.0
a+,0.0,False,False,False,True,True,49.0
a],0.0,False,False,False,True,True,32.0
aL,0.0,False,False,False,True,False,9.0
aU,0.0,False,False,False,True,True,204213.0
aw,0.0,True,False,False,True,True,205775.0
a`,0.0,True,False,True,True,True,
a1,0.0,True,False,True,True,True,
a),0.0,False,False,False,True,True,145.0
ae,0.0,True,False,False,True,True,36034.0
as,0.0,True,False,False,True,False,255187.0
a:,0.0,False,False,False,True,False,3040.0
aD,0.0,True,False,False,True,False,3390.0
"a,",0.0,False,False,False,True,False,3977.0
a3,0.0,True,False,False,True,True,
al,0.0,False,False,False,True,False,251538.0
a7,0.0,False,False,False,True,True,
a!,0.0,True,False,True,True,True,1324.0
ap,0.0,False,False,False,True,True,83722.0
a>,0.0,False,False,False,True,False,
a~,0.0,True,False,True,True,True,
aO,0.0,False,False,False,True,True,8.0
a5,0.0,True,False,False,True,True,
a0,0.0,False,False,False,True,True,
ar,0.0,True,False,False,True,True,298306.0
a4,0.0,True,False,False,True,True,
a-,0.0,False,False,False,True,True,2601.0
a.,0.0,False,False,False,True,False,4024.0
aW,0.0,True,False,False,True,True,
aE,0.0,True,False,False,True,True,
a;,0.0,False,False,False,True,False,12.0
a/,0.0,False,False,False,True,False,168.0
at,0.0,True,False,False,True,True,240586.0
aQ,0.0,True,False,True,True,True,
aF,0.0,True,False,False,True,False,
am,0.0,False,False,False,True,False,218263.0
af,0.0,True,False,False,True,False,55260.0
aX,0.0,True,False,False,True,False,20.0
ao,0.0,False,False,False,True,True,250664.0
aY,0.0,False,False,False,True,True,
aH,0.0,False,False,False,True,False,3992.0
a$,0.0,True,False,False,True,True,461.0
a^,0.0,False,False,False,True,True,354.0
a{,0.0,False,False,False,True,True,
ax,0.0,True,False,False,True,False,34926.0
a*,0.0,False,False,False,True,True,247.0
aJ,0.0,False,False,False,True,False,14548.0
a[,0.0,False,False,False,True,True,44.0
a6,0.0,False,False,False,True,True,
aP,0.0,False,False,False,True,True,
a|,0.0,False,False,False,True,True,45.0
az,0.0,True,False,True,True,False,55417.0
aV,0.0,True,False,False,True,False,9481.0
a_,0.0,False,False,False,True,True,
aT,0.0,True,False,False,True,True,14851.0
aR,0.0,True,False,False,True,True,8114.0
a%,0.0,True,False,False,True,True,313.0
a?,0.0,False,False,False,True,False,13.0
au,0.0,False,False,False,True,True,195.0
an,0.0,False,False,False,True,False,412853.0
aG,0.0,True,False,False,True,False,10253.0
a},0.0,False,False,False,True,True,
a&,0.0,False,False,False,True,True,203.0
aI,0.0,False,False,False,True,True,
aC,0.0,True,False,False,True,False,5558.0
aB,0.0,True,False,False,True,False,
a2,0.0,True,False,False,True,True,
a8,0.0,False,False,False,True,True,
aA,0.0,True,True,True,True,False,14407.0
aj,0.0,False,False,False,True,False,64261.0
ay,0.0,False,False,False,True,True,8323.0
ai,0.0,False,False,False,True,True,166400.0
ac,0.0,True,False,False,True,False,45164.0
ad,0.0,True,False,False,True,False,146329.0
ah,0.0,False,False,False,True,False,57312.0
a#,0.0,True,False,False,True,True,456.0
aZ,0.0,True,False,True,True,False,3887.0
a9,0.0,False,False,False,True,True,
a@,0.0,True,False,False,True,True,939.0
av,0.0,True,False,False,True,False,11253.0
a<,0.0,False,False,False,True,False,
aq,0.0,True,False,True,True,True,49683.0
ak,0.0,False,False,False,True,False,172189.0
aS,0.0,True,False,False,True,False,25024.0
a',0.0,False,False,False,True,False,279.0
ab,0.0,True,False,False,True,False,190768.0
aN,0.0,False,False,False,True,False,82253.0
ag,0.0,True,False,False,True,False,59445.0
"a""",0.0,False,False,False,True,False,4587.0
aM,0.0,False,False,False,True,False,
a=,0.0,False,False,False,True,True,6.0
.K,0.0,True,False,False,True,False,116.0
.(,0.0,True,False,True,True,False,37.0
.\,0.0,True,False,False,True,False,
.+,0.0,True,False,False,True,False,
.],0.0,True,False,False,True,False,
.L,0.0,True,False,True,True,False,1.0
.U,0.0,True,False,False,True,False,
.w,0.0,False,False,False,True,False,284.0
.`,0.0,False,False,False,True,False,
.1,0.0,False,False,False,True,False,
.),0.0,True,False,False,True,False,243.0
.e,0.0,False,False,False,True,False,100.0
.s,0.0,False,False,False,True,False,267.0
.:,0.0,True,False,False,True,False,30.0
.D,0.0,False,False,False,True,False,23.0
".,",0.0,True,False,False,False,False,3.0
.3,0.0,False,False,False,True,False,
.l,0.0,True,False,True,True,False,204.0
.7,0.0,True,False,False,True,False,
.!,0.0,False,False,False,True,False,153.0
.p,0.0,True,False,False,True,False,373.0
.>,0.0,True,True,True,False,False,
.~,0.0,False,False,False,True,False,
.O,0.0,True,False,True,True,False,
.5,0.0,False,False,False,True,False,
.0,0.0,True,False,False,True,False,
.r,0.0,False,False,False,True,False,50.0
.4,0.0,False,False,False,True,False,
.-,0.0,True,False,False,True,False,43.0
.a,0.0,False,False,False,True,False,1941.0
.W,0.0,False,False,False,True,False,
.E,0.0,False,False,False,True,False,
.;,0.0,True,False,False,True,False,1.0
./,0.0,True,False,False,False,False,1.0
.t,0.0,False,False,False,True,False,241.0
.Q,0.0,False,False,False,True,False,
.F,0.0,False,False,False,True,False,
.m,0.0,True,False,False,False,False,646.0
.f,0.0,False,False,False,True,False,80.0
.X,0.0,False,False,False,False,False,
.o,0.0,True,False,True,True,False,203.0
.Y,0.0,True,False,False,True,False,
.H,0.0,True,False,False,True,False,3.0
.$,0.0,False,False,False,True,False,127.0
.^,0.0,True,False,False,True,False,89.0
.{,0.0,True,False,False,True,False,
.x,0.0,False,False,False,False,False,188.0
.*,0.0,True,False,False,True,False,43.0
.J,0.0,True,False,False,True,False,9.0
.[,0.0,True,False,False,True,False,
.6,0.0,True,False,False,True,False,
.P,0.0,True,False,False,True,False,
.|,0.0,True,False,False,True,False,
.z,0.0,False,False,False,False,False,43.0
.V,0.0,False,False,False,False,False,8.0
._,0.0,True,False,False,True,False,
.T,0.0,False,False,False,True,False,16.0
.R,0.0,False,False,False,True,False,
.%,0.0,False,False,False,True,False,200.0
.?,0.0,True,False,False,False,False,1.0
.u,0.0,True,False,False,True,False,
.n,0.0,True,False,False,False,False,115.0
.G,0.0,False,False,False,True,False,37.0
.},0.0,True,False,False,True,False,
.&,0.0,True,False,False,True,False,60.0
.I,0.0,True,False,False,True,False,
.C,0.0,False,False,False,False,False,9.0
.B,0.0,False,False,False,False,False,
.2,0.0,False,False,False,True,False,
.8,0.0,True,False,False,True,False,
.A,0.0,False,False,False,True,False,384.0
.j,0.0,True,False,False,True,False,346.0
.y,0.0,True,False,False,True,False,1.0
.i,0.0,True,False,False,True,False,298.0
.c,0.0,False,False,False,False,False,68.0
.d,0.0,False,False,False,True,False,155.0
.h,0.0,True,False,False,True,False,81.0
.#,0.0,False,False,False,True,False,137.0
.Z,0.0,False,False,False,False,False,22.0
.9,0.0,True,False,True,True,False,
.@,0.0,False,False,False,True,False,148.0
.v,0.0,False,False,False,False,False,15.0
.<,0.0,True,False,False,False,False,
.q,0.0,False,False,False,True,False,61.0
.k,0.0,True,False,False,True,False,451.0
.S,0.0,False,False,False,True,False,50.0
.',0.0,True,False,False,True,False,2.0
.b,0.0,False,False,False,False,False,603.0
.N,0.0,True,False,False,False,False,
.g,0.0,False,False,False,True,False,44.0
".""",0.0,True,False,False,True,False,508.0
.M,0.0,True,False,False,False,False,
.=,0.0,True,False,False,True,False,
WK,0.0,False,False,False,True,True,
W(,0.0,False,False,False,True,True,
W\,0.0,False,False,False,True,False,
W+,0.0,False,False,False,True,True,
W],0.0,False,False,False,True,False,
WL,0.0,False,False,False,True,True,
WU,0.0,False,False,False,True,False,
Ww,0.0,True,True,True,True,False,
W`,0.0,True,False,False,True,True,
W1,0.0,True,False,False,True,True,
W),0.0,False,False,False,True,True,
We,0.0,True,False,False,True,False,
Ws,0.0,True,False,True,True,True,
W:,0.0,False,False,False,True,True,
WD,0.0,True,False,False,True,True,
"W,",0.0,False,False,False,True,False,
W3,0.0,True,False,False,True,True,
Wl,0.0,False,False,False,True,True,
W7,0.0,False,False,False,True,True,
W!,0.0,True,False,False,True,True,
Wp,0.0,False,False,False,True,False,
W>,0.0,False,False,False,True,False,
W~,0.0,True,False,False,True,True,
WO,0.0,False,False,False,True,False,
W5,0.0,True,False,False,True,True,
W0,0.0,False,False,False,True,True,
Wr,0.0,True,False,False,True,False,
W4,0.0,True,False,False,True,True,
W-,0.0,False,False,False,True,True,
Wa,0.0,True,False,False,True,True,
W.,0.0,False,False,False,True,False,
WE,0.0,True,False,False,True,False,
W;,0.0,False,False,False,True,True,
W/,0.0,False,False,False,True,False,
Wt,0.0,True,False,False,True,False,
WQ,0.0,True,False,False,True,False,
WF,0.0,True,False,False,True,True,
Wm,0.0,False,False,False,True,False,
Wf,0.0,True,False,False,True,True,
WX,0.0,True,False,True,True,False,
Wo,0.0,False,False,False,True,False,
WY,0.0,False,False,False,True,False,
WH,0.0,False,False,False,True,True,
W$,0.0,True,False,False,True,True,
W^,0.0,False,False,False,True,True,
W{,0.0,False,False,False,True,False,
Wx,0.0,True,False,True,True,False,
W*,0.0,False,False,False,True,True,
WJ,0.0,False,False,False,True,True,
W[,0.0,False,False,False,True,False,
W6,0.0,False,False,False,True,True,
WP,0.0,False,False,False,True,False,
W|,0.0,False,False,False,True,False,
Wz,0.0,True,False,False,True,False,
WV,0.0,True,False,False,True,False,
W_,0.0,False,False,False,True,True,
WT,0.0,True,False,False,True,False,
WR,0.0,True,False,False,True,False,
W%,0.0,True,False,False,True,True,
W?,0.0,False,False,False,True,False,
Wu,0.0,False,False,False,True,False,
Wn,0.0,False,False,False,True,False,
WG,0.0,True,False,False,True,True,
W},0.0,False,False,False,True,False,
W&,0.0,False,False,False,True,True,
WI,0.0,False,False,False,True,False,
WC,0.0,True,False,False,True,False,
WB,0.0,True,False,False,True,False,
W2,0.0,True,False,True,True,True,
W8,0.0,False,False,False,True,True,
WA,0.0,True,False,False,True,True,
Wj,0.0,False,False,False,True,True,
Wy,0.0,False,False,False,True,False,
Wi,0.0,False,False,False,True,False,
Wc,0.0,True,False,False,True,False,
Wd,0.0,True,False,False,True,True,
Wh,0.0,False,False,False,True,True,
W#,0.0,True,False,False,True,True,
WZ,0.0,True,False,False,True,False,
W9,0.0,False,False,False,True,True,
W@,0.0,True,False,True,True,True,
Wv,0.0,True,False,False,True,False,
W<,0.0,False,False,False,True,False,
Wq,0.0,True,False,False,True,False,
Wk,0.0,False,False,False,True,True,
WS,0.0,True,False,True,True,True,
W',0.0,False,False,False,True,True,
Wb,0.0,True,False,False,True,False,
WN,0.0,False,False,False,True,False,
Wg,0.0,True,False,False,True,True,
"W""",0.0,False,False,False,True,True,
WM,0.0,False,False,False,True,False,
W=,0.0,False,False,False,True,True,
EK,0.0,False,False,False,True,True,
E(,0.0,False,False,False,True,True,
E\,0.0,False,False,False,True,False,
E+,0.0,False,False,False,True,True,
E],0.0,False,False,False,True,False,
EL,0.0,False,False,False,True,True,
EU,0.0,False,False,False,True,False,
Ew,0.0,True,False,False,True,False,
E`,0.0,True,False,False,True,True,
E1,0.0,True,False,False,True,True,
E),0.0,False,False,False,True,True,
Ee,0.0,True,True,True,True,False,
Es,0.0,True,False,False,True,True,
E:,0.0,False,False,False,True,True,
ED,0.0,True,False,True,True,True,
"E,",0.0,False,False,False,True,False,
E3,0.0,True,False,True,True,True,
El,0.0,False,False,False,True,True,
E7,0.0,False,False,False,True,True,
E!,0.0,True,False,False,True,True,
Ep,0.0,False,False,False,True,False,
E>,0.0,False,False,False,True,False,
E~,0.0,True,False,False,True,True,
EO,0.0,False,False,False,True,False,
E5,0.0,True,False,False,True,True,
E0,0.0,False,False,False,True,True,
Er,0.0,True,False,False,True,False,
E4,0.0,True,False,False,True,True,
E-,0.0,False,False,False,True,True,
Ea,0.0,True,False,False,True,True,
E.,0.0,False,False,False,True,False,
EW,0.0,True,False,False,True,False,
E;,0.0,False,False,False,True,True,
E/,0.0,False,False,False,True,False,
Et,0.0,True,False,False,True,False,
EQ,0.0,True,False,False,True,False,
EF,0.0,True,False,False,True,True,
Em,0.0,False,False,False,True,False,
Ef,0.0,True,False,False,True,True,
EX,0.0,True,False,False,True,False,
Eo,0.0,False,False,False,True,False,
EY,0.0,False,False,False,True,False,
EH,0.0,False,False,False,True,True,
E$,0.0,True,False,False,True,True,
E^,0.0,False,False,False,True,True,
E{,0.0,False,False,False,True,False,
Ex,0.0,True,False,False,True,False,
E*,0.0,False,False,False,True,True,
EJ,0.0,False,False,False,True,True,
E[,0.0,False,False,False,True,False,
E6,0.0,False,False,False,True,True,
EP,0.0,False,False,False,True,False,
E|,0.0,False,False,False,True,False,
Ez,0.0,True,False,False,True,False,
EV,0.0,True,False,False,True,False,
E_,0.0,False,False,False,True,True,
ET,0.0,True,False,False,True,False,
ER,0.0,True,False,False,True,False,
E%,0.0,True,False,False,True,True,
E?,0.0,False,False,False,True,False,
Eu,0.0,False,False,False,True,False,
En,0.0,False,False,False,True,False,
EG,0.0,True,False,False,True,True,
E},0.0,False,False,False,True,False,
E&,0.0,False,False,False,True,True,
EI,0.0,False,False,False,True,False,
EC,0.0,True,False,True,True,False,
EB,0.0,True,False,False,True,False,
E2,0.0,True,False,False,True,True,
E8,0.0,False,False,False,True,True,
EA,0.0,True,False,False,True,True,
Ej,0.0,False,False,False,True,True,
Ey,0.0,False,False,False,True,False,
Ei,0.0,False,False,False,True,False,
Ec,0.0,True,False,True,True,False,
Ed,0.0,True,False,True,True,True,
Eh,0.0,False,False,False,True,True,
E#,0.0,True,False,True,True,True,
EZ,0.0,True,False,False,True,False,
E9,0.0,False,False,False,True,True,
E@,0.0,True,False,False,True,True,
Ev,0.0,True,False,False,True,False,
E<,0.0,False,False,False,True,False,
Eq,0.0,True,False,False,True,False,
Ek,0.0,False,False,False,True,True,
ES,0.0,True,False,False,True,True,
E',0.0,False,False,False,True,True,
Eb,0.0,True,False,False,True,False,
EN,0.0,False,False,False,True,False,
Eg,0.0,True,False,False,True,True,
"E""",0.0,False,False,False,True,True,
EM,0.0,False,False,False,True,False,
E=,0.0,False,False,False,True,True,
;K,0.0,True,False,False,True,False,
;(,0.0,True,False,False,True,True,
;\,0.0,True,False,True,True,True,
;+,0.0,True,False,True,True,True,
;],0.0,True,False,True,True,True,
;L,0.0,True,False,False,True,False,1.0
;U,0.0,True,False,False,True,True,
;w,0.0,False,False,False,True,True,1.0
;`,0.0,False,False,False,True,True,
;1,0.0,False,False,False,True,True,
;),0.0,True,False,True,True,True,
;e,0.0,False,False,False,True,True,1.0
;s,0.0,False,False,False,True,False,1.0
;:,0.0,True,True,True,True,False,
;D,0.0,False,False,False,True,False,
";,",0.0,True,False,False,True,False,
;3,0.0,False,False,False,True,True,
;l,0.0,True,False,False,True,False,1.0
;7,0.0,True,False,False,True,True,
;!,0.0,False,False,False,True,True,
;p,0.0,True,False,True,True,True,
;>,0.0,True,False,False,True,False,
;~,0.0,False,False,False,True,True,
;O,0.0,True,False,False,True,True,
;5,0.0,False,False,False,True,True,
;0,0.0,True,False,True,True,True,
;r,0.0,False,False,False,True,True,2.0
;4,0.0,False,False,False,True,True,
;-,0.0,True,False,True,True,True,62.0
;a,0.0,False,False,False,True,False,3.0
;.,0.0,True,False,False,True,False,1.0
;W,0.0,False,False,False,True,True,
;E,0.0,False,False,False,True,True,
;/,0.0,True,False,True,True,False,
;t,0.0,False,False,False,True,True,1.0
;Q,0.0,False,False,False,True,True,
;F,0.0,False,False,False,True,False,
;m,0.0,True,False,False,True,False,2.0
;f,0.0,False,False,False,True,False,
;X,0.0,False,False,False,True,False,
;o,0.0,True,False,False,True,True,1.0
;Y,0.0,True,False,False,True,True,
;H,0.0,True,False,False,True,False,
;$,0.0,False,False,False,True,True,4.0
;^,0.0,True,False,False,True,True,2.0
;{,0.0,True,False,True,True,True,
;x,0.0,False,False,False,True,False,1.0
;*,0.0,True,False,False,True,True,
;J,0.0,True,False,False,True,False,
;[,0.0,True,False,True,True,True,
;6,0.0,True,False,False,True,True,
;P,0.0,True,False,True,True,True,
;|,0.0,True,False,True,True,True,
;z,0.0,False,False,False,True,False,
;V,0.0,False,False,False,True,False,
;_,0.0,True,False,True,True,True,
;T,0.0,False,False,False,True,True,
;R,0.0,False,False,False,True,True,
;%,0.0,False,False,False,True,True,
;?,0.0,True,False,True,True,False,
;u,0.0,True,False,False,True,True,
;n,0.0,True,False,False,True,False,
;G,0.0,False,False,False,True,False,1.0
;},0.0,True,False,True,True,True,
;&,0.0,True,False,False,True,True,4.0
;I,0.0,True,False,False,True,True,
;C,0.0,False,False,False,True,False,
;B,0.0,False,False,False,True,False,
;2,0.0,False,False,False,True,True,
;8,0.0,True,False,False,True,True,
;A,0.0,False,False,False,True,False,1.0
;j,0.0,True,False,False,True,False,
;y,0.0,True,False,False,True,True,
;i,0.0,True,False,False,True,True,1.0
;c,0.0,False,False,False,True,False,
;d,0.0,False,False,False,True,False,
;h,0.0,True,False,False,True,False,
;#,0.0,False,False,False,True,True,2.0
;Z,0.0,False,False,False,True,False,
;9,0.0,True,False,False,True,True,
;@,0.0,False,False,False,True,True,5.0
;v,0.0,False,False,False,True,False,
;<,0.0,True,False,False,True,False,
;q,0.0,False,False,False,True,True,
;k,0.0,True,False,False,True,False,1.0
;S,0.0,False,False,False,True,False,
;',0.0,True,False,True,True,False,
;b,0.0,False,False,False,True,False,2.0
;N,0.0,True,False,False,True,False,
;g,0.0,False,False,False,True,False,1.0
";""",0.0,True,False,True,True,False,3.0
;M,0.0,True,False,False,True,False,
;=,0.0,True,False,True,True,True,
/K,0.0,True,False,False,True,False,25.0
/(,0.0,True,False,False,True,False,14.0
/\,0.0,True,False,True,True,False,
/+,0.0,True,False,True,True,False,
/],0.0,True,False,True,True,False,
/L,0.0,True,False,False,True,False,1.0
/U,0.0,True,False,False,True,False,
/w,0.0,False,False,False,True,False,31.0
/`,0.0,False,False,False,True,False,
/1,0.0,False,False,False,True,False,
/),0.0,True,False,True,True,False,9.0
/e,0.0,False,False,False,True,False,34.0
/s,0.0,False,False,False,True,False,178.0
/:,0.0,True,False,True,True,False,1.0
/D,0.0,False,False,False,True,False,20.0
"/,",0.0,True,False,False,False,False,
/3,0.0,False,False,False,True,False,
/l,0.0,True,False,False,True,False,51.0
/7,0.0,True,False,False,True,False,
/!,0.0,False,False,False,True,False,129.0
/p,0.0,True,False,True,True,False,68.0
/>,0.0,True,False,False,False,False,
/~,0.0,False,False,False,True,False,
/O,0.0,True,False,False,True,False,
/5,0.0,False,False,False,True,False,
/0,0.0,True,False,True,True,False,
/r,0.0,False,False,False,True,False,62.0
/4,0.0,False,False,False,True,False,
/-,0.0,True,False,True,True,False,
/a,0.0,False,False,False,True,False,240.0
/.,0.0,True,False,False,False,False,3.0
/W,0.0,False,False,False,True,False,
/E,0.0,False,False,False,True,False,
/;,0.0,True,False,True,True,False,
/t,0.0,False,False,False,True,False,83.0
/Q,0.0,False,False,False,True,False,
/F,0.0,False,False,False,True,False,
/m,0.0,True,False,False,False,False,186.0
/f,0.0,False,False,False,True,False,68.0
/X,0.0,False,False,False,False,False,
/o,0.0,True,False,False,True,False,37.0
/Y,0.0,True,False,False,True,False,
/H,0.0,True,False,False,True,False,
/$,0.0,False,False,False,True,False,36.0
/^,0.0,True,False,False,True,False,43.0
/{,0.0,True,False,True,True,False,
/x,0.0,False,False,False,False,False,45.0
/*,0.0,True,False,False,True,False,32.0
/J,0.0,True,False,False,True,False,2.0
/[,0.0,True,False,True,True,False,
/6,0.0,True,False,False,True,False,
/P,0.0,True,False,True,True,False,
/|,0.0,True,False,True,True,False,
/z,0.0,False,False,False,False,False,19.0
/V,0.0,False,False,False,False,False,
/_,0.0,True,False,True,True,False,
/T,0.0,False,False,False,True,False,20.0
/R,0.0,False,False,False,True,False,
/%,0.0,False,False,False,True,False,30.0
/?,0.0,True,True,True,False,False,
/u,0.0,True,False,False,True,False,
/n,0.0,True,False,False,False,False,85.0
/G,0.0,False,False,False,True,False,12.0
/},0.0,True,False,True,True,False,
/&,0.0,True,False,False,True,False,24.0
/I,0.0,True,False,False,True,False,
/C,0.0,False,False,False,False,False,1.0
/B,0.0,False,False,False,False,False,
/2,0.0,False,False,False,True,False,
/8,0.0,True,False,False,True,False,
/A,0.0,False,False,False,True,False,30.0
/j,0.0,True,False,False,True,False,128.0
/y,0.0,True,False,False,True,False,
/i,0.0,True,False,False,True,False,44.0
/c,0.0,False,False,False,False,False,36.0
/d,0.0,False,False,False,True,False,88.0
/h,0.0,True,False,False,True,False,17.0
/#,0.0,False,False,False,True,False,54.0
/Z,0.0,False,False,False,False,False,8.0
/9,0.0,True,False,False,True,False,
/@,0.0,False,False,False,True,False,130.0
/v,0.0,False,False,False,False,False,6.0
/<,0.0,True,False,False,False,False,
/q,0.0,False,False,False,True,False,13.0
/k,0.0,True,False,False,True,False,121.0
/S,0.0,False,False,False,True,False,10.0
/',0.0,True,False,True,True,False,
/b,0.0,False,False,False,False,False,94.0
/N,0.0,True,False,False,False,False,
/g,0.0,False,False,False,True,False,24.0
"/""",0.0,True,False,True,True,False,6.0
/M,0.0,True,False,False,False,False,
/=,0.0,True,False,True,True,False,
tK,0.0,False,False,False,True,True,16826.0
t(,0.0,False,False,False,True,True,405.0
t\,0.0,False,False,False,True,False,
t+,0.0,False,False,False,True,True,26.0
t],0.0,False,False,False,True,False,9.0
tL,0.0,False,False,False,True,True,4.0
tU,0.0,False,False,False,True,False,362.0
tw,0.0,True,False,False,True,False,167808.0
t`,0.0,True,False,False,True,True,
t1,0.0,True,False,False,True,True,
t),0.0,False,False,False,True,True,14.0
te,0.0,True,False,False,True,False,34198.0
ts,0.0,True,False,False,True,True,21213.0
t:,0.0,False,False,False,True,True,999.0
tD,0.0,True,False,False,True,True,477.0
"t,",0.0,False,False,False,True,False,1905.0
t3,0.0,True,False,False,True,True,
tl,0.0,False,False,False,True,True,16722.0
t7,0.0,False,False,False,True,True,
t!,0.0,True,False,False,True,True,1801.0
tp,0.0,False,False,False,True,False,13086.0
t>,0.0,False,False,False,True,False,
t~,0.0,True,False,False,True,True,
tO,0.0,False,False,False,True,False,1.0
t5,0.0,True,False,True,True,True,
t0,0.0,False,False,False,True,True,
tr,0.0,True,False,True,True,False,47730.0
t4,0.0,True,False,True,True,True,
t-,0.0,False,False,False,True,True,713.0
ta,0.0,True,False,False,True,True,205413.0
t.,0.0,False,False,False,True,False,474.0
tW,0.0,True,False,False,True,False,
tE,0.0,True,False,False,True,False,
t;,0.0,False,False,False,True,True,2.0
t/,0.0,False,False,False,True,False,149.0
tQ,0.0,True,False,False,True,False,
tF,0.0,True,False,True,True,True,
tm,0.0,False,False,False,True,False,74706.0
tf,0.0,True,False,True,True,True,9786.0
tX,0.0,True,False,False,True,False,1.0
to,0.0,False,False,False,True,False,55619.0
tY,0.0,False,False,False,True,False,
tH,0.0,False,False,False,True,True,124853.0
t$,0.0,True,False,True,True,True,694.0
t^,0.0,False,False,False,True,True,587.0
t{,0.0,False,False,False,True,False,
tx,0.0,True,False,False,True,False,14634.0
t*,0.0,False,False,False,True,True,445.0
tJ,0.0,False,False,False,True,True,1086.0
t[,0.0,False,False,False,True,False,14.0
t6,0.0,False,False,False,True,True,
tP,0.0,False,False,False,True,False,
t|,0.0,False,False,False,True,False,21.0
tz,0.0,True,False,False,True,False,2568.0
tV,0.0,True,False,True,True,False,5393.0
t_,0.0,False,False,False,True,True,
tT,0.0,True,True,True,True,False,484.0
tR,0.0,True,False,True,True,False,507.0
t%,0.0,True,False,True,True,True,714.0
t?,0.0,False,False,False,True,False,3.0
tu,0.0,False,False,False,True,False,47.0
tn,0.0,False,False,False,True,False,44454.0
tG,0.0,True,False,True,True,True,1532.0
t},0.0,False,False,False,True,False,
t&,0.0,False,False,False,True,True,513.0
tI,0.0,False,False,False,True,False,
tC,0.0,True,False,False,True,False,296.0
tB,0.0,True,False,True,True,False,
t2,0.0,True,False,False,True,True,
t8,0.0,False,False,False,True,True,
tA,0.0,True,False,False,True,True,3680.0
tj,0.0,False,False,False,True,True,14401.0
ty,0.0,False,False,False,True,False,86531.0
ti,0.0,False,False,False,True,False,121678.0
tc,0.0,True,False,False,True,False,2269.0
td,0.0,True,False,False,True,True,12704.0
th,0.0,False,False,False,True,True,22844.0
t#,0.0,True,False,False,True,True,797.0
tZ,0.0,True,False,False,True,False,1409.0
t9,0.0,False,False,False,True,True,
t@,0.0,True,False,False,True,True,1609.0
tv,0.0,True,False,True,True,False,780.0
t<,0.0,False,False,False,True,False,
tq,0.0,True,False,False,True,False,11416.0
tk,0.0,False,False,False,True,True,92910.0
tS,0.0,True,False,False,True,True,13503.0
t',0.0,False,False,False,True,True,87.0
tb,0.0,True,False,True,True,False,34761.0
tN,0.0,False,False,False,True,False,2.0
tg,0.0,True,False,True,True,True,6381.0
"t""",0.0,False,False,False,True,True,833.0
tM,0.0,False,False,False,True,False,
t=,0.0,False,False,False,True,True,
QK,0.0,False,False,False,True,True,
Q(,0.0,False,False,False,True,True,
Q\,0.0,False,False,False,True,False,
Q+,0.0,False,False,False,True,True,
Q],0.0,False,False,False,True,False,
QL,0.0,False,False,False,True,True,
QU,0.0,False,False,False,True,False,
Qw,0.0,True,False,False,True,False,
Q`,0.0,True,False,True,True,True,
Q1,0.0,True,False,True,True,True,
Q),0.0,False,False,False,True,True,
Qe,0.0,True,False,False,True,False,
Qs,0.0,True,False,False,True,True,
