,Distance,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency
m8,0.0,True,False,False,True,False,
m<,0.0,True,False,False,False,False,
mW,0.0,False,False,False,True,False,
mi,0.0,True,False,False,True,False,7739.0
mq,0.0,False,False,False,True,False,556.0
mN,0.0,True,False,True,False,False,1.0
mp,0.0,True,False,False,True,False,282.0
m7,0.0,True,False,True,True,False,
mz,0.0,False,False,False,False,False,207.0
m|,0.0,True,False,False,True,False,
mS,0.0,False,False,False,True,False,198.0
mK,0.0,True,False,False,True,False,301.0
m},0.0,True,False,False,True,False,
mU,0.0,True,False,True,True,False,38.0
mB,0.0,False,False,False,False,False,
m[,0.0,True,False,False,True,False,
mC,0.0,False,False,False,False,False,102.0
m{,0.0,True,False,False,True,False,
mD,0.0,False,False,False,True,False,20.0
m#,0.0,False,False,False,True,False,1.0
mc,0.0,False,False,False,False,False,62.0
m>,0.0,True,False,False,False,False,
mg,0.0,False,False,False,True,False,189.0
mF,0.0,False,False,False,True,False,
ms,0.0,False,False,False,True,False,1013.0
my,0.0,True,False,True,True,False,69.0
mX,0.0,False,False,False,False,False,
mY,0.0,True,False,True,True,False,
m!,0.0,False,False,False,True,False,7.0
mJ,0.0,True,False,True,True,False,100.0
mb,0.0,False,False,False,False,False,592.0
ma,0.0,False,False,False,True,False,3624.0
mI,0.0,True,False,False,True,False,
mV,0.0,False,False,False,False,False,59.0
mT,0.0,False,False,False,True,False,66.0
mv,0.0,False,False,False,False,False,335.0
mk,0.0,True,False,False,True,False,1457.0
m1,0.0,False,False,False,True,False,
m$,0.0,False,False,False,True,False,2.0
me,0.0,False,False,False,True,False,782.0
mM,0.0,True,True,True,False,False,
m`,0.0,False,False,False,True,False,
m-,0.0,True,False,False,True,False,8.0
m3,0.0,False,False,False,True,False,
mR,0.0,False,False,False,True,False,7.0
m^,0.0,True,False,True,True,False,
mE,0.0,False,False,False,True,False,
mZ,0.0,False,False,False,False,False,143.0
mn,0.0,True,False,True,False,False,1309.0
m.,0.0,True,False,False,False,False,25.0
m~,0.0,False,False,False,True,False,
mP,0.0,True,False,False,True,False,
m9,0.0,True,False,False,True,False,
m+,0.0,True,False,False,True,False,
mj,0.0,True,False,True,True,False,418.0
mG,0.0,False,False,False,True,False,165.0
m*,0.0,True,False,False,True,False,
ml,0.0,True,False,False,True,False,1368.0
mf,0.0,False,False,False,True,False,125.0
m&,0.0,True,False,True,True,False,4.0
m%,0.0,False,False,False,True,False,4.0
m0,0.0,True,False,False,True,False,
mO,0.0,True,False,False,True,False,8.0
m5,0.0,False,False,False,True,False,
mr,0.0,False,False,False,True,False,1137.0
m:,0.0,True,False,False,True,False,3.0
Ou,0.0,True,False,False,True,False,
O\,0.0,True,False,False,True,False,
OA,0.0,False,False,False,True,True,
"O""",0.0,True,False,False,True,True,2.0
O6,0.0,True,False,False,True,True,
Oh,0.0,True,False,False,True,True,
Oo,0.0,True,True,True,True,False,5.0
O/,0.0,True,False,False,True,False,
Ow,0.0,False,False,False,True,False,4.0
O;,0.0,True,False,False,True,True,
OH,0.0,True,False,False,True,True,
O_,0.0,True,False,False,True,True,
"O,",0.0,True,False,False,True,False,
OL,0.0,True,False,True,True,True,
OQ,0.0,False,False,False,True,False,
O@,0.0,False,False,False,True,True,
O2,0.0,False,False,False,True,True,
O=,0.0,True,False,False,True,True,
Ot,0.0,False,False,False,True,False,
Ox,0.0,False,False,False,True,False,2.0
O],0.0,True,False,False,True,False,
O),0.0,True,False,False,True,True,
O',0.0,True,False,False,True,True,
O4,0.0,False,False,False,True,True,
Od,0.0,False,False,False,True,True,
O(,0.0,True,False,True,True,True,
O?,0.0,True,False,False,True,False,
O8,0.0,True,False,False,True,True,
O<,0.0,True,False,False,True,False,
OW,0.0,False,False,False,True,False,
Oi,0.0,True,False,False,True,False,
Oq,0.0,False,False,False,True,False,
ON,0.0,True,False,False,True,False,
Op,0.0,True,False,False,True,False,1.0
O7,0.0,True,False,False,True,True,
Oz,0.0,False,False,False,True,False,
O|,0.0,True,False,False,True,False,
OS,0.0,False,False,False,True,True,
OK,0.0,True,False,False,True,True,
O},0.0,True,False,False,True,False,
OU,0.0,True,False,False,True,False,
OB,0.0,False,False,False,True,False,
O[,0.0,True,False,False,True,False,
OC,0.0,False,False,False,True,False,
O{,0.0,True,False,False,True,False,
OD,0.0,False,False,False,True,True,
O#,0.0,False,False,False,True,True,
Oc,0.0,False,False,False,True,False,
O>,0.0,True,False,True,True,False,
Og,0.0,False,False,False,True,True,
OF,0.0,False,False,False,True,True,
Os,0.0,False,False,False,True,True,1.0
Oy,0.0,True,False,False,True,False,1.0
OX,0.0,False,False,False,True,False,
OY,0.0,True,False,False,True,False,
O!,0.0,False,False,False,True,True,
OJ,0.0,True,False,False,True,True,
Ob,0.0,False,False,False,True,False,4.0
Oa,0.0,False,False,False,True,True,17.0
OI,0.0,True,False,False,True,False,
OV,0.0,False,False,False,True,False,
OT,0.0,False,False,False,True,False,
Ov,0.0,False,False,False,True,False,
Ok,0.0,True,False,False,True,True,8.0
O1,0.0,False,False,False,True,True,
O$,0.0,False,False,False,True,True,
Oe,0.0,False,False,False,True,False,
OM,0.0,True,False,False,True,False,
O`,0.0,False,False,False,True,True,
O-,0.0,True,False,False,True,True,
O3,0.0,False,False,False,True,True,
OR,0.0,False,False,False,True,False,
O^,0.0,True,False,False,True,True,
OE,0.0,False,False,False,True,False,
OZ,0.0,False,False,False,True,False,
On,0.0,True,False,False,True,False,
O.,0.0,True,False,True,True,False,1.0
O~,0.0,False,False,False,True,True,
OP,0.0,True,False,False,True,False,
O9,0.0,True,False,True,True,True,
O+,0.0,True,False,False,True,True,
Oj,0.0,True,False,False,True,True,
OG,0.0,False,False,False,True,True,
O*,0.0,True,False,False,True,True,
Ol,0.0,True,False,True,True,True,1.0
Of,0.0,False,False,False,True,True,1.0
O&,0.0,True,False,False,True,True,
O%,0.0,False,False,False,True,True,
O0,0.0,True,False,False,True,True,
Om,0.0,True,False,False,True,False,1.0
O5,0.0,False,False,False,True,True,
Or,0.0,False,False,False,True,False,1.0
O:,0.0,True,False,False,True,True,
5u,0.0,False,False,False,True,True,
5\,0.0,False,False,False,True,True,
5A,0.0,True,False,False,True,True,
"5""",0.0,False,False,False,True,True,
56,0.0,False,False,False,True,False,
5h,0.0,False,False,False,True,True,
5o,0.0,False,False,False,True,True,
5/,0.0,False,False,False,True,False,
5w,0.0,True,False,False,True,True,
5;,0.0,False,False,False,True,True,
5H,0.0,False,False,False,True,True,
5_,0.0,False,False,False,True,False,
"5,",0.0,False,False,False,True,False,
5L,0.0,False,False,False,True,True,
5Q,0.0,True,False,False,True,True,
5@,0.0,True,False,False,True,False,
52,0.0,True,False,False,True,False,
5=,0.0,False,False,False,True,False,
5t,0.0,True,False,True,True,True,
5x,0.0,True,False,False,True,False,
5],0.0,False,False,False,True,True,
5),0.0,False,False,False,True,False,
5',0.0,False,False,False,True,True,
54,0.0,True,False,True,True,False,
5d,0.0,True,False,False,True,True,
5(,0.0,False,False,False,True,False,
5?,0.0,False,False,False,True,False,
58,0.0,False,False,False,True,False,
5<,0.0,False,False,False,True,False,
5W,0.0,True,False,False,True,True,
5i,0.0,False,False,False,True,True,
5q,0.0,True,False,False,True,True,
5N,0.0,False,False,False,True,False,
5p,0.0,False,False,False,True,True,
57,0.0,False,False,False,True,False,
5z,0.0,True,False,False,True,False,
5|,0.0,False,False,False,True,True,
5S,0.0,True,False,False,True,True,
5K,0.0,False,False,False,True,True,
5},0.0,False,False,False,True,True,
5U,0.0,False,False,False,True,True,
5B,0.0,True,False,True,True,False,
5[,0.0,False,False,False,True,True,
5C,0.0,True,False,False,True,False,
5{,0.0,False,False,False,True,True,
5D,0.0,True,False,False,True,True,
5#,0.0,True,False,False,True,False,
5c,0.0,True,False,False,True,False,
5>,0.0,False,False,False,True,False,
5g,0.0,True,False,True,True,True,
5F,0.0,True,False,True,True,True,
5s,0.0,True,False,False,True,True,
5y,0.0,False,False,False,True,True,
5X,0.0,True,False,False,True,False,
5Y,0.0,False,False,False,True,True,
5!,0.0,True,False,False,True,False,
5J,0.0,False,False,False,True,True,
5b,0.0,True,False,True,True,False,
5a,0.0,True,False,False,True,True,
5I,0.0,False,False,False,True,True,
5V,0.0,True,False,True,True,False,
5T,0.0,True,False,True,True,True,
5v,0.0,True,False,True,True,False,
5k,0.0,False,False,False,True,True,
51,0.0,True,False,False,True,False,
5$,0.0,True,False,True,True,False,
5e,0.0,True,False,False,True,True,
5M,0.0,False,False,False,True,False,
5`,0.0,True,False,False,True,False,
5-,0.0,False,False,False,True,False,
53,0.0,True,False,False,True,False,
5R,0.0,True,False,True,True,True,
5^,0.0,False,False,False,True,False,
5E,0.0,True,False,False,True,True,
5Z,0.0,True,False,False,True,False,
5n,0.0,False,False,False,True,False,
5.,0.0,False,False,False,True,False,
5~,0.0,True,False,False,True,False,
5P,0.0,False,False,False,True,True,
59,0.0,False,False,False,True,False,
5+,0.0,False,False,False,True,False,
5j,0.0,False,False,False,True,True,
5G,0.0,True,False,True,True,True,
5*,0.0,False,False,False,True,False,
5l,0.0,False,False,False,True,True,
5f,0.0,True,False,True,True,True,
5&,0.0,False,False,False,True,False,
5%,0.0,True,True,True,True,False,
50,0.0,False,False,False,True,False,
5m,0.0,False,False,False,True,False,
5O,0.0,False,False,False,True,True,
5r,0.0,True,False,True,True,True,
5:,0.0,False,False,False,True,True,
ru,0.0,False,False,False,True,False,1.0
r\,0.0,False,False,False,True,False,
rA,0.0,True,False,False,True,True,364.0
"r""",0.0,False,False,False,True,True,62.0
r6,0.0,False,False,False,True,True,
rh,0.0,False,False,False,True,True,545.0
ro,0.0,False,False,False,True,False,2220.0
r/,0.0,False,False,False,True,False,3.0
rw,0.0,True,False,False,True,False,2567.0
r;,0.0,False,False,False,True,True,4.0
rH,0.0,False,False,False,True,True,14.0
r_,0.0,False,False,False,True,True,
"r,",0.0,False,False,False,True,False,209.0
rL,0.0,False,False,False,True,True,
rQ,0.0,True,False,False,True,False,
r@,0.0,True,False,False,True,True,71.0
r2,0.0,True,False,False,True,True,
r=,0.0,False,False,False,True,True,
rt,0.0,True,False,True,True,False,2053.0
rx,0.0,True,False,False,True,False,442.0
r],0.0,False,False,False,True,False,
r),0.0,False,False,False,True,True,
r',0.0,False,False,False,True,True,5.0
r4,0.0,True,False,True,True,True,
rd,0.0,True,False,False,True,True,1434.0
r(,0.0,False,False,False,True,True,7.0
r?,0.0,False,False,False,True,False,
r8,0.0,False,False,False,True,True,
r<,0.0,False,False,False,True,False,
rW,0.0,True,False,False,True,False,
ri,0.0,False,False,False,True,False,4689.0
rq,0.0,True,False,False,True,False,516.0
rN,0.0,False,False,False,True,False,1.0
rp,0.0,False,False,False,True,False,856.0
r7,0.0,False,False,False,True,True,
rz,0.0,True,False,False,True,False,251.0
r|,0.0,False,False,False,True,False,
rS,0.0,True,False,False,True,True,198.0
rK,0.0,False,False,False,True,True,336.0
r},0.0,False,False,False,True,False,
rU,0.0,False,False,False,True,False,26.0
rB,0.0,True,False,True,True,False,
r[,0.0,False,False,False,True,False,
rC,0.0,True,False,False,True,False,67.0
r{,0.0,False,False,False,True,False,
rD,0.0,True,False,False,True,True,162.0
r#,0.0,True,False,False,True,True,20.0
rc,0.0,True,False,False,True,False,382.0
r>,0.0,False,False,False,True,False,
rg,0.0,True,False,True,True,True,303.0
rF,0.0,True,False,True,True,True,
rs,0.0,True,False,False,True,True,1607.0
ry,0.0,False,False,False,True,False,719.0
rX,0.0,True,False,False,True,False,1.0
rY,0.0,False,False,False,True,False,
r!,0.0,True,False,False,True,True,143.0
rJ,0.0,False,False,False,True,True,203.0
rb,0.0,True,False,True,True,False,1273.0
ra,0.0,True,False,False,True,True,5049.0
rI,0.0,False,False,False,True,False,
rV,0.0,True,False,True,True,False,11.0
rT,0.0,True,False,True,True,False,235.0
rv,0.0,True,False,True,True,False,177.0
rk,0.0,False,False,False,True,True,2806.0
r1,0.0,True,False,False,True,True,
r$,0.0,True,False,True,True,True,13.0
re,0.0,True,False,False,True,False,317.0
rM,0.0,False,False,False,True,False,
r`,0.0,True,False,False,True,True,
r-,0.0,False,False,False,True,True,9.0
r3,0.0,True,False,False,True,True,
rR,0.0,True,True,True,True,False,
r^,0.0,False,False,False,True,True,10.0
rE,0.0,True,False,False,True,False,
rZ,0.0,True,False,False,True,False,25.0
rn,0.0,False,False,False,True,False,1411.0
r.,0.0,False,False,False,True,False,27.0
r~,0.0,True,False,False,True,True,
rP,0.0,False,False,False,True,False,
r9,0.0,False,False,False,True,True,
r+,0.0,False,False,False,True,True,
rj,0.0,False,False,False,True,True,780.0
rG,0.0,True,False,True,True,True,92.0
r*,0.0,False,False,False,True,True,7.0
rl,0.0,False,False,False,True,True,453.0
rf,0.0,True,False,True,True,True,749.0
r&,0.0,False,False,False,True,True,7.0
r%,0.0,True,False,True,True,True,6.0
r0,0.0,False,False,False,True,True,
rm,0.0,False,False,False,True,False,2011.0
rO,0.0,False,False,False,True,False,14.0
r5,0.0,True,False,True,True,True,
r:,0.0,False,False,False,True,True,11.0
:u,0.0,True,False,False,True,True,
:\,0.0,True,False,True,True,True,
:A,0.0,False,False,False,True,False,9.0
":""",0.0,True,False,True,True,False,10.0
:6,0.0,True,False,False,True,True,
:h,0.0,True,False,False,True,False,
:o,0.0,True,False,False,True,True,2.0
:/,0.0,True,False,True,True,False,
:w,0.0,False,False,False,True,True,6.0
:;,0.0,True,True,True,True,False,
:H,0.0,True,False,False,True,False,1.0
:_,0.0,True,False,True,True,True,
":,",0.0,True,False,False,True,False,
:L,0.0,True,False,False,True,False,
:Q,0.0,False,False,False,True,True,
:@,0.0,False,False,False,True,True,1.0
:2,0.0,False,False,False,True,True,
:=,0.0,True,False,True,True,True,
:t,0.0,False,False,False,True,True,7.0
:x,0.0,False,False,False,True,False,5.0
:],0.0,True,False,True,True,True,
:),0.0,True,False,True,True,True,
:',0.0,True,False,True,True,False,1.0
:4,0.0,False,False,False,True,True,
:d,0.0,False,False,False,True,False,3.0
:(,0.0,True,False,False,True,True,
:?,0.0,True,False,True,True,False,
:8,0.0,True,False,False,True,True,
:<,0.0,True,False,False,True,False,
:W,0.0,False,False,False,True,True,
:i,0.0,True,False,False,True,True,8.0
:q,0.0,False,False,False,True,True,4.0
:N,0.0,True,False,False,True,False,
:p,0.0,True,False,True,True,True,10.0
:7,0.0,True,False,False,True,True,
:z,0.0,False,False,False,True,False,2.0
:|,0.0,True,False,True,True,True,
:S,0.0,False,False,False,True,False,3.0
:K,0.0,True,False,False,True,False,3.0
:},0.0,True,False,True,True,True,
:U,0.0,True,False,False,True,True,
:B,0.0,False,False,False,True,False,
:[,0.0,True,False,True,True,True,
:C,0.0,False,False,False,True,False,
:{,0.0,True,False,True,True,True,
:D,0.0,False,False,False,True,False,
:#,0.0,False,False,False,True,True,3.0
:c,0.0,False,False,False,True,False,
:>,0.0,True,False,False,True,False,
:g,0.0,False,False,False,True,False,
:F,0.0,False,False,False,True,False,
:s,0.0,False,False,False,True,False,14.0
:y,0.0,True,False,False,True,True,
:X,0.0,False,False,False,True,False,
:Y,0.0,True,False,False,True,True,
:!,0.0,False,False,False,True,True,
:J,0.0,True,False,False,True,False,
:b,0.0,False,False,False,True,False,11.0
:a,0.0,False,False,False,True,False,47.0
:I,0.0,True,False,False,True,True,
:V,0.0,False,False,False,True,False,
:T,0.0,False,False,False,True,True,
:v,0.0,False,False,False,True,False,
:k,0.0,True,False,False,True,False,6.0
:1,0.0,False,False,False,True,True,
:$,0.0,False,False,False,True,True,2.0
:e,0.0,False,False,False,True,True,8.0
:M,0.0,True,False,False,True,False,
:`,0.0,False,False,False,True,True,
:-,0.0,True,False,True,True,True,1.0
:3,0.0,False,False,False,True,True,
:R,0.0,False,False,False,True,True,
:^,0.0,True,False,False,True,True,
:E,0.0,False,False,False,True,True,
:Z,0.0,False,False,False,True,False,
:n,0.0,True,False,False,True,False,7.0
:.,0.0,True,False,False,True,False,3.0
:~,0.0,False,False,False,True,True,
:P,0.0,True,False,True,True,True,
:9,0.0,True,False,False,True,True,
:+,0.0,True,False,True,True,True,
:j,0.0,True,False,False,True,False,3.0
:G,0.0,False,False,False,True,False,
:*,0.0,True,False,False,True,True,1.0
:l,0.0,True,False,False,True,False,3.0
:f,0.0,False,False,False,True,False,5.0
:&,0.0,True,False,False,True,True,
:%,0.0,False,False,False,True,True,2.0
:0,0.0,True,False,True,True,True,
:m,0.0,True,False,False,True,False,20.0
:O,0.0,True,False,False,True,True,
:5,0.0,False,False,False,True,True,
:r,0.0,False,False,False,True,True,5.0
"""""",,,,,,,1062.0
**,,,,,,,23.0
rr,,,,,,,422.0
dd,,,,,,,307.0
ll,,,,,,,445.0
nn,,,,,,,405.0
ss,,,,,,,471.0
xx,,,,,,,79.0
cc,,,,,,,31.0
oo,,,,,,,648.0
aa,,,,,,,1466.0
bb,,,,,,,127.0
ii,,,,,,,269.0
)),,,,,,,185.0
ww,,,,,,,215.0
mm,,,,,,,636.0
kk,,,,,,,329.0
pp,,,,,,,13.0
hh,,,,,,,12.0
!!,,,,,,,64.0
@@,,,,,,,39.0
SS,,,,,,,4.0
((,,,,,,,93.0
qq,,,,,,,22.0
jj,,,,,,,16.0
yy,,,,,,,8.0
$$,,,,,,,16.0
tt,,,,,,,179.0
DD,,,,,,,4.0
%%,,,,,,,10.0
",,",,,,,,,13.0
ee,,,,,,,8.0
&&,,,,,,,24.0
##,,,,,,,26.0
^^,,,,,,,14.0
..,,,,,,,36.0
ff,,,,,,,11.0
TT,,,,,,,11.0
HH,,,,,,,1.0
gg,,,,,,,15.0
KK,,,,,,,4.0
==,,,,,,,1.0
zz,,,,,,,8.0
vv,,,,,,,5.0
'',,,,,,,3.0
NN,,,,,,,1.0
ZZ,,,,,,,1.0
u\,0.0,True,False,False,True,False,
uA,0.0,False,False,False,True,True,
"u""",0.0,True,False,False,True,True,27.0
u6,0.0,True,False,True,True,True,4.0
uh,0.0,True,False,True,True,True,727.0
uo,0.0,True,False,False,True,False,218.0
u/,0.0,True,False,False,True,False,
uw,0.0,False,False,False,True,False,226.0
u;,0.0,True,False,False,True,True,2.0
uH,0.0,True,False,True,True,True,
u_,0.0,True,False,False,True,True,
"u,",0.0,True,False,False,True,False,124.0
uL,0.0,True,False,False,True,True,
uQ,0.0,False,False,False,True,False,65.0
u@,0.0,False,False,False,True,True,
u2,0.0,False,False,False,True,True,22.0
u=,0.0,True,False,False,True,True,
ut,0.0,False,False,False,True,False,4.0
ux,0.0,False,False,False,True,False,146.0
u],0.0,True,False,False,True,False,
u),0.0,True,False,False,True,True,
u',0.0,True,False,False,True,True,2.0
u4,0.0,False,False,False,True,True,5.0
ud,0.0,False,False,False,True,True,872.0
u(,0.0,True,False,False,True,True,
u?,0.0,True,False,False,True,False,
u8,0.0,True,False,False,True,True,2.0
u<,0.0,True,False,False,True,False,
uW,0.0,False,False,False,True,False,15.0
ui,0.0,True,False,False,True,False,581.0
uq,0.0,False,False,False,True,False,15.0
uN,0.0,True,False,True,True,False,9.0
up,0.0,True,False,False,True,False,646.0
u7,0.0,True,False,True,True,True,3.0
uz,0.0,False,False,False,True,False,379.0
u|,0.0,True,False,False,True,False,
uS,0.0,False,False,False,True,True,50.0
uK,0.0,True,False,False,True,True,106.0
u},0.0,True,False,False,True,False,
uU,0.0,True,True,True,True,False,
uB,0.0,False,False,False,True,False,
u[,0.0,True,False,False,True,False,
uC,0.0,False,False,False,True,False,
u{,0.0,True,False,False,True,False,
uD,0.0,False,False,False,True,True,5.0
u#,0.0,False,False,False,True,True,
uc,0.0,False,False,False,True,False,1276.0
u>,0.0,True,False,False,True,False,
ug,0.0,False,False,False,True,True,424.0
uF,0.0,False,False,False,True,True,1.0
us,0.0,False,False,False,True,True,1148.0
uy,0.0,True,False,True,True,False,280.0
uX,0.0,False,False,False,True,False,
uY,0.0,True,False,True,True,False,
u!,0.0,False,False,False,True,True,
uJ,0.0,True,False,True,True,True,49.0
ub,0.0,False,False,False,True,False,161.0
ua,0.0,False,False,False,True,True,1209.0
uI,0.0,True,False,False,True,False,
uV,0.0,False,False,False,True,False,
uT,0.0,False,False,False,True,False,9.0
uv,0.0,False,False,False,True,False,511.0
uk,0.0,True,False,False,True,True,2053.0
u1,0.0,False,False,False,True,True,24.0
u$,0.0,False,False,False,True,True,
ue,0.0,False,False,False,True,False,2741.0
uM,0.0,True,False,True,True,False,
u`,0.0,False,False,False,True,True,
u-,0.0,True,False,False,True,True,3.0
u3,0.0,False,False,False,True,True,4.0
uR,0.0,False,False,False,True,False,5.0
u^,0.0,True,False,True,True,True,
uE,0.0,False,False,False,True,False,30.0
uZ,0.0,False,False,False,True,False,
un,0.0,True,False,True,True,False,20.0
u.,0.0,True,False,False,True,False,17.0
u~,0.0,False,False,False,True,True,
uP,0.0,True,False,False,True,False,234.0
u9,0.0,True,False,False,True,True,3.0
u+,0.0,True,False,False,True,True,
uj,0.0,True,False,True,True,True,3811.0
uG,0.0,False,False,False,True,True,
u*,0.0,True,False,False,True,True,
ul,0.0,True,False,False,True,True,2292.0
uf,0.0,False,False,False,True,True,508.0
u&,0.0,True,False,True,True,True,
u%,0.0,False,False,False,True,True,
u0,0.0,True,False,False,True,True,
um,0.0,True,False,True,True,False,1003.0
uO,0.0,True,False,False,True,False,32.0
u5,0.0,False,False,False,True,True,3.0
ur,0.0,False,False,False,True,False,311.0
u:,0.0,True,False,False,True,True,19.0
\u,0.0,True,False,False,True,False,
\A,0.0,False,False,False,True,True,
"\""",0.0,True,False,True,True,True,
\6,0.0,True,False,False,True,True,
\h,0.0,True,False,False,True,True,
\o,0.0,True,False,False,True,False,
\/,0.0,True,False,True,True,False,
\w,0.0,False,False,False,True,False,
\;,0.0,True,False,True,True,True,
\H,0.0,True,False,False,True,True,
\_,0.0,True,False,True,True,True,
"\,",0.0,True,False,False,True,False,
\L,0.0,True,False,False,True,True,
\Q,0.0,False,False,False,True,False,
\@,0.0,False,False,False,True,True,
\2,0.0,False,False,False,True,True,
\=,0.0,True,False,True,True,True,
\t,0.0,False,False,False,True,False,
\x,0.0,False,False,False,True,False,
\],0.0,True,False,True,True,False,
\),0.0,True,False,True,True,True,
\',0.0,True,False,True,True,True,
\4,0.0,False,False,False,True,True,
\d,0.0,False,False,False,True,True,
\(,0.0,True,False,False,True,True,
\?,0.0,True,False,True,True,False,
\8,0.0,True,False,False,True,True,
\<,0.0,True,False,False,True,False,
\W,0.0,False,False,False,True,False,
\i,0.0,True,False,False,True,False,
\q,0.0,False,False,False,True,False,
\N,0.0,True,False,False,True,False,
\p,0.0,True,False,True,True,False,
\7,0.0,True,False,False,True,True,
\z,0.0,False,False,False,True,False,
\|,0.0,True,True,True,True,False,
\S,0.0,False,False,False,True,True,
\K,0.0,True,False,False,True,True,
\},0.0,True,False,True,True,False,
\U,0.0,True,False,False,True,False,
\B,0.0,False,False,False,True,False,
\[,0.0,True,False,True,True,False,
\C,0.0,False,False,False,True,False,
\{,0.0,True,False,True,True,False,
\D,0.0,False,False,False,True,True,
\#,0.0,False,False,False,True,True,
\c,0.0,False,False,False,True,False,
\>,0.0,True,False,False,True,False,
\g,0.0,False,False,False,True,True,
\F,0.0,False,False,False,True,True,
\s,0.0,False,False,False,True,True,
\y,0.0,True,False,False,True,False,
\X,0.0,False,False,False,True,False,
\Y,0.0,True,False,False,True,False,
\!,0.0,False,False,False,True,True,
\J,0.0,True,False,False,True,True,
\b,0.0,False,False,False,True,False,
\a,0.0,False,False,False,True,True,
\I,0.0,True,False,False,True,False,
\V,0.0,False,False,False,True,False,
\T,0.0,False,False,False,True,False,
\v,0.0,False,False,False,True,False,
\k,0.0,True,False,False,True,True,
\1,0.0,False,False,False,True,True,
\$,0.0,False,False,False,True,True,
\e,0.0,False,False,False,True,False,
\M,0.0,True,False,False,True,False,
\`,0.0,False,False,False,True,True,
\-,0.0,True,False,True,True,True,
\3,0.0,False,False,False,True,True,
\R,0.0,False,False,False,True,False,
\^,0.0,True,False,False,True,True,
\E,0.0,False,False,False,True,False,
\Z,0.0,False,False,False,True,False,
\n,0.0,True,False,False,True,False,
\.,0.0,True,False,False,True,False,
\~,0.0,False,False,False,True,True,
\P,0.0,True,False,True,True,False,
\9,0.0,True,False,False,True,True,
\+,0.0,True,False,True,True,True,
\j,0.0,True,False,False,True,True,
\G,0.0,False,False,False,True,True,
\*,0.0,True,False,False,True,True,
\l,0.0,True,False,False,True,True,
\f,0.0,False,False,False,True,True,
\&,0.0,True,False,False,True,True,
\%,0.0,False,False,False,True,True,
\0,0.0,True,False,True,True,True,
\m,0.0,True,False,False,True,False,
\O,0.0,True,False,False,True,False,
\5,0.0,False,False,False,True,True,
\r,0.0,False,False,False,True,False,
\:,0.0,True,False,True,True,True,
Au,0.0,False,False,False,True,True,
A\,0.0,False,False,False,True,True,
"A""",0.0,False,False,False,True,False,
A6,0.0,False,False,False,True,True,
Ah,0.0,False,False,False,True,False,1.0
Ao,0.0,False,False,False,True,True,
A/,0.0,False,False,False,True,False,
Aw,0.0,True,False,False,True,True,
A;,0.0,False,False,False,True,False,
AH,0.0,False,False,False,True,False,
A_,0.0,False,False,False,True,True,
"A,",0.0,False,False,False,True,False,
AL,0.0,False,False,False,True,False,
AQ,0.0,True,False,True,True,True,
A@,0.0,True,False,False,True,True,
A2,0.0,True,False,False,True,True,
A=,0.0,False,False,False,True,True,
At,0.0,True,False,False,True,True,
Ax,0.0,True,False,False,True,False,
A],0.0,False,False,False,True,True,
A),0.0,False,False,False,True,True,
A',0.0,False,False,False,True,False,
A4,0.0,True,False,False,True,True,
Ad,0.0,True,False,False,True,False,1.0
A(,0.0,False,False,False,True,True,
A?,0.0,False,False,False,True,False,
A8,0.0,False,False,False,True,True,
A<,0.0,False,False,False,True,False,
AW,0.0,True,False,False,True,True,
Ai,0.0,False,False,False,True,True,
Aq,0.0,True,False,True,True,True,
AN,0.0,False,False,False,True,False,
Ap,0.0,False,False,False,True,True,
A7,0.0,False,False,False,True,True,
Az,0.0,True,False,True,True,False,
A|,0.0,False,False,False,True,True,
AS,0.0,True,False,False,True,False,
AK,0.0,False,False,False,True,False,
A},0.0,False,False,False,True,True,
AU,0.0,False,False,False,True,True,
AB,0.0,True,False,False,True,False,
A[,0.0,False,False,False,True,True,
AC,0.0,True,False,False,True,False,
A{,0.0,False,False,False,True,True,
AD,0.0,True,False,False,True,False,
A#,0.0,True,False,False,True,True,
Ac,0.0,True,False,False,True,False,
A>,0.0,False,False,False,True,False,
Ag,0.0,True,False,False,True,False,
AF,0.0,True,False,False,True,False,
As,0.0,True,False,False,True,False,6.0
Ay,0.0,False,False,False,True,True,
AX,0.0,True,False,False,True,False,
AY,0.0,False,False,False,True,True,
A!,0.0,True,False,True,True,True,
AJ,0.0,False,False,False,True,False,
Ab,0.0,True,False,False,True,False,
Aa,0.0,True,True,True,True,False,
AI,0.0,False,False,False,True,True,
AV,0.0,True,False,False,True,False,
AT,0.0,True,False,False,True,True,
Av,0.0,True,False,False,True,False,
Ak,0.0,False,False,False,True,False,1.0
A1,0.0,True,False,True,True,True,
A$,0.0,True,False,False,True,True,
Ae,0.0,True,False,False,True,True,
AM,0.0,False,False,False,True,False,
A`,0.0,True,False,True,True,True,
A-,0.0,False,False,False,True,True,
A3,0.0,True,False,False,True,True,
AR,0.0,True,False,False,True,True,
A^,0.0,False,False,False,True,True,
AE,0.0,True,False,False,True,True,
AZ,0.0,True,False,True,True,False,
An,0.0,False,False,False,True,False,
A.,0.0,False,False,False,True,False,
A~,0.0,True,False,True,True,True,
AP,0.0,False,False,False,True,True,
A9,0.0,False,False,False,True,True,
A+,0.0,False,False,False,True,True,
Aj,0.0,False,False,False,True,False,8.0
