,SameHand,SameFinger,SameKey,Reach,Hurdle,Press_L_Little,Press_L_Ring,Press_L_Middle,Press_L_Index,Press_R_Little,Press_R_Ring,Press_R_Middle,Press_R_Index,Dist_L_Little,Dist_L_Ring,Dist_L_Middle,Dist_L_Index,Dist_R_Little,Dist_R_Ring,Dist_R_Middle,Dist_R_Index,Frequency,Keyboard
7>,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,2.1287534527055074,0.0,3.975162683964177,0,CRULP
73,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,0.0,0.0,0.0,0.0,3.975162683964177,0,CRULP
7A,0,0,0,0,0,1,0,0,0,1,0,0,0,0.038,0.0,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7a,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,3.975162683964177,0,CRULP
75,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.80711793394688,0.0,0.0,0.0,3.975162683964177,0,CRULP
7E,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7G,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.913,4.913,0.0,0.0,3.975162683964177,0,CRULP
77,1,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0,CRULP
7o,1,0,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,0,CRULP
7),1,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,0.0,3.975162683964177,0,CRULP
7R,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.9208170383762733,4.913,0.0,0.0,3.975162683964177,0,CRULP
7N,1,1,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.0,5.68542287584026,0,CRULP
78,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.975162683964177,3.975162683964177,0,CRULP
7!,0,0,0,1,0,1,0,0,0,1,0,0,0,3.975162683964177,0.0,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7U,1,1,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.0,2.1667534527055072,0,CRULP
7~,0,0,0,1,0,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7@,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7|,1,0,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,0.0,0.0,3.975162683964177,0,CRULP
7M,1,1,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.0,6.09264358259653,0,CRULP
7r,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0.0,3.975162683964177,0,CRULP
"7""",1,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.913,0.0,0.0,3.975162683964177,0,CRULP
7i,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,3.975162683964177,0,CRULP
7n,1,1,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68542287584026,0,CRULP
7],1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.908723446592381,0.0,0.0,3.975162683964177,0,CRULP
76,1,1,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951,0,CRULP
7K,1,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.038,3.975162683964177,0,CRULP
7b,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4078108255508943,0.0,0.0,0.0,3.975162683964177,0,CRULP
7W,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,0.0,4.913,0.0,0.0,3.975162683964177,0,CRULP
7I,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,3.975162683964177,0,CRULP
7O,1,0,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,0,CRULP
7y,1,1,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.177933633585989,0,CRULP
7Y,1,1,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.0,2.177933633585989,0,CRULP
7J,1,1,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,0.0,0.0,4.013162683964177,0,CRULP
7j,1,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.013162683964177,0,CRULP
7V,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,4.913,0.0,0.0,3.975162683964177,0,CRULP
7=,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.265957544725349,0.0,0.0,3.975162683964177,0,CRULP
72,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.975162683964177,0.0,0.0,0.0,0.0,0.0,3.975162683964177,0,CRULP
os,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.038,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,751,CRULP
o/,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,4,CRULP
o&,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,7,CRULP
oh,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,1.913,157,CRULP
ok,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.038,0.0,1501,CRULP
"o,",1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,126,CRULP
oc,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,2.1287534527055074,0.0,0.0,1.9208170383762733,0.0,0.0,133,CRULP
of,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.038,0.0,1.9208170383762733,0.0,0.0,165,CRULP
o9,1,1,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,0,CRULP
o<,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,2.1287534527055074,0.0,0,CRULP
ol,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.9588170383762733,0.0,0.0,820,CRULP
om,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.1287534527055074,1567,CRULP
oH,1,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,1.913,3,CRULP
o{,1,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.435524765252697,1.9208170383762733,0.0,0.0,0,CRULP
oe,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,1.9208170383762733,0.0,0.0,1.9208170383762733,0.0,0.0,310,CRULP
o`,0,0,0,1,0,1,0,0,0,0,0,0,0,4.916332194510744,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0,CRULP
o(,1,1,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,2.177933633585989,0.0,0.0,5,CRULP
o[,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.435524765252697,1.9208170383762733,0.0,0.0,0,CRULP
o#,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,3.975162683964177,0.0,4.913,1.9208170383762733,0.0,0.0,6,CRULP
o+,1,0,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.265957544725349,1.9208170383762733,0.0,0.0,0,CRULP
o?,1,0,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.1287534527055074,1.9208170383762733,0.0,0.0,0,CRULP
o-,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.8110127219504575,1.9208170383762733,0.0,0.0,4,CRULP
ox,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.1287534527055074,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,236,CRULP
o',1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.913,1.9208170383762733,0.0,0.0,7,CRULP
ot,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.435524765252697,0.0,1.9208170383762733,0.0,0.0,1109,CRULP
o\,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.05448776280647,1.9208170383762733,0.0,0.0,0,CRULP
oq,0,0,0,1,0,1,0,0,0,0,0,0,0,1.9208170383762733,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,161,CRULP
o;,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.038,1.9208170383762733,0.0,0.0,1,CRULP
o^,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,4.916332194510744,6,CRULP
og,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.913,0.0,1.9208170383762733,0.0,0.0,112,CRULP
oT,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.435524765252697,4.913,1.9208170383762733,0.0,0.0,66,CRULP
op,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0.0,299,CRULP
oX,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,2.1287534527055074,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,1,CRULP
oL,1,1,0,0,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9588170383762733,0.0,0.0,0,CRULP
o4,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.975162683964177,0.0,1.9208170383762733,0.0,0.0,0,CRULP
od,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038,0.0,0.0,1.9208170383762733,0.0,0.0,642,CRULP
o},1,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.908723446592381,1.9208170383762733,0.0,0.0,0,CRULP
ow,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.9208170383762733,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,4225,CRULP
o0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.975162683964177,1.9208170383762733,0.0,0.0,0,CRULP
o1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.975162683964177,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0,CRULP
oQ,0,0,0,1,0,1,0,0,0,1,0,0,0,1.9208170383762733,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
ou,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,1.9208170383762733,5,CRULP
ov,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,2.1287534527055074,0.0,1.9208170383762733,0.0,0.0,52,CRULP
o$,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.975162683964177,4.913,1.9208170383762733,0.0,0.0,6,CRULP
o%,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.80711793394688,4.913,1.9208170383762733,0.0,0.0,5,CRULP
oP,1,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0.0,0,CRULP
o.,1,1,0,1,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4.013162683964177,0.0,0.0,35,CRULP
oF,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.038,4.913,1.9208170383762733,0.0,0.0,0,CRULP
oZ,0,0,0,1,0,1,0,0,0,1,0,0,0,2.1287534527055074,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,90,CRULP
oz,0,0,0,1,0,1,0,0,0,0,0,0,0,2.1287534527055074,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,298,CRULP
o_,1,0,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.8110127219504575,1.9208170383762733,0.0,0.0,0,CRULP
oD,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.038,0.0,4.913,1.9208170383762733,0.0,0.0,36,CRULP
oB,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,3.4078108255508943,4.913,1.9208170383762733,0.0,0.0,0,CRULP
oS,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.038,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,105,CRULP
o:,1,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.038,1.9208170383762733,0.0,0.0,41,CRULP
o*,1,0,0,1,1,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,3.975162683964177,0.0,5,CRULP
oC,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,2.1287534527055074,0.0,4.913,1.9208170383762733,0.0,0.0,10,CRULP
o>,1,1,0,1,1,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0,CRULP
o3,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0,3.975162683964177,0.0,0.0,1.9208170383762733,0.0,0.0,0,CRULP
oA,0,0,0,0,0,1,0,0,0,1,0,0,0,0.038,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,201,CRULP
oa,0,0,0,0,0,1,0,0,0,0,0,0,0,0.038,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,3063,CRULP
o5,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.80711793394688,0.0,1.9208170383762733,0.0,0.0,0,CRULP
oE,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.0,1.9208170383762733,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
oG,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.913,4.913,1.9208170383762733,0.0,0.0,35,CRULP
o7,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,3.975162683964177,0,CRULP
oo,1,1,1,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.0,650,CRULP
o),1,0,0,1,1,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,1.9208170383762733,0.0,0.0,0,CRULP
oR,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,1.9208170383762733,4.913,1.9208170383762733,0.0,0.0,3,CRULP
oN,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.139933633585989,1,CRULP
o8,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,3.975162683964177,0.0,0,CRULP
o!,0,0,0,1,0,1,0,0,0,1,0,0,0,3.975162683964177,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,78,CRULP
oU,1,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,1.9208170383762733,3,CRULP
o~,0,0,0,1,0,1,0,0,0,1,0,0,0,4.916332194510744,0.0,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
o@,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,3.975162683964177,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,32,CRULP
o|,1,0,0,1,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.05448776280647,1.9208170383762733,0.0,0.0,1,CRULP
oM,1,0,0,1,1,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.1287534527055074,0,CRULP
or,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.9208170383762733,0.0,1.9208170383762733,0.0,0.0,1306,CRULP
"o""",1,0,0,0,0,1,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.913,1.9208170383762733,0.0,0.0,77,CRULP
oi,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,3726,CRULP
on,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.139933633585989,1129,CRULP
o],1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.908723446592381,1.9208170383762733,0.0,0.0,0,CRULP
o6,1,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,4.916332194510744,0,CRULP
oK,1,0,0,0,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.038,0.0,155,CRULP
ob,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3.4078108255508943,0.0,1.9208170383762733,0.0,0.0,712,CRULP
oW,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,1.9208170383762733,0.0,0.0,4.913,1.9208170383762733,0.0,0.0,0,CRULP
oI,1,0,0,1,0,1,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,1.9208170383762733,0.0,0,CRULP
oO,1,1,1,1,0,1,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0,CRULP
oy,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.9316352569043667,4225,CRULP
oY,1,0,0,1,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,2.9316352569043667,0,CRULP
oJ,1,0,0,0,0,1,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.038,21,CRULP
oj,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.9208170383762733,0.0,0.038,404,CRULP
oV,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,2.1287534527055074,4.913,1.9208170383762733,0.0,0.0,9,CRULP
o=,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.265957544725349,1.9208170383762733,0.0,0.0,0,CRULP
o2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.975162683964177,0.0,0.0,0.0,1.9208170383762733,0.0,0.0,0,CRULP
)s,0,0,0,0,0,0,1,0,0,0,0,0,0,2.81615136376692,0.038,0.0,0.0,3.975162683964177,0.0,0.0,0.0,46,CRULP
)/,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,6.09264358259653,0.0,0.0,0.0,0,CRULP
)&,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.975162683964177,0.0,0.0,3.975162683964177,27,CRULP
)h,1,0,0,0,0,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,0.0,1.913,0,CRULP
)k,1,0,0,0,0,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,0.038,0.0,30,CRULP
"),",1,0,0,1,1,0,0,0,0,0,0,1,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,2.1287534527055074,0.0,7,CRULP
)c,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,2.1287534527055074,0.0,3.975162683964177,0.0,0.0,0.0,0,CRULP
)f,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,0.038,3.975162683964177,0.0,0.0,0.0,16,CRULP
)9,1,0,0,1,0,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,3.9833295172900325,0.0,0.0,0,CRULP
)<,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3.975162683964177,0.0,2.1287534527055074,0.0,0,CRULP
)l,1,0,0,0,0,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.038,0.0,0.0,8,CRULP
)m,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,0.0,2.1287534527055074,36,CRULP
)H,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.975162683964177,0.0,0.0,1.913,10,CRULP
){,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0,CRULP
)e,0,0,0,1,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,1.9208170383762733,0.0,3.975162683964177,0.0,0.0,0.0,0,CRULP
)`,0,0,0,1,0,1,0,0,0,0,0,0,0,7.732483558277664,0.0,0.0,0.0,3.975162683964177,0.0,0.0,0.0,0,CRULP
)(,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.975162683964177,3.9833295172900325,0.0,0.0,17,CRULP
)[,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,3.445810825550894,0.0,0.0,0.0,0,CRULP
)#,0,0,0,1,0,0,0,1,0,1,0,0,0,2.81615136376692,0.0,3.975162683964177,0.0,8.888162683964177,0.0,0.0,0.0,27,CRULP
)+,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.351,0.0,0.0,0.0,0,CRULP
)?,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,6.09264358259653,0.0,0.0,0.0,0,CRULP
)-,1,1,0,1,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,1.951,0.0,0.0,0.0,0,CRULP
)x,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,3.975162683964177,0.0,0.0,0.0,1,CRULP
)',1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.954332194510744,0.0,0.0,0.0,1,CRULP
)t,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,3.975162683964177,0.0,0.0,0.0,4,CRULP
)\,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,7.322766520317874,0.0,0.0,0.0,0,CRULP
)q,0,0,0,1,0,1,0,0,0,0,0,0,0,4.7369684021431935,0.0,0.0,0.0,3.975162683964177,0.0,0.0,0.0,8,CRULP
);,1,1,0,0,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,4.013162683964177,0.0,0.0,0.0,0,CRULP
)^,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3.975162683964177,0.0,0.0,4.916332194510744,14,CRULP
)g,0,0,0,0,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,1.913,3.975162683964177,0.0,0.0,0.0,1,CRULP
)T,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,2.435524765252697,8.888162683964177,0.0,0.0,0.0,1,CRULP
)p,1,1,0,1,1,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,1,CRULP
)X,0,0,0,1,0,0,1,0,0,1,0,0,0,2.81615136376692,2.1287534527055074,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
)L,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,3.975162683964177,0.038,0.0,0.0,0,CRULP
)4,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,3.975162683964177,0.0,0.0,0.0,0,CRULP
)d,0,0,0,0,0,0,0,1,0,0,0,0,0,2.81615136376692,0.0,0.038,0.0,3.975162683964177,0.0,0.0,0.0,8,CRULP
)},1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,5.112988187399292,0.0,0.0,0.0,0,CRULP
)w,0,0,0,1,0,0,1,0,0,0,0,0,0,2.81615136376692,1.9208170383762733,0.0,0.0,3.975162683964177,0.0,0.0,0.0,3,CRULP
)0,1,1,1,1,0,0,0,0,0,1,0,0,0,2.81615136376692,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0,CRULP
)1,0,0,0,1,0,1,0,0,0,0,0,0,0,6.791314047731097,0.0,0.0,0.0,3.975162683964177,0.0,0.0,0.0,0,CRULP
)Q,0,0,0,1,0,1,0,0,0,1,0,0,0,4.7369684021431935,0.0,0.0,0.0,8.888162683964177,0.0,0.0,0.0,0,CRULP
)u,1,0,0,1,1,0,0,0,0,0,0,0,1,2.81615136376692,0.0,0.0,0.0,3.975162683964177,0.0,0.0,1.9208170383762733,107,CRULP
)v,0,0,0,1,0,0,0,0,1,0,0,0,0,2.81615136376692,0.0,0.0,2.1287534527055074,3.975162683964177,0.0,0.0,0.0,1,CRULP
)$,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.975162683964177,8.888162683964177,0.0,0.0,0.0,13,CRULP
)%,0,0,0,1,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,3.80711793394688,8.888162683964177,0.0,0.0,0.0,16,CRULP
)P,1,1,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,2.1667534527055072,0.0,0.0,0.0,0,CRULP
).,1,0,0,1,1,0,0,0,0,0,1,0,0,2.81615136376692,0.0,0.0,0.0,3.975162683964177,2.1287534527055074,0.0,0.0,3,CRULP
)F,0,0,0,0,0,0,0,0,1,1,0,0,0,2.81615136376692,0.0,0.0,0.038,8.888162683964177,0.0,0.0,0.0,0,CRULP
)Z,0,0,0,1,0,1,0,0,0,1,0,0,0,4.944904816472428,0.0,0.0,0.0,8.888162683964177,0.0,0.0,0.0,1,CRULP
