sentence,estimate
سید شاہ علم اللہ کی پیدائش 12 ربیع الاول میں ہوئی۔,0.01450799089381962
جس سے عشق کیا جائے اسے معشوق کہتے ہیں۔,0.014505562532107576
عوامی جمہوریہ چین کے بڑے مذاہب کچھ ایسے ہیں:,0.014486436422347959
اور اس پر ڈٹے رہے یہاں تک کے بھونچال آگیا,0.014478660825827544
دنیا بھر کی یادیں ہم سے ملنے آتیں ہیں,0.014467647039287271
آپ کی دلیل سے متفق ہوتے عرض یہ ہے کہ,0.014461218088568435
رستخیز، ادارہ فروغ قومی زبان، اخذ کردہ بتاریخ 19 ستمبر 2017ء,0.014457615423823523
دل کا لہو اچھال کر دل کی صدا گزر گئی,0.014451203057960027
پر جی آپ ہی نے تو وائلڈ لائف کا کہا تھا,0.014439696112259976
یعنی مسئلہ حل ہوگیا اوراب آپ کو تصویر نظر آرہی ہے,0.014409210141846204
قبائلی کبر و غرور تنظیم کا دشمن ہوتا ہے۔,0.014373057671432724
آپ کو گرفتار کر کے حوالات میں بند کر دیا۔,0.01436401937168791
بوڈیگارڈ صدیقی کی طرف سے ایک بھارتی فلم ہے۔,0.014345914204334766
ان کی تعداد زنانہ مورتیوں سے کہیں زیادہ ہے۔,0.014335886802492603
پاکستان کی سب سے بڑی فلم انڈسٹری لولی وڈ ہے۔,0.014316191504023384
شوکت حسین رضوی کی سوانح سنے پلاٹ ویب سائٹ پر,0.01430413152836538
کہتے تھے مجھے اب تک یاد ہے کہ اس عالم میں,0.014283483953285495
اس کا مطلب ھے مجھے محنت کی ضرورت نہیں,0.014251144651791106
سرائے عالمگیر ضلع گجرات پاکستان کا ایک شہر اور تحصیل ہے,0.014245724036283795
جناب سکینہ کے والدہ گرامی کی بیٹی رباب تھیں۔,0.014208103694347662
یہ ایک موجودہ دور کے سیاست دان کی دعا ہے,0.01418807641426762
یوں نیوزی لینڈ نے میچ 55 رنز سے جیت لیا,0.014160716724306016
کسی کو خوش کرنا بھی اچھی بات ہے نا,0.014158457811027913
چنانچہ ہم اسے ایک کامیاب ناول قرار دے سکتے ہیں۔,0.014153532375636393
ہوئے ہیں دید کے ساماں خدا خدا کر کے,0.014136598389129834
لوگ کچھ بھی کہتے ہوں خود کشی کے بارے میں,0.014090379590154333
واہ یہ تو بہت اچھی بات کہی آپ نے مضمون والی,0.014089031126709797
کس کو معلوم ہے کے کون کدھر جائے گا,0.014088418392091491
پستانیہ جانور کینیڈا بھر میں ہر جگہ پائے جاتے ہیں۔,0.014085344978956575
"""اس بات کی بنیاد """" اعتماد و اعتبار """" ہوتی ہے""",0.01404957326786593
الشامیہ میں عراق کے صوبہ قادسیہ کا ایک شہر ہے۔,0.014036169045345215
تجھ گھر کی طرف سندر آتا ہے ولی دائم,0.014017917087084669
بھیا آج آپ نجم شیراز کے پیچھے کیوں پڑ گئے ہیں,0.01401449205096542
اللہ سدا آپ کو اپنی امان مین رکھے آمین,0.013985550000219907
بیت اللہ محسود کے جاں بحق ہونے کی تصدیق,0.01397501798918597
خوف اچھا ہے کہ بچوں کی ہنسی اچھی ہے,0.013956546441516766
نمازیں پانچ پڑھ کے بس تمہاری ہی بقا مانگیں,0.013940573057709038
اوہو لگتا ہے کہ کوئی انفیکشن چل رہا ہے انکے گھر,0.013926413186979835
انتظامی طور پر ضلع کشمور چار تحصیلوں میں تقسیم ہے:,0.013920955097065871
تعلیم کے ساتھ ساتھ اچھی تربیت بھی بہت ضروری ہوتی ہے,0.013912027391323316
انھوں نے لاہور کے ایچی سن کالج سے تعلیم حاصل کی۔,0.013907282146216492
برس کی عمر میں جماعت اسلامی کے رکن بنے۔,0.013899909067213246
"""ان کی والدہ کا نام """" سلمی"""" بنت """"عمرو"""" تھا۔""",0.013898178920348328
8 نومبر پاکستان بمقابلہ جنوبی افریقہ چوتھا ایک روزہ ابوظہبی,0.013891945364201677
یہ انڈونیشیا کے جیونیز نسل سے تعلق رکھتے ہیں۔,0.013889630152185459
پہلو سے کوئی پھر بھی نہ جائے تو کیا کروں,0.013885466778217358
سینہ محبت کرنے والوں کی پہلے قبریں تیار کرتا ہے,0.013882561421646672
زرداری صاحب کی ذہنی صحت کے بارے میں شکوک و شبہات,0.01387536678100864
پھر بھی آپ کی آسانی کے لیے یہاں دیکھیے,0.013839147232738706
سحر طاری ہوئی ہے آپ کے ماتھے کی طلعت سے,0.013829406372678247
"""ماورہ"""" حسین نے تین بالی وڈ فلمیں سائن کر """"لیں""""۔""",0.013820269057078068
سب سے پہلے تو اس لنک کو چیک کر ے,0.01381700228476668
لوگ کہتے ہیں کہ دیں پھیلا ہے تلوار کے ساتھ,0.013816877931043319
خدشہ تھا کہ انہیں شرمندگی کا منہ دیکھنا پڑے۔,0.01381514669862972
برمودا کے علاوہ آئل آف مان کا نام بھی ہے۔,0.013815051315113708
میں تو ان کا ہوں غلامی میں رہوں گا ہردم,0.013804762637961484
کیوں فلم سٹار کے بارے میں کیوں لکھیں گے آپ,0.013776410376210038
1965ء کے انتخابات میں دوبارہ صوبائی اسمبلی کے رکن چنے گئے۔,0.013759652614922457
یہ کام تو ذاتی پیغامات میں بھی کیا جاسکتا ہے,0.013753038275419387
اس کا مشاہدہ شعاع اللہ علائی نے کیا تھا۔,0.013742300680624384
اس وقت پاکستان کا سب سے بڑا بحران یہ خاموشی ہے,0.013730283862599826
اللہ عزوجل آپ کو ہمت و حوصلہ عطا فرمائے,0.013726271559497795
ظالم نے اتنی پی ہے کہ مدہوش پڑا ہے,0.013710914917500759
پھر اس کے بعد ہے وہ سنہری مکاں کا شہر,0.013690065977945875
آبادی کے لحاظ سے یہ ایک چھوٹا شہر تھا۔,0.013667097455621561
اب ان کی تعداد دوبارہ 800 سے تجاوز کر چکی ہے۔,0.013643878059023567
جو پہلی بار پیرس سے 1877ء میں شائع ہوا۔,0.013637934063974802
یہودیت میں آخری نبی ملاکی کو تسلیم کیا جاتا ہے۔,0.013614922665909841
مجھ سے ملنا ہے تو میرے دل کے میں آ,0.013610440853848205
اس طریقے سے سونے چاندی سے ملاوٹ الگ کی جاتی ہے,0.01360787189366396
میں نے آپ کی تعریف کر دی ہے کھوکھر جی,0.013589181257501963
تمام یہودی قوانین کی جگہ یونانی قوانین نافذ کر دیے گئے۔,0.013577564952069852
جستجو کرتے ہیں اس کی جو ہمیں حاصل نہ ہو,0.01356984017254067
شبلی نعمانی نے میں اس کتاب کی بہت تعریف کی ہے۔,0.013527373931263464
"""مزنی فرمانے لگے """"وہ تفریعات"""" میں سب پر فائق """"ہیں۔""",0.013524480740197981
رسالہ سارنگادھرا میں ان کی تصانیف شایع ہونے لگیں۔,0.013522604796631135
انہیں قدیم حجری دور میں شمار کیا جانا چاہیے ۔,0.01351621822122817
انہیں قدیم حجری دور میں شمار کیا جانا چاہیے,0.01351621822122817
ہر قدم پہ اک نیا پتھر ہے حائل راہ میں,0.013512949924189933
گرمی کو کھا گئی ہے ہر سمت چھا گئی ہے,0.013480123964958452
سالم آرگنائزر کے طور پر سلیم خان ڈنگ ڈونگ,0.013463324541998162
البتہ ان دونوں جوڑوں میں ایک نمایاں فرق بھی ہے,0.013458666539274931
تقوی و طہارت میں اعلی مقام پر فائز تھے۔,0.013444446856061037
2013ء کے عام انتخابات میں وہ حلقہ این اے۔,0.013428862665372807
سنہرے عقاب کو سرکاری پرندے کا درجہ دیا جاتا ہے۔,0.013426356703548328
اللہ عزوجل آپ کو خیر کثیر عطا فرمائے مشاہد بھائی,0.013419945046371323
مجھ کو اس شہر سے کچھ دور ٹھہر جانے دو,0.013407738217105504
دعوے تو ملک میں پتہ نہیں کیا کچھ کردینے کے,0.013406652972572675
حقانی نیٹ ورک کا شدت پسندی کا مینوئل جاری,0.013397426291320609
جی یہ پی ٹی ائی کا قصور نہیں ہے,0.0133915114775028
میں کراچی کے غم میں نہیں گھل رہا ہوں ۔,0.013388950536668612
امید ہے آپ سب خیریت سے ہوں گے حال احوال,0.013372643754053155
لاکھوں آدمی ان کے ہاتھوں موت کے گھاٹ اتر گئے۔,0.013358321908524488
بھیا ہمارے لئے تو مدتوں سے ایک ہی شعر ہے,0.013357619515255742
بہت شکریہ وارث صاحب اور محترم استاد گرامی صاحب,0.01335525471513549
دریائے سندھ اس سلسلے کا اہم ترین دریا ہے۔,0.013353355492389396
اسی نے دائمی قربت کا یہ اعزاز پایا ہے,0.013327814797767068
مستقبل میں ترقی کے لیے ارجنٹائن کی بنیادیں مضبوط ہیں۔,0.01331853343788869
اکثر دوست مجھ سے میرے نام کی وجہ تسمیہ پوچھتے ہیں,0.01330710791406125
سورج جب اپنی زیست کا ہو جائے گا غروب,0.013306343000915512
سنہ 1926ء میں سیتاناتھ سادھارن برہمو سماج کے صدر منتخب ہوئے۔,0.013284195249239
بنیادی برآمدات میں وسکی، الیکٹرانکس اور معاشی خدمات سرفہرست ہیں۔,0.013276427233935295
دھجیاں کس کی اڑیں کس کا بدن چاک ہوا,0.01327068309857762
مٹھی کھلنے پر دیکھتے ہیں کہ درست ہوتا ہے کہ نہیں,0.013261961662174278
مگر اس کا بڑا حصہ ایرانی مملکت میں شامل ہے۔,0.01325986196758842
برنارڈو ہوسے لاطینی امریکا کے پہلے نوبل انعام یافتہ فرد ہیں۔,0.013258430781259222
اتنی مشکل اردو اور بات بھی سمجھ نہیں آئی,0.013258046405478308
ماشااللہ خدا آپ کو دن دگنی ترقی عطا فرمائے,0.01325457126097509
اپنے بھائیوں میں سب سے آخر میں وفات پائی۔,0.013246113325824614
خاران، صوبہ بلوچستان کے ضلع خاران کا شہر ہے۔,0.013244227021510518
دوبارہ سے پکڑ کر لا رہی ہوں ناں بھیا,0.013240198957952311
مین اپنے یہاں سے بات کر رہی ہوں نا,0.01323523968435574
دو لقمے اپنی طرف سے لیں پھر ایک ہماری طرف سے,0.013221262946913313
اور چکن کے لیے پانی کی ضرورت نہیں ہے,0.013209888405257435
وہ کنول جن کو کبھی ان کے لیے کھلنا تھا,0.013174244151092923
کیسے ہیں آپ سب مجھے مس تو نہیں کر رہے,0.013164619714013176
گلشن جیسے آنگن میں ہم آنکھ مچولی کھیلے تھے,0.013142073846558818
سینے میں جو آگ بھری ھے دیکھے گا ڈر جاوے گا,0.013129144715154495
کئی انواع نیم استوائی شمال میں بھی ملتی ہیں۔,0.013118320495772768
میں اس کا دل جوابوں سے ٹٹول لیتی ہوں,0.01311384902136096
ان خلیوں کی کمی اس مرض کا باعث ہوتی ہے,0.013104906785796453
ہمیشہ دلہا کو اس کے پیسوں سمیت بچا کر لاتا ہوں,0.013098673253527019
"""بیشک"""" نفس تو برائیوں کا ہی حکم دیتا """"ہے۔""",0.013062646788080359
علاوہ ازیں اجرام مداری کے کوائف تفصیل سے ملتے ہیں۔,0.01306217396917849
رخسار نازک ہوں تو آج ایک مانوں گا نہ میں,0.013043873067752152
اسے رام نگر اور ستنام کا نام بھی ملا ہے۔,0.013042184605109673
میں بھی چاکلیٹ کھا لیا کروں گی ہی ہی ہی,0.013013921132161037
قوی گمان ہے کہ نا پر آشوری نھیں آرامی کہتے تھے,0.013012817762760693
اور مجھے امی کی یاد دلا دی آپ نے,0.013004000356926762
جی بالکل ویسے بھی آپ سوچیں گے کس کے ساتھ,0.012996566830204566
لوگ تو کہتے ہیں کہ کمزور کمزور نظر آتے ہیں,0.012995350315568931
ہم کو اس درد کی آواز سے کیا کرنا ہے,0.012963661844265105
لیکن تفسیر بھائی نے تو خود اعتراف کیا ہے کہ,0.0129622309602033
مدرسہ بدایوں اہل سنت و جماعت کی ایک تاریخی درسگاہ ہے۔,0.012953740270639582
آج کل مجھے بھی کبھی کبھی کافی غصہ آجاتا ہے,0.012933588004776545
اللہ میرے پاک وطن کو سدا سلامت رکھے آمین,0.012926299181319005
اصل مضمون کے لیے دیکھے بی بی سی نیوز,0.01291170952350228
ان کے خاندان کا نام انڈو یورپین زبانیں ہے,0.01290096813317781
اس سے پہلے کہ میں اس سے کچھ پوچھتا,0.01289822617874423
چھٹی صدی قبل مسیح کے چاند گرہنوں کی فہرست,0.012885677632492652
ایٹمی ادارے میں ارجنٹائن بورڈ آف گورنرز میں شامل ہے۔,0.012884163036257622
کوئی کمرہ ہے جس کے طاق میں اک شمع جلتی ہے,0.012858870487489892
جماعت نہم کی حیاتیات غور سے نہیں پڑھی آپ نے,0.012857611540095985
جی آپ کی دوسری نظم بھی بہت پسند آئی بہت شکریہ,0.01284545833598982
کل رات اڑ رہے تھے ستارے ہوا کے ساتھ,0.012842026189515215
اور اس وقت تک پاکستان ویں درجہ پر فائز ہے,0.012836275191561733
جو اپنے بھائی کا انتقام لینے کے لیے آیا تھا۔,0.012822734845317955
جمالیاتی حس زوروں پر اور کام سے فراغت ہے,0.012816847270132771
یہ جاننے کیلئے یوں بھی پی ایچ ڈی ہونا ضروری نہیں,0.012816330014586952
پوسٹمارٹم کے بغیر مزا ادھورا رہ جائے گا شہزاد ناصر بھیا,0.012792763514299513
اسد شفیق کا ایک اچھا شاٹ چار اسکور کے لیے,0.012787931186052875
ٹیگ : ابلاغ عامہ ، تحریری مقابلہ ، صحافت ، میڈیا کے منفی اثرات ، ووٹنگ,0.012776268491748956
علمی مراحل طے کرنے کے بعد تدریس میں مصروف ہوئے۔,0.012776215164067716
کنکریاں پھینکنے کی رسم عربوں میں اسلام سے پہلے بھی تھی۔,0.01275783176698769
کسی کا نام چائے ہے کسی کا نام کافی ہے,0.012753264393287986
اس حوالے سے بلاگرز احباب سے تکنیکی راہنمائی کا خواستگار ہوں,0.012749251699812886
فوجی مہم جوئی نئے سپریم ڈائریکٹر کی ذمہ داری بن گئی۔,0.012746901535130098
رفاعی سلاسل تصوف میں سے ایک سلسلے کا نام ہے۔,0.012742902650942464
قیام پاکستان کے بعد کراچی آ گئے اور وہیں انتقال ہوا۔,0.012739296207091836
اس دہشت گردی کا ایک واضح پہلو کھلی نسل پرستی تھا,0.012735825738505187
خیال آتا ہے آدھی رات کو جب بھی تیرا دل میں,0.012724144367229476
جب کہ اس کے ماہرین ماہرین رضویات کہلاتے ہیں۔,0.012723223854217066
جناب ہم تو یہاں موجود ہیں نا پھر کیا غم ہے,0.012715470352249668
تمام تہواروں کی تقریبات چاردیواری کے اندر کی جاتی ہیں۔,0.012711464830697307
2 مزاج کے خلاف کسی کو برداشت نہیں کرتی,0.012706242242443424
مگر یہ ملک زیادہ تر خانہ بدوشوں کا ملک ہے۔,0.012696110916003815
اس نے کچھ دیر تک اسے اپنا دفاتر بنائے رکھا۔,0.012688221978756815
جون کو ولی عہد فرانس کو بھی قتل کردیا گیا,0.012680463053146393
بعض پرانے لوگوں کا خیال ہے کہ میری یادیں والا,0.012666095175626946
ناول نگار نے ہو بہو عکاسی و ترجمانی کر دی ہے۔,0.012665463064889465
اچھا ہے یہ خیال کسی بی بی کو نہیں آیا,0.012656771079601978
ہم اس کے ہجر میں تنہا رہے تھے جب بھی نہیں,0.012645200619189051
جبکہ حسرت موہانی ایک نیا تصور عشق سامنے لاتے ہیں۔,0.012641374085553847
بس ازان کا انتظار ہے اور میں چلی سونے,0.012639616967404023
شاہ جہاں نے بعد میں انہیں ٹھٹہ کا صوبیدار مقرر کیا۔,0.012626998618547646
آگرہ اور علی گڑھ مسلم یونیورسٹی میں تعلیم پائی۔,0.012613190140945875
آپ کہیے کیسے ہیں اور کیا معمولات ہیں آج کل,0.012598179730324274
چائے اور کافی مل جائے تو کھانا بھول جاتا ہے,0.012592478161802206
اس کے پیچھے کہانی یہ بیان ہوتی ہے کہ,0.012576077231454963
سفید فونیو کو بھوکے کا چاول بھی کہا جاتا ہے۔,0.01256363001316219
دھیرے دھیرے جام ہستی ہو رہا ہے کم مرا,0.012548468705350719
زمانے کی جھیل کے دوسرے کنارے سے آ رہی ہے,0.012540052455709386
یہ کیسا خوف تھا رخت سفر بھی بھول گئے,0.012538113054594081
جس سے ساری کہانی میں مزہ پیدا ہوتا ہے۔,0.012524130745124613
کچھ عرصہ اسمبلی میں حزب اختلاف کی قیادت کی۔,0.012507520814634757
بالخصوص پیدل سڑک پار کرنے والے کو راستہ دیں,0.012491682328794836
سطح سمندر سے اس کی بلندی 2320 میٹر ہے۔,0.012471670815905469
صدی سو سال کے عرصہ کو کہا جاتا ہے۔,0.01246981835202559
افریقا کی خود مختار ریاستوں و تابع علاقہ جات کی فہرست,0.012457774115437295
اپنی زندگی میں پنکس کو کئی سائنسی اعزازات سے نوازا گیا۔,0.01243186239976731
مہر نیوز، ایران - ایران سے ایک خبروں والی ویب سائٹ۔,0.012425830391180668
سورج کے ساتھ طلوع اور غروب ہونے والے 'بچے',0.01242031190859993
ظلم کرتے ھیں آپ لوگ فورم کو اکیلا چھوڑا ہوا تھا,0.012411103847273989
چینی رسوم کے مطابق ہر شہنشاہ کو کئی خواص اجازت تھی۔,0.01239496892034803
پس آگاہی آمد سوی نیمروز / بہ نزدیک سالار گیتی فروز,0.01238069067427579
اقبال کی غزل کا مرکزی کردار مکالمے کرتا ہے۔,0.012379380446015232
اب اپنے اپنے بلاگ کا لنک پوسٹ کر دیں شکریہ,0.012370913857869979
نیز متکبر، کبریائی والے اور عظمت والے کو کہتے ہیں۔,0.012367481036011263
یوسف حیدرآباد میں لیبر آفیسر کے طور پر مقرر ہوئے۔,0.012348066817997596
مورخہ اپریل کو بیکانیر ضلع گنگا نگر بھارت میں ہوئی,0.01232016886576325
وہی عراق میں آپ کی پہلی شادی ہوئی تھی۔,0.01231641672916793
رانی لکشمی نے اس وقت انگریزوں کا مقابلہ کیا۔,0.012314025559380395
سکاٹش اور اہم ٹرنک روڈز کو ٹرانسپورٹ سکاٹ لینڈ سنبھالتی ہے۔,0.012306891917175468
سی ماہرین نے اسے مقدس آتش دان قرار دیا ہے۔,0.012296339367566972
زیادہ تر چینی دریا بحر اوقیانوس میں جا گرتے ہیں۔,0.012285228512781828
میرا نیٹ نہیں چل رہا تھا اس لیے نہیں آ سکی,0.012284506855233548
میں کہے جانے والے لفظی منتروں کو 'یجس' کہا جاتا ہے۔,0.012280752887691516
مکے کے سب سے بڑے سردار اس وقت عبد المطلب تھے۔,0.012278465062937057
عمران اج الطاف کے خلاف مقدمہ دائر کرنے لندن جائیں گے,0.012274144449272955
بربروں کے حملے کے بارے میں اس سے مشورے کیے۔,0.012271093372401029
یہ عموما کسی خاص ٹورنامنٹ کے لیے کیا جاتا ہے۔,0.012259736268229118
محب سے یہی سوال میں نے بھی کیا تھا,0.012253737617726662
یہ تختہ برف 15 ہزار مربع میٹر پر پھیلا ہوا ہے۔,0.012251883368679248
شاید کچھ گھر پر لے جانا پڑے ویک اینڈ کے لیے,0.012243893873539325
ویسے میرے میں اتنی خصوصیات ہیں اور مجھے پتہ ہی نہیں,0.012238771743312941
اس کے آثار 2500 قبل مسیح سے بھی پہلے کے ہیں۔,0.012227777728586053
ان سے ایک انتہائی خاص عبید بھائی نے بیان کیا ہے,0.01222413092756204
کلاسیکی فارسی شاعرات میں ان کا نام سب سے بلند ہے۔,0.012215119154174286
کہ شب و روز پنجرے میں بانٹے جاتے ہیں,0.012198022262050445
ابتدا میں متحدہ قومی موومنٹ کہلانے والی جماعت سے وابستہ رہے۔,0.012177154341494413
اپر دیر میں دھماکہ : میجر جنرل سمیت 3 ہلاک,0.012163521977856627
بس ایک ایک دن گزرتے زندگی گزر جائے گی,0.012141161669688785
جبی سیداں ضلع حویلی، تحصیل کہوٹہ کا ایک دور افتادہ ہے۔,0.01213550302989361
اور 1412 ہجری کے میں فعال کردار ادا کیا۔,0.012117035926236443
کوئی بھی شخص جو مجھ سا دکھائی دیتا ہے,0.01210697490337067
توحید کے معنی ہیں کہ خالق کائنات کو ایک جاننا۔,0.012103898455617303
امریکی اتحادیوں کی لیبیا پر بمباری قابل مذمت ہے,0.012094954720580912
تیسری صدی قبل مسیح کے چاند گرہنوں کی فہرست,0.012086314843651616
ہم تم کو اور ان کو رزق دیتے ہیں,0.01207980874818488
یاروں نے پھر دستک دی ہے دل دروازہ کھول ذرا,0.012079655624969418
ہو سکتا ھے کوئی انتظار نہ کر سکتا ہو,0.012075740802225761
جو کبھی کبھی کافی زود رنج واقع ہوتی ہیں,0.012057985504922373
دودھ آدھا کلو ویسے بنا دودھ کے بھی بن جاتا ہے,0.012013756488439645
حساب ابجد کی رو سے اعداد 10 شمار ہوتے ہیں۔,0.012009031384782022
توبہ توبہ یعنی میری وجہ سے آپ پریشان ہو رہی,0.01200418996454067
ایلچی نے کہا کہ آپ میرے ساتھ ابرھہ کے پاس چلیں۔,0.012001677808335864
سکاٹ لینڈ کی سرحد صرف انگلستان سے ملتی ہے۔,0.01200020943441221
بیرون ممالک میں علامہ اقبال کے پیغام کو عام کرنا۔,0.011984987355676689
توہین عدالت کا بھی کسی نے ذکر تک نہ کیا ۔,0.011982496072236485
اگلے پیش قطعے کے پھر دو حصے ہو جاتے ہیں,0.011970984038980842
سوال کا بھی کوئی ٹائم ہوا کرتا ہے کیا,0.011966261624776707
بولیویا کا ملک بھی اسی کے نام سے موسوم ہے۔,0.011963313123181222
یہ تو اس کلاس کی حرکتوں کی وجہ پڑا ہے,0.011959109314031472
جتنا جلسے میں سپورٹ دکھائی حقیقت میں بھی ایسا ہی کیا,0.01194761900734135
مجھ کو بھی تیرے نام کی حرمت پہ ایک دن,0.011945400670505098
نسل کا اطلاق جانوروں کی مخصوص نسل پر بھی ہوتا ہے۔,0.01193174959345948
آپ کی یہ بات مجھے بہت خوبصورت لگی خوش رہیں,0.011929979290235135
پارشو کے پروکاروں کا ذکر گرنتھوں میں ملتا ہے۔,0.011927770354503193
اب کوشش کروں گا کسی اور کے متعلق لکھنے کی,0.011925364876317275
انھوں نے یہ منصب اسلم رئیسانی کے بعد سنبھالا تھا۔,0.01192286145878084
کوئی بات نہیں اب اتنی بری عادت بھی نہیں ھے یہ,0.011921657273947811
سنتے تھے اب تو ملک میں انصاف ملے گا,0.011912278918002766
اس کے بعد وادی سندھ کی تہذیب ہر طرف ہے۔,0.0119108920441458
ارے یہ دھاگہ میں نے اتنی دیر سے کیوں دیکھا,0.011906419231762586
دوسرے حصے میں اہم ترین میلے سبی میلہکا ہر سال انعقاد,0.011899590092420961
شکریہ شمشاد بھائی پہلے بھی اتفاق سے یہی دیکھ رہی تھی,0.011897526712441757
میں نے ہر حال میں ہنسنے کی قسم کھائی ہے,0.011876725862875883
ندا ڈار : سنچری اسکور کرنے والی پہلی پاکستانی کھلاڑی,0.011874745212945171
مچھلی تو بنا لیتی ہوں لیکن بنگالی والی کیسی ہوتی ہے,0.011870330047325024
انھوں نے دنیا بھر میں بھنگڑا موسیقی کو مقبول عام بنایا۔,0.011868935526449268
محرابوں کے گرد برجستہ کاری کے چند نمونے ہیں,0.011868021868234815
وہاں بھارت، پاکستان اور بنگلہ دیش کے مسلمان بھی رہتے ہیں,0.011864444115902923
اس ایئر لائن کو 2004 میں حبیب علوی نے شروع کیا۔,0.011856855308772892
یا پھر یوں ہی خلق خدا میں کوئی گپ رہا ہوگا,0.011836399162056388
اس کو تربیت خان کا خطاب دیا گیا تھا۔,0.011812420096390615
ہم تو اس کھیل کا حصہ تھے ازل سے شاید,0.011803868962553416
رہنے دیں جناب ایسا تو ہوتا رہتا ہے یہاں,0.011797763084709529
جو مغربی افریقہ کے سوانا میں کاشت کی جاتی ہے۔,0.011773052094090764
اور اس کے لیے یہ ساعت بڑی ہی سعید ہے,0.011770230687313333
انہوں نے عملی زندگی کا آغاز ریڈیو پاکستان پشاور سے کیا۔,0.011764961425635226
فورسٹار اور عمران جعلی ادویات بنانے والوں کے خلاف,0.011753190246789528
سکھ ایجوکیشنل کانفرنس دی کی بھی دو بار سربراہی کی۔,0.01173414633551134
بہت تنگ خلیج گاہ اور فراح خلیج کو مہانہ کہتے ہیں۔,0.01173368965852091
جی آپ نے درست فرمایا میرا بھی یہی یقین ہے,0.011729578696662543
طبیعت زیادہ خراب ہو تو کمپیوٹر سے پرہیز کریں,0.011723505825058928
کسی ایک کو یکسر چھوڑ دینا تباہی کے سوا کچھ نہیں۔,0.011720871454272842
جن لوگوں نے کہا کہ اللہ ہمارا رب ہے,0.011717655876512516
یعنی آپ لوگوں کا ذہن یہ بنانا چاہ رہے ہیں کہ,0.01169991010671911
مجھے ڈرایا ناں تو میں نے بھی ڈرا دینا ہے بھیا,0.011699398158976478
اے ماں تجھے یاد کرتا ہوں تو آنکھ بھر آتی ہے,0.011694944703134955
کراچی تا راولپنڈی براستہ حیدر آباد روہڑی ملتان اور لاہور,0.011689666662263851
یہ قصبہ شہر کے انتہائی مشرقی حصے میں واقع ہے۔,0.011654545393561162
شکر ہے کوئی خبر تو پسند آئی آپ کو,0.011649678040784001
عامل کو بنیادی طور پر دو حصوں میں تقسیم کیا جاسکتاہے,0.011639046278850575
کہ ہم ابھی تھل سے آشنا بھی نہیں ہوئے ہیں,0.011627272073875814
نجف اشرف میں آپ کے مشہور اساتذہ یہ ہیں :,0.011622650119660995
حرم کے دل میں سوز آرزو پیدا نہیں ہوتا,0.011606251996250401
ن م راشد: سیاست اور شاعری۔ دوست 2010ء، و,0.011605652663492673
پرنب سیاست کی ہر کروٹ کو بخوبی سمجھتے رہے ہیں۔,0.011575529791471221
پہلا درجہ میلان کا ہے بندہ مائل ہوتا ہے,0.01157056829234552
سلسلہ پاکستانی ایکٹر سلطان راہی فلم ڈاٹیلز ماپوپ اورج,0.011562418696754432
حدیث شریف کا یہ آخری فقرہ بمع ترجمہ یوں ہو گا,0.011555180677055568
اس کے ایک سال بعد ہیروشیما پر ایٹم بم گرایا گیا۔,0.011554265888862146
ترقی یافتہ ممالک بچوں کی پیدائش پر مختلف رعایات دیتے ہیں۔,0.011552917778475759
انسٹی ٹیوٹ آف اسپیشل ایجوکیشن، کلی شبو، نزد جی او آر,0.011551936095934415
وہ ڈینیس کی طرف رغبت کا اظہار کرتا ہے۔,0.011549207575237724
انکے ہاں حریف بھی قوم کے لئیے شریف ہوتا ہے,0.011534002011304788
تو دونوں ہاتھوں سے لیتے ہیں ہم کلیجہ تھام,0.011528345489146725
اس لئے اپنے بنائے ہوئے نقوش خود ہی مٹاتی رہتی ہے,0.011526899743217281
اس کی ذمہ داری بھارت نے پاکستانی تنظیموں پر ڈالی,0.011523913732516676
تحصیل قلات بلوچستان کے ضلع قلات کی ایک تحصیل ہے۔,0.011521426905642545
1978ء میں ایک حادثے میں آپ کی وفات ہوئی۔,0.011518476535156792
عید مبارک جلدی سے ٹھیک ہوجائیں اور میری عیدی دیں,0.011511723998356873
جہاں میں ہوں وہاں کوئی کسی سے کم نہیں,0.011503673934947686
یوں ہوا منصور کمرہ بھر گیا کرنوں کے ساتھ,0.011502563962011636
ھم تو کافی تجربہ رکھتے ہیں آپ کلاشنکوف استعمال کرنے کا,0.011502181664714724
اس فلم کے بعد انہوں نے کئی کامیاب فلمیں بنائیں۔,0.011489192658471264
پر میرا تو اچھا ہے بہت اچھا بھی نہیں,0.011485210849389626
جمشید نے درجنوں ٹی وی ڈراموں میں کام کیا۔,0.011484222374138089
ارے بابا سالگرہ کی خوشی میں ہیں سو فیصد,0.011484072256546045
مہدی نقوی حجاز آج پھر روبرو ہو تم شاید,0.01147539893312731
یہ جماعت اسلامی کے چار بڑے دھڑوں میں سے ایک ہے۔,0.0114714745773312
3 خیرپور ریڈیو اسٹیشن کی نشریات کا آغاز ہوا۔,0.011458979420733964
یحیی بن بطریق جو ابن بطریق کے نام سے مشہور ہیں۔,0.01145284101835476
مجھے یاد آتا ہے مجھے ہر آواز سے نفرت ہے,0.011439813999746218
شیخ : لاپروائی سے نہیں صرف آج ہی گیا تھا,0.011438990311495046
یہ کیڑے بھی مل جل کر بستیوں میں رہتے ہیں۔,0.011423659538957198
