sentence,log10_score
تقریبا پورا پاکستان وادی سندھ پر مشتمل ہے۔,-2.539301633834839
"""میرے"""" مالک خدا وند نے یہ سب """"کہا۔""",-4.258023738861084
پرنب سیاست کی ہر کروٹ کو بخوبی سمجھتے رہے ہیں۔,-3.49525146484375
شین نورزئی نے ابتدائی تعلیم کوئٹہ میں حاصل کی,-2.7909153832329645
صدی سو سال کے عرصہ کو کہا جاتا ہے۔,-2.54257689581977
اس نے کچھ دیر تک اسے اپنا دفاتر بنائے رکھا۔,-3.1423683166503906
ہر ایسا عمل اس دفعہ کے تحت قابل سزا ہے۔,-2.9265342712402345
ایڈنبرا اگرچہ ہے لیکن سب سے بڑا شہر گلاسگو ہے۔,-2.368037223815918
"""مولانا"""" احمد لدھیانوی اور صحافتی تقاضے - ہم """"سب""""۔""",-4.461585150824653
سورج جب اپنی زیست کا ہو جائے گا غروب,-3.034264882405599
وہ علاقہ جو اب چین کا شمالی میدان کہلاتا ہے,-2.864748954772949
کوئی نہ سہہ سکے لہجہ کرخت ایسا تھا,-3.788102149963379
حروف شفوی: وہ حروف جو ہونٹوں سے ادا ہوتے ہیں۔,-3.768452453613281
نزلہ حار میں ہے اور تریاقی اثر رکھتا ہے۔,-4.174736870659722
حرکی توانائی کو درج ذیل مساوات سے ظاہر کیا جاتا ہے۔,-2.5795093883167612
خیال کیا کہ اس دن ہنومان کا جنم ہوا تھا۔,-3.037347412109375
چراغ سامنے والے مکان میں بھی نہ تھا,-2.23404598236084
ہم نے جس جس چاہا تیرے ہجراں میں وہ لوگ,-3.1972265243530273
دوم بہت بہادر اور اشکار کے شوقین تھے۔,-3.8864336013793945
اس طرح یہ موٹر کپیسٹر کی طرح کام کرتی ہے۔,-2.89386100769043
لانڈی کوتل ریلوے اسٹیشن لانڈی کوتل میں واقع ہے,-1.8906355963812933
وہ مقبول فلمی ستاروں اور گلوکاروں کے باوا آدم تھے۔,-3.434488296508789
ملک کی تمام تحصیلوں میں منہاج ہسپتالوں کا قیام,-3.1526781717936196
ہم سے ہوں گے نہ لہو سینچنے والے جس دن,-3.1690916061401366
لیکن یہ وعدہ دس سال بھی نہ چل سکا۔,-3.1524454752604165
مچھ جیل کو توڑ شین نورزئی ایک اشتھاری مجرم قرار,-4.157428359985351
تقریبا تمام واقعات میں ایک منطقی ربط پایا جاتا ہے۔,-2.0534555435180666
شمعون کے فرقہ میں سے سافت بن حوری,-4.6905951499938965
وہ اوسلو معاہدے کے مخالفوں میں سے ایک ہیں۔,-3.0828817155626087
بقیہ سڑکوں کی دیکھ بھال مقامی طور پر کی جاتی ہے۔,-1.7889170213179155
نئی معاشی پالیسیوں کی وجہ سے بیرونی سرمایہ کاری بڑھنے لگی۔,-3.1438289989124644
ماقبل حرف: کسی حرف سے پہلے والے حرف کو کہتے ہیں۔,-3.4468678561123935
گنتی میں اسے تین سو نینیانوے بولا جاتا ہے۔,-2.3778769175211587
اب وہ ہندوستان کی سرحدوں پر دستک دینے والے تھے۔,-2.118834114074707
پھر ہوموسیپینز یا انسان کے جسم کے بالوں کو کیا ہوا؟,-3.1373443603515625
بعد میں یہ گردش زمانہ کا شکار ہوا۔,-2.7825629711151123
یہاں کسی کو کوئی حسب آرزو نہ ملا,-2.684150218963623
یکی لشکری ساخت افراسیاب / ز دشت سپیجاب تا رود آب,-5.235363700173118
پٹریاں ممباسا سے کمپالا کی جانب جاتی ہیں۔,-4.202064037322998
ہائپوکلوراڈ یا ہائپوبرومایٹ بلیچگ سے بھی اکسیجن ملتا ہے۔,-4.899984995524089
حر بن یزید تمیمی واقعہ کربلا کی ایک اہم شخصیت,-2.91971435546875
ارجنٹائن کے علاقائی سمندر میں بحری حیات بکثرت ہے۔,-3.6125496758355036
بی اے رستم ٹی وی اینکر ، اشرف شاد,-3.4008952246771917
چار ممالک میں ایمیزوناس نامی ریاستیں یا علاقے واقع ہیں۔,-3.8844886779785157
ان کی نماز جنازہ ان کے ساتھی محمد ہزاروی نے پڑھائی۔,-3.2906566966663706
برصغیر یہ کلمہ گڑھ اور گڑھی کی شکل میں ملتا ہے۔,-3.5265173478560015
امام حصکفی کے قلم سے کی شرح ہے۔,-3.5069711208343506
آپ قیاس و اجتہاد میں بڑے تیز تھے۔,-2.2814109325408936
رانی لکشمی نے اس وقت انگریزوں کا مقابلہ کیا۔,-3.253466500176324
جب ایوب کی موت ہوئی، اس وقت وہ بہت بوڑھا تھا۔,-3.524741779674183
اور یہ تناسب انسان میں سب پرائیمیٹس سے زیادہ ہے۔,-3.2973655700683593
آٹھویں صدی عیسوی کے چاند گرہنوں کی فہرست,-1.8041102886199951
اس کے بعد سے بیونس آئرس کو تجارتی مرکز بن گیا۔,-1.5051442926580256
آپ نے علوم دین فلسفیانہ پیرائے میں پیش کیے۔,-2.4300274319118924
ولی کی شاعری مے ں سراپا نگاری بدرجہ اتم موجود ہے۔,-3.257288846102628
چوڑے پتوں والے درخت بھی یہاں عام ملتے ہیں۔,-3.6116265190972223
اس دوران کئی غیر ملکی بھی اغوا کیے گئے ہیں۔,-2.5743215560913084
ان کا تعلق پاکستان کے بلوچ قبیلے کھوسہ سے ہے۔,-3.000201606750488
انہوں نے اپنے کریئر کا آغاز ڈراما ' جھروکے' سے کیا۔,-3.0660892833362925
ان کی نظم گیت گوند سے انہیں لافانی شہرت ملی۔,-3.889567184448242
اردو آن لائن لغت پر لفظ کی معانی,-3.0801637172698975
محمد محمد سلسلہ قادریہ اور چشتیہ کے بڑے مشہور بزرگ ہیں۔,-3.3271636962890625
غالبا یہ برتن سنگھار کا سامان رکھنے کے کام آتے تھے۔,-2.9855565157803623
میں یہ کس کے نام لکھوں جو الم گزر رہے ہیں,-2.444531874223189
تمام تہواروں کی تقریبات چاردیواری کے اندر کی جاتی ہیں۔,-3.071920967102051
اس سلسلے کے بانی شیخ احمد الرفاعی ہیں۔,-3.348707914352417
علاوہ ازیں دو زبانی لغات اور ترجمانی لغات بھی دستیاب ہیں۔,-3.6478829817338423
روح گلشن، مرے آقا کا پسینہ ہے عدیم,-3.7406375408172607
ریحانہ سبری ملا مندر مہم سے جذباتی طور پر وابستہ ہیں۔,-3.9049124284224077
"""جموں"""" و کشمیر:نوجوان ریاسی قلعہ سے سیلفی لیتے ہوئے """"ہلاک""""۔""",-5.044309616088867
آپ نے لاہور سے معروف اردو اخبار زمیندار جاری کیا۔,-2.200327491760254
انہوں نے کہا نہیں یہ فضول خرچی ہوگی۔,-2.6120147705078125
فرقہ امامیہ عشریہ کی علم احادیث میں چاروں کتابیں,-4.235287136501736
اسی سے بھنگرو کی اصطلاح سامنے آئی ہے۔,-3.324061155319214
مویشیوں کی ان مورتیوں کی لمبائی تین سے چار انچ ہے۔,-2.9141367132013496
بعد ان پر سرخ مٹی کے دھبے لگے ہیں۔,-2.5407818688286676
انسانی کھال کے نیچے چربی کی تہ کا ہونا۔,-3.766991933186849
ہر کجا ذکر بہ نامش ہمہ افلاک حیا,-4.752683639526367
معرکے کے خاتمے کے بعد گرفتار ہو گئے تھے۔,-2.767360051472982
سلمی ممتاز کی فلموں کی تعداد تو بہت زیادہ ہے۔,-2.7734037399291993
ان امراض میں ہیضہ، سفلس، انتھراکس، جذام اور اہم ہیں۔,-4.362051391601563
محمد زئی درانی کے قبیلہ سے تعلق رکھتے تھے۔,-3.2493158976236978
اس کے باوجود کامیابی نے مسلمانوں کے قدم چومے۔,-2.5051294962565103
جس پر جانوروں کی کمال کی حقیقت پسندانہ تصاویر بنائی گئیں۔,-3.272783106023615
آپ کو گرفتار کر کے حوالات میں بند کر دیا۔,-1.8632715225219727
"""یہ مشن """"کرپس"""" """"مشن"""" کے نام سے مشہور ہے۔""",-3.80186038547092
گیارہویں صدی عیسوی کے چاند گرہنوں کی فہرست,-1.8290042877197266
انھوں نے دنیا بھر میں بھنگڑا موسیقی کو مقبول عام بنایا۔,-3.0147288929332388
وہ آخری منگ شہنشاہ ، چونگ زہن کی بیٹی تھی۔,-4.20878791809082
یونانوں نے انہیں پیری ٹیکا یعنی ٹاک درج کیا ہے۔,-4.288515090942383
تحصیل پاروم بلوچستان کے ضلع پنجگور کی ایک تحصیل ہے۔,-3.0529104232788087
قلعے کے درمیان چند سیدھی دیواریں منہدم حالت میں ملتی ہیں۔,-3.720374020663175
روزہ تقوی حاصل کرنے کا ایک بہترین ذریعہ ہے۔,-3.125617345174154
آپ قائد اعظم محمد علی جناح کے دست راست تھے۔,-1.64935302734375
اس کے خرگوش، کبوتر اور جابر واقع ہیں۔,-3.8340039253234863
جیدیو سنسکرت کے مشہور شاعر تھے جو بارہویں صدی میں گزرے۔,-3.3750655434348364
یہاں سے اقبال کی تعلیم کا آغاز ہوا۔,-2.6590933799743652
مجھ کو کافی ہے ترا نام برائے خوشبو,-2.7346644401550293
ایک شعر کو کھولنا ہوتا تو بیسیوں مترادف اشعار سنا ڈالتے۔,-2.3190921436656606
ٹیکسلہ کے راجا امبھی نے سکندر کی اطاعت تھی۔,-4.3750182257758246
اس پر اس کی جے چند سے دشمنی ہو گئی تھی۔,-2.285661523992365
حاجی بابا جان، سیاست دان اور قبائلی لیڈر,-3.7077722549438477
ہسپانویوں نے جنوبی امریکا میں اپنا قبضہ جما لیا۔,-3.6105304294162326
مدینہ میں رہتے ہوئے یہودیوں کو مذہبی آزادی ہوگی۔,-2.45058356391059
افسانہ کسی فرد کے زندگی کو ظاہر کرتا ہے ۔,-2.0915836334228515
وہ بچپن ہی سے ایک شاعرہ بھی تھیں۔,-3.0916571617126465
سمہ سٹہ جنکشن ریلوے اسٹیشن پاکستان میں واقع ہے۔,-2.48838382297092
انڈس ریسورس سینٹر کی بانی اور ایگزیکیوٹو ڈائریکٹر,-4.65744161605835
اکبر نے سید نور اللہ شوستری القضاۃ کا درجہ دیا۔,-4.021955108642578
ہال میونسپل کمیٹی کی عمارات کا ضروری حصہ ہوتا ہے۔,-3.30956916809082
اس طرح انگریز حکومت کا وائسرائے وہان رہتا تھا۔,-3.6025979783799915
السلام علیکم کے لفظ کے ساتھ نماز سے باہر ہونا۔,-2.8285423278808595
ہدایتکار جلال الدین خٹک تھے، موسیقی فضل ربی کی تھی۔,-4.234849548339843
آخری آرام گاہ آرائیں والا دربار پیر نبی شاہ سنانواں ہے۔,-3.887539950284091
وہ اپنے کالج میں فارسی کے مدرس ہو گئے۔,-2.851628197564019
وہ پہلے تو کسی مرد سے محبت نہیں کرتی ہے۔,-2.2929019927978516
انہوں نے متعددا کتب تصنیف فقہ پر احسان کیا ہے۔,-3.3359230041503904
ان میں سب سے چھوٹا ہار گردن کو چھو رہا ہے۔,-1.7521731636740945
آزربائیجان کے قومی ترانہ کا اصل عنوان آذربائیجان کا کدمتال ہے۔,-3.7133747447620737
"""انٹرنیشنل"""" نیٹ ورک آف وومین فلاسفر، منجاب ؛ """"یونیسکو""""۔""",-5.109752655029297
"""ان کے سو اشعار """"تدکرہ"""" نقل """"مجلس"""" نے نقل کیے ہیں۔""",-4.245593677867543
اور ایک اور مقام پر یوں ارشاد فرمایا:,-2.548123836517334
اللہ تعالی اسے دنیا و آخرت میں ذلیل کرتا ہے۔,-2.0364519119262696
ڈیسیپشن پوائنٹ کا آغاز اسی سوال کے جواب سے ہوتا ہے۔,-3.11153828014027
سرینگر کے ایک متوسط کنبے میں پیدا ہوئے۔,-3.2622907161712646
وہ اکتیس سال کی بھرپور جوانی میں ہی شہید ہو گئے۔,-2.920166015625
اس کا سادہ ترجمہ برہنہ پستانوں کا احتجاج ہے۔,-3.121611065334744
تاہم مختلف ممالک میں اس کی تعریف یکساں نہیں۔,-2.5749600728352866
یہ ٹرمینل حجاج اور عمرہ زائرین کے لیے مخصوص ہے۔,-3.46502685546875
مگر اس کا بڑا حصہ ایرانی مملکت میں شامل ہے۔,-2.067751884460449
شروع ہی سے سیاست میں سرگرمی سے حصہ لیا۔,-2.538463592529297
اقبال کی غزل کا مرکزی کردار مکالمے کرتا ہے۔,-1.9851538340250652
خدا کی قسم میں اسے کنیزی میں لے سکتا ہوں۔,-3.2991676330566406
اس کا کرتب مہابھارت میں بیان ہوا ہے۔,-2.1536295413970947
گنتی میں اسے سات سو چھیانوے بولا جاتا ہے۔,-1.3469532860649958
کینیڈا میں سکاٹش النسل افراد کی تعداد سینتالیس لاکھ ہے۔,-1.9772762298583983
کائستھ ہندوستان میں رہنے والی ایک ذات کا نام ہے۔,-3.15875129699707
بی مصری صاحبہ کا امام باڑہ اکبر سے کربلا کی,-3.6695648193359376
حکومت پاکستان کے اعداد و شمار کے مطابق پاکستان میں,-1.520658588409424
اس کے بعد وہ اداکاری کرنے کے لیے ممبئی چلی گئیں۔,-2.852245330810547
مگر یہ ملک زیادہ تر خانہ بدوشوں کا ملک ہے۔,-2.86138801574707
کجا گند شاپور خواندی ورا / جزین نام نامی نراندی ورا,-5.270146109841087
دوسری صدی قبل مسیح کے چاند گرہنوں کی فہرست,-1.5987893210517035
ان کو فنکار کی کمزوریوں سے کوئی واسطہ نہیں تھا۔,-2.0951396942138674
سعید بن زید، صحابی عشرہ مبشرہ میں سے ایک۔,-4.030286153157552
عالیہ دراصل ایک ذہنی کشمکش کا شکار ہے۔,-3.195436716079712
اسٹینفورڈ برائے فلسفہ پر زندگی سے مطابق مضمون,-3.969111204147339
انگولا سے زائر تک سیاست کے حوالے سے ایک,-2.8220077090793185
علیگڑھ کالج کے بانی سر سید احمد آپ کے شاگرد تھے۔,-2.8941672932017934
جیسے اجرت کو خوردہ قیمت کے اشاریہ سے منسلک کر,-3.3377914428710938
ایٹمی ادارے میں ارجنٹائن بورڈ آف گورنرز میں شامل ہے۔,-2.9040674209594726
آپ ثانی کے نام سے بھی معروف تھے۔,-2.8018014430999756
بعد میں غلامی کو ترک کر دیا گیا۔,-2.3399760723114014
اس کے بعد پنچاب اور بلوچستان فتح ہوئے۔,-3.1529853343963623
شاہجہان پور بھی مغربی کے اہم شہروں میں سے ایک ہے۔,-2.5443876439874824
اس ہوائی فائرنگ کا مقصد واضح نہیں ہو سکا۔,-2.692835913764106
تجھ گھر کی طرف سندر آتا ہے ولی دائم,-3.655969407823351
مسٹر ہاوٹری، اسکول کے انتہائی سخت ہیڈ استاد۔,-4.480665683746338
ان کا انعقاد ایشیائی اولمپک کونسل کرتی ہے۔,-1.877441644668579
کاپی رائیٹ کا علم نہیں بہرحال بہت اہم کتاب ہے۔,-3.4888229370117188
یوسفی نے خاکم بدہن کے دیباچہ میں لکھا ہے کہ,-2.526600456237793
آپ کے والد کا نام ملک مکھنہ خان تھا۔,-2.8409356011284723
ولی اسے مختلف ناموں سے یاد کرتے ہیں۔,-3.042160987854004
جہاں طوفان نوح کے بعد کشتی آکر رکی تھی۔,-3.3987305959065757
کے ایوان پاکستان کے لیے ایک انتخابی حلقہ ہے,-2.20378049214681
ان گردنوں میں منکوں کی مالائیں پڑی ہوئی دیکھائی گئی ہیں۔,-3.352965615012429
کسی لباس کی خوشبو جب اڑ کے آتی ہے,-2.436667972140842
جگہ جگہ پر ڈرامے میں فضیحتا شیطانی حرکیتں کرتا رہتا ہے۔,-3.655023054643111
مجھ کو دشمن تہی داماں نہیں ہونے دیتا,-2.2477338314056396
ہیمر اسٹورم، ہرالڈ؛ فورکل، رابرٹ؛ ہاسپلمتھ، مارٹن، ویکی نویس,-6.34337404039171
ایک چوکور چار انچ مربع برتن ملا ہے۔,-2.0816490650177
اقبال صرف اخلاقیات اور مقصدی مضامین تک محدود نہیں رہے۔,-2.066634750366211
انسٹی ٹیوٹ فار فزیکلی ہینڈی کیپڈ چلڈرن، سریاب روڈ کوئٹہ,-5.012858581542969
قدرتی قسم کے وراثے ان کی مثال ہیں,-3.2063827514648438
یہودیت میں آخری نبی ملاکی کو تسلیم کیا جاتا ہے۔,-3.0314052581787108
ذیل میں اسی سے متعلق مضامین دیے گئے ہیں۔,-2.6315958234998913
میں حضرت مولانا الیاس صاحب کے ہمراہ پہلا حج فرمایا۔,-3.364532470703125
قرآن مجید میں آپ کا ذکر دو مرتبہ آیا ہے۔,-2.2656957626342775
آبادی کے لحاظ سے یہ ایک چھوٹا شہر ہے۔,-1.7967166900634766
نقشوں میں اس کا مقام بائیں طرف ہوتا ہے۔,-2.9015767839219837
بعد میں استعفی دے کر دوبارہ وکالت شروع کی۔,-2.597999996609158
اردو: پانی کمزور جگہ سے گزر جاتا ہے,-3.192884683609009
کالج اور یونیورسٹی میں مقابلہ تقریر میں ہمیشہ اول رہیں۔,-3.4326366424560546
اس کا پیشرو ایڈورڈ ہفتم اور جانشیں ایڈورڈ ہشتم تھا۔,-3.5838333129882813
عمومی طور پر یہ سرخ رنگ کا ہوتا ہے۔,-1.997679180569119
دوسری قبر قطب الدین کی ہے جسے نے قتل کیا تھا۔,-2.8771955316716973
اس طرح جان لیوا ڈویل سے بچا جاتا تحا۔,-3.7610965304904513
پاکستان کے چین کے ساتھ تعلقات انتہائی اچھے ہیں۔,-2.3539922502305775
بلامبالغہ علامہ اقبال ایک عظیم مفکر مانے جاتے ہیں۔,-2.529931386311849
سعید بن مسیب، تابعی سات فقہائے مدینہ میں سے ایک۔,-4.640874862670898
ایک دیوی جو شیو کی شکتی کا اظہار ہے۔,-3.7830289204915366
صابر ظفر کی غزل میں ہمارے عہد کے کچھ مسائل ہیں۔,-2.4365889809348364
سفید فونیو کو بھوکے کا چاول بھی کہا جاتا ہے۔,-3.256650924682617
آپ کا عظیم علمی کارنامہ شرح دیوان حافظ ہے۔,-3.507020950317383
کمر کو گرم رکھنا دافع درد ثابت ہوتا ہے۔,-3.8649715847439237
ایلچی نے ان سے مل کر ابرھہ کا پیغام پہنچایا۔,-3.598013687133789
ڈاکٹر - نوبل انعام یافتہ نظریاتی طبیعیات؛ فلکی طبیعیات,-3.9518640306260853
وقت کا کیا ہے گزرتا ہے گزر جائے گا,-2.0403563181559243
اس لڑائی میں انگریزی فوج کا سالار ہیری سمتھ تھا۔,-3.193227005004883
دنیا کی ہر شے ءمیں ایک تناسب ہے۔,-3.3061635494232178
اس طریقہ علاج سے یاداشت جاتی رہتی ہے۔,-2.143519639968872
میں نوشیرواں عادل ساسانی خاندان کا سب سے نامور حکمران ہوا۔,-3.034787264737216
"""میری خطائیں مغفرت برف اور اولوں سے دھو """"ڈال۔""",-4.848375108506945
انتظامی طور پر یہ ضلع زنگلان میں شامل ہے۔,-2.634175830417209
ان کا اصل نام سید وارث حسین علوی تھا۔,-2.556249830457899
بہرام سقا بردوانی بنگال کے مشہور صوفیا میں سے ایک ہیں۔,-3.7537581703879614
برنارڈو ہوسے لاطینی امریکا کے پہلے نوبل انعام یافتہ فرد ہیں۔,-3.625315926291726
فارسی، عربی اور اردو زبان سے کافی واقفیت پیدا کرلی۔,-3.6452903747558594
اٹھارہویں صدی عیسوی کے چاند گرہنوں کی فہرست,-1.9445397853851318
بیٹا: جعفر بن علی میدان کربلا میں شہید ہوئے,-3.0045837826199002
وہ پاکستان کے پیلے ٹیسٹ وکٹ کیپر تھے۔,-2.958434581756592
روایتی بھنگڑا رقص ضلع سیالکوٹ میں معیاری سمجھا جاتا ہے۔,-3.5170902252197265
میرا وہ جادہ ہے جس پہ چلا تھا نہ کوئی,-2.767559814453125
"""وہ یہ تھا """"دل"""" کے افسانے نگاہوں کی زباں تک """"پہنچے""""۔""",-3.3298464688387783
اسلامی فقہ میں واجب کی اصطلاح مکروہ تحریمی کے بالعکس ہے۔,-3.8178863525390625
اس فلم کی ہدایات بھی شوکت حسین رضوی نے دی تھیں۔,-3.1438303860751065
ان حالات میں بادشاہت برائے نام ہی تھی۔,-2.899096727371216
اصل نام سید اور تخلص حسرت، قصبہ موہان ضلع میں,-3.701036834716797
یہ عجائب خانہ رنگ روڈ کے اطراف بنایا گیا ہے۔,-3.147390365600586
ہندوستان میں چرچ مشنری سوسائٹی کا پہلا کارندہ تھا۔,-3.9434004889594183
برفانی کی تشکیل کے بارے درست ماڈل بنانا بہت مشکل ہے۔,-3.414695046164773
یہ نظریہ صرف چند ممالک میں ہی رائج ہو سکا ہے۔,-2.9182607477361504
جو صدیوں تک غزل کا لازمہ سمجھے جاتے رہے ہیں۔,-3.0165180206298827
کبھی تیغ تیز سپرد کی کبھی تحفہ گل تر دیا,-3.480727767944336
جو لکھتا پھرتا ہے دیوار و در پہ نام میرا,-2.641708755493164
علاوہ ازیں اجرام مداری کے کوائف تفصیل سے ملتے ہیں۔,-3.3501007080078127
مگر اس نے صاف انکار کر دیا اور کہا,-1.5030054516262479
جو ظلم تو سہتا ہے بغاوت نہیں کرتا,-1.372552752494812
اس کی جھلک سے آفتاب شرمندہ و بے تاب ہے۔,-2.315114974975586
مونس و دمساز مری آہ ہے فریاد ہے,-2.2709720134735107
اسٹیفن ہاکنگ کا اگلا مقصد خلا میں جانا ہے۔,-2.5905511644151478
وار فکشن کے حوالے سے افسانوں کا ایک,-2.9315919876098633
مگر تجریدی ہیں اور چند بیساختہ لکیروں پر مشتمل ہیں۔,-3.7702896118164064
نجف اشرف میں آپ کے مشہور اساتذہ یہ ہیں :,-2.834827995300293
اقوام متحدہ کا دفتر برائے منشیات و جرائم۔,-3.182335376739502
حالی کی غزل کی بنیاد دراصل مقصدیت پر ہے۔,-3.432605955335829
اگر یہاں آنے کی اتنی جلدی تھی تو اکیلے چلے آتے۔,-2.7164167924360796
مجھے غسل دینے مئے سے مجھے جام سے نہلانا,-3.828594207763672
اور مختلف بھی ایک خط وقت پر واقع ہوتے ہیں۔,-3.241267776489258
گنتی میں اسے آٹھ سو نوے بولا جاتا ہے۔,-1.6863246493869357
یہاں کے مزبان زرنگ میں قلعہ بن ہو گیا۔,-3.9155150519476996
خدا کی خدمت تیمیہ کے رسالہ العبودیہ کا,-3.889878034591675
آپ کے خاندان کا تعلق بہرائچ سے تھا۔,-2.8755264282226562
نبض دھیمی ہو جاتی ہے بلڈ پریشر گر جاتا ہے۔,-2.914416694641113
سیدہ سعیدہ کے یونانی حکیم کی دختر تھی۔,-4.161627769470215
حقیقی اعداد و شمار اس سے بھی زیادہ رہے ہوں گے۔,-2.5643388574773613
امام دوم علی شاہ کے زمانے میں واقعات ۔,-2.9322121938069663
کسانوں کے لیے نئی فصل بیما اسکیم کو منظوری,-3.243334664238824
بعد میں فلسفے کے شعبے میں چلے گئے۔,-2.484469175338745
مہر نیوز، ایران - ایران سے ایک خبروں والی ویب سائٹ۔,-4.243404735218395
"""سری"""" لنکا نے دورے کی منظوری دے دی ۔ پاکستان """"بورڈ""""۔""",-3.5354735634543677
پہلے حصے کا تعلق انصار و مہاجرین سے ہے۔,-2.704671435885959
پھر استعفا دے کر بسلسلہ ملازمت نانپارہ آ گئے۔,-3.8408389621310763
جرنل ایشیائی اور یورپی شمارے بھی جاری کرتا ہے۔,-3.6502151489257812
میکسیکو کے دیگر استعمالات کے لیے دیکھیے میکسیکو,-3.6336636543273926
زاہد حسین فرنٹ لائن جہاد پسند اسلام کی طرف تحریک۔,-3.548939514160156
باپ کی کمائی بیٹا آسانی سے خرچ کرتا ہے,-2.5905623965793185
ان کی جماعتوں میں کارکن زیادہ ہوتے ہیں۔,-2.232835054397583
"""اس نے اٹھا لیا تو آپ نے """"اب"""" دوسرا بھی""",-2.928496551513672
افغانی احناف کے امام اور بڑے زاہدوں میں شمار ہوتے ہیں۔,-3.663711201060902
دریائے سندھ اس سلسلے کا اہم ترین دریا ہے۔,-2.880758285522461
حماس انتظامی طور پر دو بنیادی گروہوں میں منقسم ہے۔,-2.9852579116821287
پڑھنا، باغبانی اور موسیقی ان کے شوق ہیں۔,-4.166865348815918
صوبہ بلوچستان ضلع کے شمال میں واقع ہے۔,-2.4083712100982666
ٹالسٹائی کے ابتدائی اور بعد ازاں ادبی رجحانات پر ایک فلسفیانہ,-3.2191411798650567
وہ اپنے ان عزائم کا اظہار ان الفاظ میں کرتا تھا:,-2.7147220264781606
یہ کیڑے بھی مل جل کر بستیوں میں رہتے ہیں۔,-2.845062255859375
تحصیل دشت بلوچستان کے ضلع کیچ کی ایک تحصیل ہے۔,-2.6014640808105467
مستونگ روڈ ریلوے اسٹیشن پاکستان میں واقع ہے۔,-1.50449538230896
اکثر مفسرین اس کو مکی قرار دیتے ہیں۔,-3.576148509979248
اس کا مشاہدہ آسمان جنوب سوم میں کیا جا سکتا ہے۔,-2.511492295698686
مقامات انبیا کا تصویری بن اختر ارسلان کراچی,-4.172596454620361
عمر بھر سنگ زنی کرتے رہے اہل وطن,-2.8581955432891846
شکر اللہ مبارکپوری کے پاس کتب منطق پڑھی۔,-4.345004081726074
نہ بتانا مہ کشوں کو کہ پیامی ہے,-3.8407540321350098
شاکر مہروی کی شاعری اور ان کا ظہور دھریجہ,-3.203596750895182
فلم کی زیادہ تر شوٹنگ پولاچی میں ہوئی۔,-3.7939908504486084
پاکستان میں کہیں بھی یہ وائرس نہیں ہے۔,-2.4515433311462402
جولین سابقہ بادشاہ وٹیزا کا قریبی رشتہ دار غالبا داماد تھا۔,-4.097511291503906
جب ہنوں کی حکومت کمزور ہوئی تو یہ ریاستیں خود مختیار,-3.622505881569602
چند مسلمانوں نے کرز کا تعاقب کیا لیکن وہ بچ نکلا۔,-3.606656854802912
"""ماورہ"""" حسین نے تین بالی وڈ فلمیں سائن کر """"لیں""""۔""",-4.201048278808594
اشیاء کو چسپاں کرنے میں کار آمد ہے۔,-2.978469133377075
پارشو کے پروکاروں کا ذکر گرنتھوں میں ملتا ہے۔,-4.480455186631945
پیامی سرائیکی اور اردو کے غزل گو شاعر ہیں۔,-2.530985302395291
بڑا آدمی نہ پریشان ہوتا ہے نہ خوفزدہ۔,-3.2572431564331055
سودہ بنت زمعہ ازواج مطہرات میں سے ایک ہیں۔,-2.3425430721706815
- راما اول تھائ لینڈ کے بادشاہ بن گئے۔,-4.1378631591796875
علی عظمت کے مشہور گانوں کی فہرست کچھ یوں ہے۔,-2.185127067565918
تو نے اے غافل گریباں میں بھی دیکھا ہے کبھی,-2.401512336730957
یہ کتاب ابو نصر محمد بن عتبی کی تصنیف ہے۔,-3.2607982635498045
برہما پیدائش کے لیے مستعمل لفظ سے مشتق,-3.0380358695983887
ان کا ناول لندن کی ایک رات بہت مشہور ہے۔,-2.6213357925415037
ہسپتال سے چھوٹی طبی سہولت کو مطب ہے۔,-3.7223377227783203
آپ کی وفات قصبہ جرول بہرائچ ھ میں ہوئی ۔,-3.3240413665771484
یولی ادلستین چیرنیوتسی، سویت یونین میں یہودی گھرانے میں پیدا ہوئے۔,-3.516082070090554
پیکوکان کو اڑانے کے لیے مشاق ہونے کی ضرورت پڑتی ہے۔,-3.030054959383878
کمال اس نے کیا اور میں نے حد کردی,-2.105351130167643
ان میں سب سے پہلے علما و مجتہدین کا بیان ہے۔,-2.6612462130459873
ہر ایک عنصر علاحدہ علاحدہ محفوظ کیا جاتا ہے۔,-3.0254573822021484
انہیں شعروسخن کا شوق کم عمری سے تھا۔,-3.483996868133545
تاریخ محمد کتب خانہ قصہ خوانی بازار پشاور,-2.791125535964966
پانگلوس مابعد الطبیعیاتی دینیاتی کونیات کا استاد تھا۔,-5.474313735961914
وہ ڈینیس کی طرف رغبت کا اظہار کرتا ہے۔,-3.002172682020399
بارش کی مقدار ہر علاقے میں مختلف ہوتی ہے۔,-2.1543136172824435
اشیاء کو دائرہ میں مرتب سجانے کی راہیں ہیں۔,-2.6821312374538846
آسٹریلیا نے وہ میچ پانچ وکٹ سے جیتا۔,-3.6324548721313477
یوں یہ واسکو ڈے گاما کی مہم کا حصہ بنا۔,-3.8332218170166015
یہ لفظ صلوۃ سے مشتق ہے جس کا معنی ہے: نماز۔,-3.3341941833496094
یجر وید سناتن دھرم کا ایک اہم مقدس وید ہے۔,-3.764997100830078
اخیر عمر میں ناک میں ایک زخم ہو گیا۔,-3.009240468343099
