,Stim
844,عجب کہ صبر کی معیاد بڑھتی جاتی ہے
845,ہمارا بگڑا ہوا کام بن گیا ہو گا
846,ایک پل جو خدا کی یاد کا ہو
847,کسی خیال کی خوشبو کسی بدن کی مہک
848,کیا ابھی تک دو دن ختم نہیں ہوئے
849,شاعری کی طاقت دنیا کو پھر دکھا دیجئے
850,اگر ہوتا وسیلہ یار تک اپنی رسائی کا
851,حرم ناز و ادا تجھ سے بچھڑنے والے
852,مجھے تو شور میں بلکل نیند نہیں آتی
853,ہوسکتا ہے رات کو ملاقات ہو بشرط زندگی
854,ایک مختصر مگر خوبصورت انگریزی نظم مع ترجمہ
855,آم کو پھلوں کا راجا اندر کہا جاتاہے
856,دلوں میں اپنے چھپائے پھرتے ہیں کوچہ کوچہ
857,اور یہ چیز کوئی استاد نہیں سکھا سکتا
858,فرہاد بہ پیکر چو منوچہر و قباد است
859,صحرائے محبت ہے قدم دیکھ کے رکھ میر
860,ہوا کے حکم کی تعمیل ہونے والی ہے
861,یوں تو عیاشی میسر ہے زمانے بھر کی
862,کچھ ایسا عارضہ تھا لاحق سانس اٹکی تھی
863,فیصل عظیم فیصل ، مئی 7 ، 2009
864,پھر محفل میں کون مراسلے ارسال کررہا تھا
865,آیئے ہم آپ کچھ اسلام کی باتیں کریں
866,ہر بات پہ پیارے ہمیں غصہ نہیں آتا
867,اب ہم چلتے ہیں ذرا بس اسٹاپ تک
868,آپ آ جائیں ناں اب بن جائے گا
869,اور اس کی ینگ وائف اس سے پوچھ
870,سکول اور کالجوں کے لئے تعلیمی رنگ کا
871,اعتراض تو اس پر بھی کوئی نہیں کرتا
872,ء میں ان کے مرنے کی تصدیق ہوئی
873,میرے پاس لوکل سرور میں چل رہا ہے
874,اب پورے محلے میں اعلان نہ کر دینا
875,نایاب الف عین نیرنگ خیال فلک شیر جیا
876,گلیاں ہی گلیاں ہیں - اشوک چکر دھر
877,41 تا 60 از 168 لڑیوں کی نمائش
878,ارے واہ اتنی جلد جوابات دے بھی دیے
879,مراسلہ تسلیم خم ہے جو مزاج امین آئے
880,زیادہ نہیں مگر یہ کہنا چاہوں گا کہ
881,یہ مغرب میں جو بادلوں کی ہے باڑ
882,مل جائے آپ کو دنیا کی ہر خوشی
883,تیر بھی لیکن بہت سے دیئے گئے ہیں
884,اپ نے کھانا ہی ہے نا اس کو
885,یعنی نین کو تنگ کرنا کار خیر ہے
886,پھرتا ہوں ترے واسطے میں دربدر اے یار
887,کہ اس کا اپنے قاتلوں سے کوئی بھی
888,کتنا بورنگ کام ہے ناں پیپرز چیک کرنا
889,کہ اب میں اپنے گناہوں پہ شرمسار نہیں
890,کیوں جنم دیا مجھے میری بے بس مائیں
891,دوست یہ آپ سے کس نے کہ دیا
892,گھر جلانے کو مرا لوگ جو گھرمیں آئے
893,ہمارے دل کی رگیں سرد ہونے لگتی ہیں
894,تمھارے پیار میں ہم کو اگرچہ خسارہ ہے
895,صابر صاحب کا سوال تو خوب تر ہے
896,721 تا 740 از 7،309 لڑیوں کی نمائش
897,یہ بندہ بھی آن لائن ہے ویسے تو
898,محمد شمیل قریشی ، مارچ 6 ، 2006
899,"""یہ تو ذرا """" مشکوک """" بات ہے"""
900,اللہ آپ کے لیئے آسانی پیدا فرمائے آمین
901,ایچ اے خان ، اکتوبر 3 ، 2007
902,سعد حالات بدل دیتے ہیں انساں کا مزاج
903,کن خواہشوں کا گرم لہو زیب خاک ہے
904,اک آرزو مرے پہلو میں سوگوار بھی ہے
905,ہم پہ جو گزری وہ ہم سے پوچھو
906,اپنا تو کسی سے بھی ستارہ نہیں ملتا
907,ایویں میں خود بھی پھسلا جا رہا ہوں
908,مبارکاں ہی مبارکاں ہزاری منصب ملنے پر بہنا
909,میں تجھے پہچاننے کس کس مکاں میں گا
910,امریکی افواج شام پر حملے کے لیے تیار
911,مرے لہو کی گواہی مجھے نڈر کر دے
912,بڑی سرکار میں پہنچے مقدر یاوری پر ہے
913,میری پوسٹ پر ایسا ممکن ہے وہاں نہیں
914,شرارتی نہ کہے مانی تو کہے پھر کیا
915,اگر کھل گئی تو کچھ نہ رہے گا
916,اس آنکھ میں پھیلا ہوا کاجل بھی ہمارا
917,یہ تو کسی ناول کا نام لگتا ہے
918,بہت خوب لکھا ہے آپ نے مغل بھائی
919,ہم اس پر اتنا غور نہیں کریں گے
920,اردو محفل کی پیشکش ہی کافی رہے گا
921,قیصر تمکین صاحب اسی بارے میں لکھتے ہیں
922,""""""" تب تو میں واقعی پھنس گیا """""""
923,31 دسمبر ہوگیا ہے ابھی شام نہیں آئی
924,"""آم کھائیں گے """" یار """" پر باشی"""
925,ہر اک بات پر درگزر کس لیئے ہو
926,تو دیکھا کہ ریوڑ یہ بکروں کا تھا
927,جوش شاعروں کا منشور - جوش ملیح آبادی
928,کاٹے کبھی منہ سر کبھی گردن سے اڑائے
929,جشن عید الفطر مسلمانوں کی شوکت کا مظہر
930,ہماری بہت سی مشکلات کا آسان سا حل
931,کوئی ایسا نہیں جو جانتا ہو میرے عیوب
932,دیکھا علم بھیا آپ ہمیشہ بھگا دیتے ہو
933,اسلام تے کفر دی جنگ ہون والی اے
934,خالد کو انتہائی سخت لہجے میں ڈپٹ دیا
935,یہ دیکھ مرے ماتھے پہ تازہ اک زخم
936,نہ ستا پہنا بھی دے یہ کنگنا دیوداس
937,ابھی تو راوی چین ہی چین لکھتا ہے
938,کا نام ہند اور کنیت ام سلمہ تھی
939,اشرف ریاض کے عید کارڈ کے جواب میں
940,محمد یعقوب آسی ، جنوری 7 ، 2013
941,امریکی صدر اوباما ہم جنس شادیوں کے حامی
942,کتنا مشکل ہے ترے شہر سے ہجرت کرنا
943,مرے ایک لمحے کے اس تجربے کے لیے
944,ملنا ترا اگر نہیں آساں تو سہل ہے
945,آپ کو بھولیں میں جو ہم کیسے کہیں
946,لاڑ ریلوے اسٹیشن لاڑ ملتان میں واقع ہے
947,باقی مزاج کا مت پوچھیں کے کیسے ہیں
948,لگی دل کی ھم سے کہی جائے نا
949,لاکھ مرے ہونٹوں پر چپ کی مہریں ھوں
950,بھمبر کو ضلع کا درجہ ء میں ملا
951,میں پھر صحرا میں اپنے گھر میں پہنچوں
952,جیک انکل چھٹیاں منانے جارہے تھے کہ غائب
953,غلام ربانی فدا ، ستمبر 28 ، 2013
954,کالج سے چھٹی اور ڈھیر سارا ہوم ورک
955,تھی انمول ان سب سے اک سوکھی روٹی
956,عرش کے پار نکل جائے گا نالہ تیرا
957,مرے سر پر ہو گیان امرت کی برکھا
958,تیری فکر رسا شرعی مسائل میں مسلم تھی
959,پاپا جی جرم ہوتا تو بند نہ ہوتا
960,میں دستخط میں لگا دوں گا جلد ہی
961,ہم تو تفریق کے ہندسے نہیں جوڑا کرتے
962,وہاں بھی پیاس کا صحرا دکھائی دیتا ہے
963,توبہ کتنے اشعار آپ کو یاد رہتے ہیں
964,اب چاک رہا ہے نہ گریبان رہا ہے
965,غنیمت جانے جناب کہ انہوں نے کچھ لکھا
966,رہبری کی دہن یار کی جانب خط نے
967,کوئی بھی کام ہو انجام تک نہیں جاتا
968,میں تو بس نقل کرنا ہی جانتا ہوں
969,میں سوچتا ہوں کبھی ایک نعت ایسی لکھوں
970,شکست دے گیا اپنا غرور ہی اس کو
971,پانچویں سالگرہ نتیجہ رائے شماری محفل ایوارڈ 2010
972,جس کو یہ سرفراز کرے دار ہو نصیب
973,کچھ وقت چاہتے تھے کہ سوچیں تیرے لیئے
974,کہ میرے شہر کا موسم خوشگوار نہیں ہوتا
975,ج عوامی حقوق اور شہری آزادیوں کا تصور
976,نیند پر جال سے پڑنے لگے آوازوں کے
977,کھلا ماحول وہاں بھی اور اب یہاں بھی
978,اشکوں نے کئی بار ترا نام لکھا ہے
979,یہ دونوں اڈے بدستور امریکہ کے پاس ہیں
980,چلتی رہی میں راہ محبت پہ بہر حال
981,خود مشرف کے کہاں کہاں مراسم نہیں تھے
982,محمد رفیع ایک خوبصورت آواز کے مالک گلوکار
983,ایک لمبی بریک کے بعد پھر موجود ہوں
984,عمار ابن ضیا ، جنوری 6 ، 2009
985,حضرت انس بن مالک سے مروی ہے کہ
986,شمشاد بھائی بالکل صحیح جواب ہے آپ کا
987,روشنی دن کے اندھیروں میں سمٹ جاتی ہے
988,12 ویں رمضان المبارک 1425 ھ کو ہوگئے
989,صوفیا اور قرآن تبلیغی نصاب کی روشنی میں
990,ہزار بار خود اپنے مکاں پہ دستک دی
991,""""""" یہ ایکس ٹو بڑا خطرناک ہے """""""
992,اگر اس مرتبہ بھی آرزو پوری نہیں ہوگی
993,اگر اپ زندگی کو ایک مشقت سمجھتے ہیں
994,ڈاون لوڈ نہیں ھو رھا - مدد چاھیے
995,بستی تو کوئی راہ میں غارت نہیں دیکھی
996,میرے بلاگ پر تشریف لانے کے لئے شکریہ
997,سید اسد محمود ، فروری 15 ، 2013
998,پہلے تو یہ بتائیں کہ مس کون ہیں
999,لال گلی سے گزری ہے کاغذ کی کشتی
1000,رہ گیا آن کے دامن کے برابر سہرا
1001,وابستگی یا تعلق کی موت اپنی موت ہے
1002,کسی زنداں کی ضرورت ہی نہیں پیش آئی
1003,جو بے شعور ہوں یوں باتمیز بن بیٹھیں
1004,ویسے اگر کہہ دیتیں تو بہت اچھا لگتا
1005,پہچان ہے رحمت تیری ہے شان تیری درگذر
1006,رند ہیں بھرے بیٹھے اور مے کدہ خالی
1007,سنو بہار سے پہلے خزاں تو رہتی ہے
1008,جن کی آنکھیں نہیں وہ نہ روئیں کبھی
1009,شعر غلط لکھ کر بور تو نہ کریں
1010,آپ کی اتنی بڑی زبان کیوں نکل آئی
1011,جبکہ معزز مہمان سٹیج پر جلوہ افروز ہیں
1012,اور آپ سب کو معلومات فراہم کی ہے
1013,آپ پھر دہی کے پیچھے پڑ گئے ہیں
1014,نہیں فقر و سلطنت میں کوئی امتیاز ایسا
1015,عمار ابن ضیا ، جون 3 ، 2008
1016,وہ وہ نکات اٹھاتی ہے یہ حکومت کہ
1017,زندگی میں تو سبھی پیار کیا کرتے ہیں
1018,جسم جلتا ہے مگر جسم کہاں جلتا ہے
1019,یہ چائے خانے میں کیا چل رہا ہے
1020,جنسی زیادتی : اپنے بچے پر نظر رکھئے
1021,کوشش ترک کرنے سے قبل ضرور غور کیجئے
1022,خدا وطن میں ہمارے کرے نفاذ اس کا
1023,فاروق سرور خان ، مئی 10 ، 2008
1024,میرا تو کوئی پیپر رات کو نہیں ہوا
1025,یہ پیڑ بھی عجب ہیں ہنستے نہیں کبھی
1026,رابطہ کرنے کی صورت میں کام آئے گے
1027,وقت دو ہی گزرے ہیں مجھ پر اچھے
1028,اپنی مرضی سے سجاوٹ کر کے سرو کریں
1029,اسیر ہو کے جسے شامیوں کے نرغے میں
1030,بہت ہی کمال تصویر پوسٹ کی ہے شکریہ
1031,شکریہ تو ہم نے بصد شکریہ قبول فرمایا
1032,اب میں کیوں تجھ کو یاد کرتا ہوں
1033,ابھی اس بات کا کسی کو پتا نہیں
1034,بلوچستان : صحافی کی لاش ملنے پر تشویش
1035,رسول اللہ صلی اللہ علیہ وسلم نے فرمایا
1036,موسم کا احترام نہ کرتے تو ظلم تھا
1037,میری چاہت تیرے پندار کا مر جانا ہے
1038,جو اذن ہو تو تیری یاد سے گزر
1039,بہت بہت مبارک ہو خالد بھائی آپ کو
1040,عمار ابن ضیا ، جنوری 1 ، 2009
1041,نیچے دھرتی بدلی سر پر کوئی آکاش نہیں
1042,یہاں تو آپ کا ہی طوطی بولتا ہے
1043,اسی قسم کے بندوں کو چول کہتے ہیں
1044,"""جس کی خاطر وہ اپنی """" سانسیں """""""
1045,وہ مصرع تھا کہ اک گل رنگ چہرہ
1046,جنرل مشرف کی سیاست میڈیا کے کندھوں پر
1047,نیوزی لینڈ 46 اوورز میں 217 پر 7
1048,مرضی ہو تو سولی پہ چڑھانا یا رب
1049,محمد یعقوب آسی ، جنوری 12 ، 2013
1050,کسی روز چاند میری ہتھیلی پہ اتر آئے
1051,محمد بلال اعظم ، فروری 3 ، 2013
1052,آنکھوں سے کر رہے ہیں بیاں اپنی کیفیت
1053,او عدم کے جانے والے یہ وفاداری نہیں
1054,کہ گرمی دفع کرتا ہے گلاب آہستہ آہستہ
1055,مجھے یقیں ہے گھنے بادلوں کے سائے میں
1056,آپ صلی اللہ علیہ وسلم رحمت اللعالمین تھے
1057,کہ آئے تھے کیونکر اور کیا کر چلے
1058,دیں ہمہ اوست از سید نصیر الدین نصیر
1059,انکا پورا نام سید ضمیر حسین جعفری تھا
1060,یہ سب جب آپ مطالعہ کر چکیں تو
1061,خون مسلم صرف تعمیر جہاں ہو جائے گا
1062,401 تا 420 از 591 لڑیوں کی نمائش
1063,سیدنا عمر فاروق رضی اللہ عنہ کا فرمان
1064,اللہ سدا مہربان رہے آپ سب پر آمین
1065,خرم شہزاد خرم ، جنوری 8 ، 2013
1066,تقریبا صفر ہو جاتا ہے جہاں وقتی دائم
1067,261 تا 280 از 365 لڑیوں کی نمائش
1068,برا تو نہیں مانیں گے ہماری آمد کا
1069,سعید اجمل کا دوسرا اوور اور دوسری وکٹ
1070,وہ رنگ دکھائے ہیں نئے شیشہ گروں نے
1071,ریڈیو نغمہ تمہارا ہے تو میرا ساز ہے
1072,موجودہ کے بنتو میں یہ مسئلہ نہیں ہوتا
1073,تجھ سے آگے یہ کچھ ہوا ہے یاں
1074,ملا گوشت فراہم کرنے والی کمپنی کی نشاندہی
1075,مہدی نقوی حجاز ، اپریل 28 ، 2013
1076,فاروق سرور خان ، اگست 6 ، 2008
1077,میں نے کہا پوچھو بیٹا کیا بات ہے
1078,ایسی تو بہت ساری چیزیں نظر آجاتی ہیں
1079,آپ سے تو میں پہلے ہی ڈرتا ہوں
1080,پاکستان بدعنوانی کے گراف میں اور بھی نیچے
1081,اتر گیا تن نازک سے پتیوں کا لباس
1082,""""""" نہ ہی فون میرے پاس ہے """""""
1083,سعودی عرب غلامی کی اعلی ترین مثال ہے
1084,سارا دن تو میں گھر پر نہیں ہوتا
1085,مذاق رضوان بھائی کیسے گزارے یہ لمبے سال
1086,فیصل عظیم فیصل ، جنوری 9 ، 2009
1087,گیا ایک دن اس کے کوچے میں ناگاہ
1088,باتیں سنتا میں کبھی پوچھتا معنی ان کے
1089,جوں شمع چھوڑنے کی نہیں یہ زباں مجھے
1090,آسمانی قلعے شیطان کی پہنچ سے محفوظ ہیں
1091,اشعار جن میں رخ یار کا ذکر ہو
1092,اس میں کے عملے کی گنجائش ہوتی ہے
1093,138 ۔ تقدیر اور قضا پر ایمان 12380
1094,وادی عشق میں نہ ملا کوئی ہم سفر
1095,دو دل مل رہے ہیں مگر چپکے چپکے
1096,عوامی حلقوں میں عدالتی فیصلہ کو سراہا گیا
1097,احمق ہی بنانے کے سب انداز ہیں اظہر
1098,نیٹو سپلائی کی بندش سے ٹرک ڈرائیور پریشان
1099,ہم نہ ہونگے کوئی ہم سا ہو گا
1100,گھسے سب ناخن تدبیر اور ٹوٹا سر سوزن
1101,جس کو دیکھ کر ہمیں ڈر لگتا ہے
1102,فرانس کا بنیادی مقصد برآمدات کا فروغ تھا
1103,قدیم ترین سوئس بینک جرمانے کے بعد بند
1104,1،281 تا 1،300 از 2،377 لڑیوں کی نمائش
1105,امن و آزادی کے ہم تو ہیں نقیب
1106,اس لئے بہت مزے کے دن گزرتے ہیں
1107,ہماری طرف سے بھی مبارک ہو جناب کو
1108,پھر جو اس نے کہا کیے ہی بنی
1109,میں لمبا سا شکریہ ادا کر دیتا ہوں
1110,نہ دوستی ے رہے نہ دشمنی سے رہے
1111,لنکن مسوری کا رقبہ مربع کیلومیٹر ہے ہے
1112,پھر بھی اونچائی سے اتر نا مت بھولو
1113,کتاب ص 31 : ٹائپنگ مکمل از شمشاد
1114,صبر کریں آپکی باری بھی آنے والی ہے
1115,درد سر کے واسطے صندل لگانا ہے مفید
1116,اور اکثر تو اشکوں میں دھل جاتے ہیں
1117,ہائے کیا صورتیں پردے میں بناتا ہے میاں
1118,آسٹریلیا نے وہ میچ پانچ وکٹ سے جیتا
1119,ساری باتیں ٹھیک کہیں آپ کے قاری نے
1120,راحت کی کسی سایہ میں جز سایہ قیصر
1121,میں تو چچا جی بات کررہی ہوں انکل
1122,کسی کا نیا فورم بنانے کا ارادہ ھے
1123,محمد بلال اعظم ، جولائی 16 ، 2013
1124,تمام عمر فونٹ کے آنے کا انتظار کیا
1125,اب یاد نہیں رہتی مجھے وقت کی گنتی
1126,ٹیگ : ڈاکٹر کلیم عاجز ، کلیم عاجز
1127,کلپنا موہن لاطینی ایک بھارتی فلمی اداکارہ ہے
1128,سٹریس کم ہوا کہ اور بڑھ گیا ہے
1129,بہت بہت شکریہ آپ کی تشریف آوری کا
1130,بہت بہت شکریہ اس تجزیہ و تحقیق کا
1131,تیری یاد دل سے جانے نہیں دیں گے
1132,عاشق ہوں مجھے عشق ہے دیوار نبی سے
1133,استاد محترم اب تو حملہ ہو ہی جائے
1134,تم میرے موڈ کو دیکھا ہی نہ کرو
1135,جو بچا ہے پر وہ بھی لگانا چاہیئے
1136,ابھی یہ چھوٹا سا پیش منظر حاضر ہے
1137,رنج تو رنج کے اظہار سے ہوتا ہے
1138,خاک میں گزرا ہوا کل نہیں ڈھونڈا کرتے
1139,غائب دماغی طاری ہو جاتی ہے کبھی کبھی
1140,رانا منصور اکبر ، مارچ 21 ، 2006
1141,محمد شمیل قریشی ، جولائی 22 ، 2006
1142,میں رستہ بھول جنگلوں میں شام ہو جائے
1143,کہ تھے آل عدنان سے میر ے بانی
1144,ملے گی میری بھی کوئی نشانی چیزوں میں
1145,ہر گھڑی درد کی پیوند لگے جاتے ہیں
1146,مگر سوال زمیں کی بھی آبرو کا تھا
1147,شبنم جو گرتی ہے تو اٹھاتا ہے آفتاب
1148,کیسے کیسے ارمان دل میں ھی رہ گئے
1149,تاکہ ان کی محنت سے سب مستفید ہوسکیں
1150,ایک بار آیا ایف 5 اور چلا گیا
1151,موزوں نہیں ہے جنبش اعضا تو کیا عجب
1152,پلیز چیک کرنے والے اسکو یہاں رپورٹ کریں
1153,لوٹ کر تم یہ دل کہہ رہا ہے
1154,ایچ اے خان ، نومبر 23 ، 2007
1155,ٹیگ : اقبال ، شاعری ، علامہ اقبال
1156,کچھ مشکلیں ایسی ہیں کہ آساں نہیں ہوتیں
1157,صاحبان صبر کو دریا کا پانی دور سے
1158,ہوں نہ محتاج ان کا بن کر پیر
1159,خدا کے دین کے ایسے امام ہوتے ہیں
1160,یہ قیل و قال کا دیتے ہیں منشور
1161,چلیں شمشاد بھائی اب آپ کی باری ہے
1162,اس کا بھی دل نہیں کر رہا بھیا
1163,یہی یاد آیا کہ عینی کہاں غائب ہے
1164,ابھی نہیں کیا ناں شام میں کریں گے
1165,اک شخص سارے شہر کو ویران کر گیا
1166,کوئی کیوں آئے جدھر کوئی بھی آواز نہیں
1167,یوں راستہ چلے ہے بدن کو سمیٹ کر
1168,اجاڑ دے میرے دل کی دنیا پر تبصرے
1169,گزارش ہے کہ کھل کر تنقید کی جائے
1170,لگتی ہے مجھے تیر کے مانند ہر انگشت
1171,اگر آپ کو روح کی آزادی چاہئے او
1172,سب دیکھ دیکھ اس کو بجاتے ہیں تالیاں
1173,لے کے چلتا ہوں خیالوں کا سفینہ اپنا
1174,نیاز مند ہوں کافی ہے ناز کرنے کو
1175,ایک دن کے لیے اپنا رخ موڑ لے
1176,عمار ابن ضیا ، فروری 22 ، 2008
1177,سعود بن سعید ، جولائی 23 ، 2009
1178,کروں جو آہ زمین و زمان جل جاوے
1179,یہ دل یہ نظر یہ دہن یہ زباں
1180,اردو محفل میں صمیم قلب سے خوش آمدید
1181,پر میں نے الزام کب لگایا توبہ توبہ
1182,مجھے آدم خوروں سے بہت ڈر لگتا ہے
1183,اب میرے رخت میں باقی نہیں ساماں کوئی
1184,سماٹرا - مغرب میں، آبنائے ملاکا کے بالکل سامنے
1185,تقریبا 90 ڈرامے لکھے لیکن صرف سات محفوظ ہیں۔
1186,اس ہوائی فائرنگ کا مقصد واضح نہیں ہو سکا۔
1187,پھر استعفا دے کر بسلسلہ ملازمت نانپارہ آ گئے۔
1188,والد محمد سلیمان صاحب، والدہ، رحمت بی بی رحمت۔
1189,پارشو کے پروکاروں کا ذکر گرنتھوں میں ملتا ہے۔
1190,بقیہ حصہ ہائی وے نمبر 12 سے ہوتا ہے۔
1191,یادگار جو ریاست کی ملکیت نہیں۔ ٹائمز آف انڈیا
1192,سید جرغام حیدر آزاد انٹر کالج بہرائچ کے منیجر۔
1193,گنتی میں اسے آٹھ سو تریاسی بولا جاتا ہے۔
1194,جو یا تو مذہبی عبادت تھی یا شاہی محل۔
1195,مسلمانوں کے دوسرے خلیفہ عمر بن خطاب کی شہادت
1196,باپ کی کمائی بیٹا آسانی سے خرچ کرتا ہے
1197,جب کہ اس کے ماہرین ماہرین رضویات کہلاتے ہیں۔
1198,جزیرہ نما گیلی پولی تاریخی قومی پارک مع تصاویر
1199,یہ کتاب بخارا اور تہران میں چھپ چکی ہے۔
1200,آبادی کے لحاظ سے یہ ایک چھوٹا شہر ہے۔
1201,پوتا: میثم بن حسن میدان کربلا میں شہید ہوئے
1202,زبلون کے فرقہ میں سے جدی ایل بن سودی
1203,اس کے کرداروں پر کئی فلمیں بن چکی ہیں۔
1204,یہ فلم سلمی ممتاز کی تیسری سپرہٹ فلم تھی۔
1205,"""مزنی فرمانے لگے """"وہتفریعات"""" میں سب پر فائق """"ہیں۔"""
1206,خارجیت پسند شاعر زندگی کی بیرونی سطح دیکھتا ہے۔
1207,اس فن پر مشتمل کتابوں کے نام یہ ہیں:
1208,گنتی میں اسے نو سو دو بولا جاتا ہے۔
1209,یہ فلم یکم جنوری 1983ء کو ریلیز ہوئی تھی۔
1210,ہم ازل سے آزاد ہیں اور آزاد رہیں گے۔
1211,یہ ہر سال 7-9 جنوری منائے جا رہے ہیں۔
1212,علامہ جلالالدین سیوطی کی علم نحو پر مشتمل کتابپر
1213,اپنے بھائیوں میں سب سے آخر میں وفات پائی۔
1214,گنتی میں اسے نو سو انہتر بولا جاتا ہے۔
1215,تورکھو پاکستان کے ضلع چترال کی ایک تحصیل ہے-
1216,موجودات و مخلوقات کے مختلف اشکال و الوان ہیں۔
1217,ابطال عقد کسی دلیل برہان کی ضرورت نہیں ہے۔
1218,کلی ثقافت کا نمایندہ قبرستان میہی سے ملا ہے۔
1219,دونوں نے جلسے میں شرکت کی زحمت نہیں کی۔
1220,ضعف العمری کے باعث منتظمی میں ناکام نظر آئے۔
1221,وہ آخری منگ شہنشاہ، چونگ زہن کی بیٹی تھی۔
1222,ان کی وفات جنوری 2018ء میں کراچی میں ہوئی۔
1223,بارش کی مقدار ہر علاقے میں مختلف ہوتی ہے۔
1224,پہلے ہندوستانی جو انڈین سول سروس میں شامل ہوئے۔
1225,وہ ہمیشہ حال اور مستقبل کی سوچنا چاہتے ہیں۔
1226,گنتی میں اسے چار سو چوراسی بولا جاتا ہے۔
1227,جنوبی سوڈان اقوام متحدہ کا 193واں رکن ملک ہے۔
1228,پاکستان ٹیلیوژن نیٹورک مندرجہ ذیل چینل نشر کرتا ہے۔
1229,کمال اس نے کیا اور میں نے حد کردی
1230,1944ء میں یہیں سے ایماے اردو کی تکمیل ہوئی۔
1231,میر لاشار کے بیٹے خان کے بیٹوں کے نام۔
1232,مولانا غلام رسول مہر، ادیب، پرداز، نقاد، صحافی، مترجم۔
1233,انہوں نے اسلام کے حوالے سے کافی کام کیا۔
1234,اخفاء: نون ساکن اور میم ساکن کو ادا کرنا۔
1235,کولس کو بہت زیادہ پانی کی ضرورت نہیں ہوتی۔
1236,اسی وجہ سے ان کا رنگ سرخی مائل ہے۔
1237,جو بلندی میں دنیا میں دوسرے نمبر پر ہے۔
1238,راہی نے متعدد کتابوں پر تنقیدی تبصرے لکھے ہیں۔
1239,ان کے جنازے میں چالیس لاکھ افراد شریک ہوئے۔
1240,ہر ایک عنصر علاحدہ علاحدہ محفوظ کیا جاتا ہے۔
1241,جس سے عشق کیا جائے اسے معشوق کہتے ہیں۔
1242,خدشہ تھا کہ انہیں شرمندگی کا منہ دیکھنا پڑے۔
1243,ان کا اصل نام سید وارث حسین علوی تھا۔
1244,نویں صدی قبل مسیح کے چاند گرہنوں کی فہرست
1245,13 جون ایک آسٹریائی نژاد اسرائیلی یہودی فلسفی تھے۔
1246,آپ کے والد علم و فضل میں یکتا تھے۔
1247,انسانی فلو اور برڈ فلو میں خاصا فرق ہے۔
1248,جرنل ایشیائی اور یورپی شمارے بھی جاری کرتا ہے۔
1249,آبادی کے لحاظ سے یہ ایک چھوٹا شہر تھا۔
1250,کہ اب تو جاکے کہیں دن سنورنے والے تھے
1251,"""اور جن کو آگ کی لپٹ سے پیدا """"کیا""""۔"""
1252,گویڈیلک زبانوں میں سے قدیم ترین معروف شکل ہے۔
1253,اکبر نے سید نوراللہ شوستری القضاۃ کا درجہ دیا۔
1254,یہ انڈونیشیا کے جیونیز نسل سے تعلق رکھتے ہیں۔
1255,۔اگر شوہر کسی کریہہ مرض میں مبتلا ہو جائے؛
1256,دوسری صدی قبل مسیح کے چاند گرہنوں کی فہرست
1257,قبائلی کبر و غرور تنظیم کا دشمن ہوتا ہے۔
1258,ان کا بڑا ہتھار رومال یا پھندا ہوتا تھا۔
1259,بالاخر طبل جنگ بجے اور فوجیں آمنے سامنے ہوئیں۔
1260,ضلع انتظامی طور پر 5 تحصیلوں میں تقسیم ہے:
1261,ان کا ناول آزاد اردو کا ایک شاہکار ہے۔
1262,مگر اس کی یہ آرزو پوری نہ ہو سکی۔
1263,یہ صفحہ جولیئن سال 98 کے بارے میں ہے۔
1264,انتظامی طور پر یہ ضلع زنگلان میں شامل ہے۔
1265,فرقہ امامیہ عشریہ کی علم احادیث میں چاروں کتابیں
1266,اس اچھے زمانے میں استاد مرشد ہوا کرتا تھا۔
1267,خود شہزادی سکینہ علیہ السلام کا فیصلہ کافی ہے۔
1268,اس طرح مٹی کی کھلونا گاڑیاں بھی ملی ہیں۔
1269,جہاں وہ ٹورانٹو سٹار کے لیے رپورٹنگ کرتا رہا۔
1270,ان میں عورتوں اور جانوروں کی مورتیاں شامل ہیں۔
1271,مذکورہ ناول میں یہ عناصر خوب زوروں پر ہیں۔
1272,فورا دارلحکومت پہنچا اور ہر طرف ہرکارے دوڑائے گئے۔
1273,یہاں ان کی پہلی فلم 'دال میں کالا' تھی۔
1274,زندگی کا بڑا حصہ تنگی و ترشی میں گزرا۔
1275,وسار بھا ریلوے اسٹیشن وسار بھا میں واقع ہے
1276,نصاب التجوید : مولانا محمد ہاشم خان صفحہ کراچی
1277,احمد ندیم اور افسانہ نگار۔ سنگ میل پبلیکیشنز لاہور،
1278,انتظامی طور پر یہ ضلع خوجاوند میں شامل ہے۔
1279,سعید بن زید، صحابی عشرہ مبشرہ میں سے ایک۔
1280,جب کا گورنر تھا تو اس کا سالہ تھا۔
1281,اردو غزل کے اظہار کے موضوعات کا تعین کیا۔
1282,دونوں جماعتوں کے درمیان مفاہمت کی کئی کوششیں ہوئیں۔
1283,جناب سکینہ کے والدہ گرامی کی بیٹی رباب تھیں۔
1284,کچھ عرصہ اسمبلی میں حزب اختلاف کی قیادت کی۔
1285,کئی انواع نیم استوائی شمال میں بھی ملتی ہیں۔
1286,عنایت خان نے بہترین انشاء پردازی وراثت میں پائی۔
1287,ان کی اکثریت اٹلی اور سپین سے آئی تھی۔
1288,نیلوفر خاتون اگکے سلطان مراد اول کی والدہ تھی۔
1289,یہ صفحہ جولیئن سال 81 کے بارے میں ہے۔
1290,یہ تلافی حکومت یا بینکار پر عائد ہوتی ہے۔
1291,ریاضی اور فلسفے کے مضامین کے ساتھ گریجویشن کی۔
